Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),,,,,
Wed Nov 16 2022,1033345,29998.33,1.023149,1.021857,0.7067057,0.7296292,0.7343814,0.036,26.2,20,9.621398,800,103.1779,15.32742,5.597365079,36.40136719,46.80419922,10.74283203,,,,,
Wed Nov 16 2022,1039478,30000.55,1.021866,1.020755,0.7109061,0.7269492,0.7348832,0.0153,26.3,20,9.621398,800,103.1779,15.24923,5.581984127,36.03515625,47.73193359,12.03677734,,,,,
Wed Nov 16 2022,1045611,29997.95,1.023657,1.023336,0.7077742,0.7281996,0.7324095,0.0079,26.3,20,9.621398,800,103.1779,15.44456,5.563900826,35.79101563,48.89160156,13.44058594,,,,,
Wed Nov 16 2022,1051741,29994.09,1.023171,1.025608,0.7132782,0.7274931,0.7338508,0.0334,26.3,20,9.621398,800,103.1779,15.7275,5.543644628,37.25585938,50.05126953,13.13541016,,,,,
Wed Nov 16 2022,1057879,29999.42,1.02238,1.022839,0.711709,0.7245448,0.7354295,0.0378,26.3,20,9.621398,800,103.1779,15.52819,5.527428571,36.03515625,49.35546875,13.6603125,,,,,
Wed Nov 16 2022,1064001,29998.24,1.021991,1.022964,0.7104939,0.7272294,0.7336913,0.0443,26.3,20,9.621398,800,103.1779,15.50838,5.501869919,37.98828125,51.90673828,14.25845703,,,,,
Wed Nov 16 2022,1070142,29993.37,1.024868,1.02674,0.709671,0.7334217,0.7317802,0.0152,26.3,20,9.621398,800,103.1779,15.79867,5.475777778,37.74414063,52.13867188,14.73453125,,,,,
Wed Nov 16 2022,1076271,30000.07,1.022582,1.023093,0.7064697,0.7274437,0.7329877,0.017,26.3,20,9.621398,800,103.1779,15.46648,5.469401639,39.20898438,53.29833984,14.42935547,,,,,
Wed Nov 16 2022,1082412,29999.75,1.023271,1.022859,0.7138532,0.7319993,0.7380243,0.0359,26.4,20,9.621398,800,103.1779,15.05705,5.427596639,40.91796875,55.38574219,14.80777344,,,,,
Wed Nov 16 2022,1088552,30002.72,1.024596,1.024635,0.7123156,0.7279586,0.7362005,0.0492,26.4,20,9.621398,800,103.1779,15.1073,5.404944444,41.52832031,57.24121094,16.05289063,,,,,
Wed Nov 16 2022,1094679,29995.02,1.027856,1.028698,0.7131065,0.7331576,0.7389066,0.0268,26.4,20,9.621398,800,103.1779,15.51046,5.387634921,41.16210938,58.6328125,17.81070313,,,,,
Wed Nov 16 2022,1100818,29999.01,1.024873,1.024433,0.7153335,0.7319937,0.7355736,0.0464,26.4,20,9.621398,800,103.1779,15.62485,5.357758333,41.65039063,59.79248047,18.48208984,,,,,
Wed Nov 16 2022,1106954,30002.87,1.024049,1.023585,0.7133682,0.7326753,0.7384517,0.0529,26.4,20,9.621398,800,103.1779,15.52052,5.297055556,43.60351563,61.87988281,18.61636719,,,,,
Wed Nov 16 2022,1113085,30000.76,1.026451,1.026828,0.7130388,0.73446,0.739023,0.0227,26.4,20,9.621398,800,103.1779,15.2885,5.254579365,45.19042969,64.19921875,19.34878906,,,,,
Wed Nov 16 2022,1119219,29998.68,1.028905,1.030471,0.7160315,0.7313195,0.7384533,0.0549,26.4,20,9.621398,800,103.1779,15.33681,5.207016807,45.67871094,66.0546875,20.71597656,,,,,
Wed Nov 16 2022,1125358,29997.05,1.030011,1.030757,0.7118972,0.7340684,0.7398907,0.0541,26.4,20,9.621398,800,103.1779,15.57091,5.155220339,47.87597656,70.46142578,22.92544922,,,,,
Wed Nov 16 2022,1131487,29998.8,1.027909,1.027812,0.7158267,0.7285337,0.7370777,0.0269,26.5,20,9.621398,800,103.1779,15.5279,5.106555556,49.21875,72.31689453,23.43814453,,,,,
Wed Nov 16 2022,1137612,30003.58,1.027109,1.026776,0.7174826,0.7358111,0.7407712,0.0298,26.5,20,9.621398,800,103.1779,15.4954,5.057674603,51.41601563,75.56396484,24.48794922,,,,,
Wed Nov 16 2022,1143738,30003.07,1.028143,1.026761,0.7106519,0.7291337,0.7413762,0.0424,26.5,20,9.621398,800,103.1779,15.02911,4.984007937,52.1484375,79.50683594,27.69839844,,,,,
Wed Nov 16 2022,1149878,30000.82,1.026233,1.0264,0.7144485,0.7357078,0.7402782,0.0377,26.5,20,9.621398,800,103.1779,15.35771,4.892230159,55.32226563,84.37744141,29.39517578,,,,,
Wed Nov 16 2022,1156013,30001.46,1.030994,1.030116,0.7141745,0.7341403,0.7427176,0.0715,26.5,20,9.621398,800,103.1779,15.3838,4.803960317,57.15332031,88.78417969,31.97085938,,,,,
Wed Nov 16 2022,1162151,30002.98,1.02935,1.028304,0.7134231,0.7367291,0.7397311,0.0567,26.5,20,9.621398,800,103.1779,15.7671,4.753904,59.47265625,92.03125,32.89859375,,,,,
Wed Nov 16 2022,1168284,29997.42,1.030784,1.031657,0.7183875,0.7337026,0.7400962,0.0603,26.5,20,9.621398,800,103.1779,15.54584,4.625254237,62.28027344,98.98925781,37.04898438,,,,,
Wed Nov 16 2022,1174423,30002.45,1.032954,1.032786,0.7159836,0.7361342,0.7405183,0.0817,26.5,20,9.621398,800,103.1779,15.99348,4.525669355,65.69824219,102.9321289,37.57388672,,,,,
Wed Nov 16 2022,1180554,30001.94,1.035158,1.034498,0.7205694,0.73735,0.7465742,0.0585,26.5,20,9.621398,800,103.1779,15.49258,4.408531746,69.23828125,109.1943359,40.29605469,,,,,
Wed Nov 16 2022,1186681,29997.84,1.036248,1.036615,0.721636,0.7415712,0.7469649,0.0783,26.6,20,9.621398,800,103.1779,15.63831,4.257122642,69.48242188,113.137207,43.99478516,,,,,
Wed Nov 16 2022,1192818,30001.23,1.040282,1.039446,0.7215087,0.7446225,0.7463255,0.0684,26.6,20,9.621398,800,103.1779,15.66173,4.053333333,74.85351563,123.1103516,48.59683594,,,,,
Wed Nov 16 2022,1198952,30000.99,1.042251,1.042013,0.7258893,0.7420079,0.7472733,0.1029,26.6,20,9.621398,800,103.1779,15.93023,3.873174603,80.10253906,131.2280273,51.46548828,,,,,
Wed Nov 16 2022,1205084,30003.87,1.046262,1.045216,0.7246565,0.7453141,0.7513701,0.0689,26.6,20,9.621398,800,103.1779,15.98115,3.695531746,83.03222656,137.0263672,54.33414063,,,,,
Wed Nov 16 2022,1211214,29999.36,1.047422,1.047647,0.7276942,0.751252,0.7500623,0.1028,26.6,20,9.621398,800,103.1779,15.87433,3.519253968,86.45019531,143.984375,57.87417969,,,,,
Wed Nov 16 2022,1217347,30001.12,1.049124,1.049574,0.7302467,0.7488602,0.7566316,0.0834,26.6,20,9.621398,800,103.1779,15.4642,3.316754098,90.96679688,151.8701172,61.24332031,,,,,
Wed Nov 16 2022,1223479,30003.43,1.051844,1.051353,0.7313517,0.7492248,0.7544381,0.1275,26.6,20,9.621398,800,103.1779,15.67118,3.107704918,95.60546875,159.0600586,63.79458984,,,,,
Wed Nov 16 2022,1229612,29992.12,1.054934,1.056606,0.7348283,0.7482608,0.7555622,0.1297,26.6,20,9.621398,800,103.1779,15.81777,2.833507937,99.14550781,168.5693359,69.76382813,,,,,
Wed Nov 16 2022,1235748,29999,1.056626,1.056487,0.7339373,0.7531531,0.7612217,0.1368,26.6,20,9.621398,800,103.1779,15.77597,2.547484127,99.14550781,179.2382813,80.43277344,,,,,
Wed Nov 16 2022,1241880,30003.98,1.058365,1.056502,0.7357228,0.7592692,0.7606618,0.1451,26.6,20,9.621398,800,103.1779,15.68107,2.244968254,99.14550781,188.7475586,89.94205078,,,,,
Wed Nov 16 2022,1248001,30004.23,1.060113,1.058986,0.7415152,0.7540047,0.7628894,0.1161,26.6,20,9.621398,800,103.1779,15.5715,2.008849206,99.14550781,195.7055664,96.90005859,,,,,
Wed Nov 16 2022,1254130,29998.94,1.061407,1.061215,0.7357731,0.7578698,0.763572,0.1525,26.6,20,9.621398,800,103.1779,16.2038,1.723114754,99.14550781,203.8232422,105.0177344,,,,,
Wed Nov 16 2022,1260262,29996.87,1.064358,1.064894,0.7413781,0.7569674,0.7669114,0.1565,26.7,20,9.621398,800,103.1779,16.06382,1.414746032,99.14550781,211.0131836,112.2076758,,,,,
Wed Nov 16 2022,1266391,30000.66,1.065058,1.065289,0.7383084,0.7601849,0.7628757,0.1325,26.7,20,9.621398,800,103.1779,16.0258,1.218833333,99.14550781,215.1879883,116.3824805,,,,,
Wed Nov 16 2022,1272521,29998.9,1.06724,1.067877,0.7391698,0.7613513,0.7667381,0.1496,26.7,20,9.621398,800,103.1779,16.4106,0.976563492,99.14550781,221.2182617,122.4127539,,,,,
Wed Nov 16 2022,1278660,29998.45,1.069803,1.069937,0.7435736,0.7634444,0.7690424,0.1581,26.7,20,9.621398,800,103.1779,16.18519,0.695177966,99.14550781,227.4804688,128.6749609,,,,,
Wed Nov 16 2022,1284803,29998.09,1.074661,1.074366,0.7473288,0.7651393,0.7685165,0.1753,26.7,20,9.621398,800,103.1779,16.08704,0.49887395,99.14550781,231.4233398,132.617832,,,,,
Wed Nov 16 2022,1290936,29995.36,1.075729,1.075846,0.7491485,0.7666439,0.7702557,0.18,26.7,20,9.621398,800,103.1779,16.21999,0.277416,99.14550781,235.8300781,137.0245703,,,,,
Wed Nov 16 2022,1297069,29993.6,1.079273,1.080394,0.7461102,0.7687771,0.7726488,0.1535,26.7,20,9.621398,800,103.1779,16.37991,0.123572581,99.14550781,238.3813477,139.5758398,,,,,
Wed Nov 16 2022,1303200,29997.01,1.080626,1.080962,0.748489,0.7680157,0.7716368,0.1705,26.7,20,9.621398,800,103.1779,16.11936,0.032474576,99.14550781,240.2368164,141.4313086,,,,,
Wed Nov 16 2022,1309336,30001.46,1.081632,1.080595,0.7520081,0.7693217,0.7745847,0.1797,26.7,20,9.621398,800,103.1779,15.90896,0.012809524,99.14550781,240.0048828,141.199375,,,,,
Wed Nov 16 2022,1315477,29999.15,1.078002,1.077469,0.7522643,0.7679455,0.774811,0.1759,26.7,20,9.621398,800,103.1779,16.37836,0.020380952,99.14550781,240.9326172,142.1271094,,,,,
Wed Nov 16 2022,1321610,29998.66,1.078141,1.077919,0.7503015,0.7701704,0.7723354,0.1801,26.7,20,9.621398,800,103.1779,16.33871,0.009373016,99.14550781,240.7006836,141.8951758,,,,,
Wed Nov 16 2022,1338906,35007.42,1.285544,1.28269,0.8942269,0.9151675,0.9229749,0.0296,26.7,20,9.621398,800,103.1779,22.86389,6.063785714,21.50878906,43.55712891,22.38833984,,,,,
Wed Nov 16 2022,1345030,35002.32,1.279106,1.278317,0.8932391,0.9116854,0.9208869,0.0245,26.7,20,9.621398,800,103.1779,23.4075,6.056933333,19.67773438,43.32519531,23.98746094,,,,,
Wed Nov 16 2022,1351157,34994.59,1.27764,1.277781,0.8889547,0.909772,0.9179217,0.0074,26.8,20,9.621398,800,103.1779,22.81303,6.044213115,20.77636719,43.7890625,23.35269531,,,,,
Wed Nov 16 2022,1357292,34998.34,1.282435,1.282843,0.8918175,0.9116451,0.9138895,-0.0199,26.8,20,9.621398,800,103.1779,22.70697,6.027650794,21.875,43.55712891,22.02212891,,,,,
Wed Nov 16 2022,1363433,35001.13,1.278586,1.279423,0.8901145,0.9114743,0.916653,-0.0055,26.8,20,9.621398,800,103.1779,23.14041,6.038190083,20.77636719,43.7890625,23.35269531,,,,,
Wed Nov 16 2022,1369566,35002.32,1.274606,1.273181,0.888988,0.9111676,0.9105206,0.004,26.8,20,9.621398,800,103.1779,23.14504,6.028460317,20.77636719,42.62939453,22.19302734,,,,,
Wed Nov 16 2022,1375701,34997.84,1.27407,1.275229,0.8853871,0.9098015,0.9092027,0.0083,26.8,20,9.621398,800,103.1779,22.83232,6.027436508,21.75292969,43.32519531,21.91226563,,,,,
Wed Nov 16 2022,1381830,34994.26,1.275263,1.276259,0.8914384,0.9124752,0.9176097,0.0043,26.8,20,9.621398,800,103.1779,23.10535,6.01092126,21.99707031,43.32519531,21.668125,,,,,
Wed Nov 16 2022,1387961,34999.48,1.279086,1.278135,0.8889266,0.9054367,0.9163603,-0.0104,26.8,20,9.621398,800,103.1779,22.50616,6.008587302,20.53222656,44.48486328,24.29263672,,,,,
Wed Nov 16 2022,1394094,34999.77,1.271316,1.270934,0.887762,0.9026046,0.9105711,-0.0018,26.8,20,9.621398,800,103.1779,22.85558,5.992445378,22.36328125,43.55712891,21.53384766,,,,,
Wed Nov 16 2022,1400224,34998.33,1.27141,1.271538,0.8855177,0.9097165,0.9167974,0.0109,26.9,20,9.621398,800,103.1779,23.12887,5.986416,22.60742188,44.25292969,21.98550781,,,,,
Wed Nov 16 2022,1406359,34998.3,1.274784,1.276225,0.8863377,0.9043066,0.9189979,0.0094,26.9,20,9.621398,800,103.1779,23.22123,5.977722222,23.33984375,44.71679688,21.71695313,,,,,
Wed Nov 16 2022,1412490,34999.1,1.277443,1.276206,0.8853414,0.9104221,0.9154357,0.0018,26.9,20,9.621398,800,103.1779,22.77925,5.960261905,23.828125,45.87646484,22.38833984,,,,,
Wed Nov 16 2022,1418630,35002.28,1.276373,1.274494,0.8900545,0.9112765,0.9143348,0.0115,26.9,20,9.621398,800,103.1779,22.51409,5.954269841,22.97363281,45.64453125,23.01089844,,,,,
Wed Nov 16 2022,1424765,34998.33,1.271323,1.271804,0.8893642,0.9106054,0.9161771,0.0092,26.9,20,9.621398,800,103.1779,22.48404,5.946355372,25.04882813,45.41259766,20.70376953,,,,,
Wed Nov 16 2022,1430904,35003.52,1.279253,1.277032,0.8816063,0.90899,0.9162745,-0.0037,26.9,20,9.621398,800,103.1779,22.98943,5.929383333,24.68261719,46.57226563,22.22964844,,,,,
Wed Nov 16 2022,1437030,35002.29,1.271597,1.271455,0.8875921,0.9104124,0.9149435,0.0098,26.9,20,9.621398,800,103.1779,22.5788,5.923396825,23.58398438,46.57226563,23.32828125,,,,,
Wed Nov 16 2022,1443161,34998.43,1.272871,1.272401,0.885457,0.90728,0.9126179,0.0155,27,20,9.621398,800,103.1779,23.02191,5.914833333,25.29296875,47.03613281,22.08316406,,,,,
Wed Nov 16 2022,1449296,34998.33,1.275062,1.275735,0.8894436,0.9083884,0.9173546,0.0084,27,20,9.621398,800,103.1779,22.74449,5.890101695,25.04882813,48.19580078,23.48697266,,,,,
Wed Nov 16 2022,1455439,35006.39,1.273817,1.271512,0.8874566,0.907909,0.9137662,-0.0014,27,20,9.621398,800,103.1779,23.07803,5.888539683,24.92675781,48.89160156,24.30484375,,,,,
Wed Nov 16 2022,1461566,34995.33,1.273812,1.273177,0.8890674,0.9094915,0.9202238,-0.0045,27,20,9.621398,800,103.1779,22.67793,5.877540323,25.41503906,48.89160156,23.8165625,,,,,
Wed Nov 16 2022,1467690,35002.64,1.275794,1.273556,0.8915317,0.9106532,0.9203714,0.0161,27,20,9.621398,800,103.1779,23.21541,5.846095238,28.10058594,49.58740234,21.82681641,,,,,
Wed Nov 16 2022,1473830,34998.34,1.275415,1.274868,0.8837562,0.9079329,0.9184994,0.0138,27,20,9.621398,800,103.1779,22.81727,5.834936508,27.00195313,49.35546875,22.69351563,,,,,
Wed Nov 16 2022,1479973,34998.52,1.270975,1.271608,0.8824328,0.9098068,0.915855,0.0114,27.1,20,9.621398,800,103.1779,22.30091,5.831142857,28.58886719,50.28320313,22.03433594,,,,,
Wed Nov 16 2022,1486105,35001.81,1.277076,1.277222,0.8877334,0.9127299,0.9166108,0.0064,27.1,20,9.621398,800,103.1779,22.24767,5.80315873,28.34472656,51.67480469,23.67007813,,,,,
Wed Nov 16 2022,1492229,34997.75,1.275327,1.276976,0.8865504,0.907208,0.916261,-0.0144,27.1,20,9.621398,800,103.1779,22.76595,5.785872,30.17578125,52.83447266,22.99869141,,,,,
Wed Nov 16 2022,1498370,34994.35,1.274179,1.275498,0.8915876,0.9162587,0.9172859,0.0159,27.1,20,9.621398,800,103.1779,22.81435,5.76331746,30.17578125,53.76220703,23.92642578,,,,,
Wed Nov 16 2022,1504502,35001.47,1.275928,1.275892,0.8849275,0.9137616,0.9168062,0.0139,27.1,20,9.621398,800,103.1779,22.80161,5.727968254,30.17578125,55.38574219,25.54996094,,,,,
Wed Nov 16 2022,1510627,34997.88,1.27151,1.273048,0.8890048,0.9108407,0.9146786,0.0099,27.2,20,9.621398,800,103.1779,22.67124,5.71228,30.90820313,56.31347656,25.74527344,,,,,
Wed Nov 16 2022,1516761,35002.57,1.275356,1.273827,0.8909802,0.9078167,0.919282,0.0252,27.2,20,9.621398,800,103.1779,22.64371,5.695349206,31.76269531,57.47314453,26.05044922,,,,,
Wed Nov 16 2022,1522890,35004.14,1.272094,1.271626,0.8855811,0.9086703,0.9149302,-0.0087,27.2,20,9.621398,800,103.1779,22.82465,5.668880952,33.59375,58.40087891,25.14712891,,,,,
Wed Nov 16 2022,1529030,35001.98,1.272034,1.272167,0.8821347,0.9073561,0.9120396,-0.0047,27.2,20,9.621398,800,103.1779,22.92039,5.627065574,32.98339844,60.02441406,27.38101563,,,,,
Wed Nov 16 2022,1535159,35001.67,1.274439,1.275416,0.8864028,0.9116756,0.9194764,0.0244,27.2,20,9.621398,800,103.1779,23.13519,5.605298387,33.10546875,61.41601563,28.65054688,,,,,
Wed Nov 16 2022,1541298,34994.36,1.276596,1.27788,0.8843166,0.907572,0.9104128,0.0303,27.3,20,9.621398,800,103.1779,22.91982,5.56048,36.76757813,64.89501953,28.46744141,,,,,
Wed Nov 16 2022,1547438,35004.55,1.271389,1.27086,0.8879276,0.9126558,0.9156851,0.0272,27.3,20,9.621398,800,103.1779,23.21815,5.5045,37.01171875,67.91015625,31.2384375,,,,,
Wed Nov 16 2022,1553578,34996.64,1.27677,1.276709,0.8936548,0.9163939,0.9202026,0.0148,27.3,20,9.621398,800,103.1779,22.359,5.489059322,38.4765625,67.91015625,29.77359375,,,,,
Wed Nov 16 2022,1559715,34999.49,1.273204,1.272146,0.8836035,0.9112027,0.9140646,0.0162,27.3,20,9.621398,800,103.1779,23.17405,5.4454,39.81933594,70.46142578,30.98208984,,,,,
Wed Nov 16 2022,1565847,34998.55,1.275887,1.27504,0.8858721,0.907666,0.9201463,0.001,27.4,20,9.621398,800,103.1779,22.73677,5.359991736,42.26074219,74.40429688,32.48355469,,,,,
Wed Nov 16 2022,1571969,35000.54,1.277817,1.277856,0.8910917,0.9106078,0.9197671,0.033,27.4,20,9.621398,800,103.1779,22.90415,5.322634921,42.50488281,76.49169922,34.32681641,,,,,
Wed Nov 16 2022,1578104,35000.98,1.276207,1.276107,0.8865331,0.9097675,0.9114366,0.0258,27.4,20,9.621398,800,103.1779,22.99287,5.249412698,44.94628906,81.36230469,36.75601563,,,,,
Wed Nov 16 2022,1584234,35000.61,1.280711,1.279443,0.8898927,0.9134831,0.9236969,0.0396,27.4,20,9.621398,800,103.1779,23.39981,5.18302521,47.63183594,85.53710938,38.24527344,,,,,
Wed Nov 16 2022,1590371,35001.09,1.277505,1.277884,0.888374,0.9127948,0.9127596,0.0487,27.4,20,9.621398,800,103.1779,23.01446,5.06465873,50.07324219,90.63964844,40.90640625,,,,,
Wed Nov 16 2022,1596507,35001.84,1.276329,1.275352,0.8914038,0.9109625,0.9159414,0.0438,27.4,20,9.621398,800,103.1779,22.86942,4.984252101,51.90429688,95.7421875,44.17789063,,,,,
Wed Nov 16 2022,1602636,35002.32,1.279045,1.278605,0.8853732,0.9129569,0.9207684,0.0462,27.5,20,9.621398,800,103.1779,22.94182,4.927896825,53.61328125,98.06152344,44.78824219,,,,,
Wed Nov 16 2022,1608768,34998.11,1.277633,1.279175,0.8922261,0.9158852,0.9234926,0.0588,27.5,20,9.621398,800,103.1779,23.20809,4.824032,57.03125,105.0195313,48.32828125,,,,,
Wed Nov 16 2022,1614902,35006.3,1.275532,1.274492,0.8910668,0.9109132,0.9179449,0.0541,27.5,20,9.621398,800,103.1779,22.97686,4.73523622,59.9609375,110.1220703,50.50113281,,,,,
Wed Nov 16 2022,1621034,35003.1,1.281639,1.280373,0.8901342,0.9093802,0.9203447,0.057,27.5,20,9.621398,800,103.1779,22.40734,4.585269841,63.74511719,117.5439453,54.13882813,,,,,
Wed Nov 16 2022,1627170,35002.35,1.281348,1.280255,0.898402,0.9228958,0.9212627,0.0415,27.5,20,9.621398,800,103.1779,23.08714,4.436428571,65.8203125,124.2700195,58.78970703,,,,,
Wed Nov 16 2022,1633311,35001,1.288506,1.288084,0.8942906,0.9192896,0.9270866,0.0799,27.5,20,9.621398,800,103.1779,23.51729,4.219504,71.06933594,134.0112305,63.28189453,,,,,
Wed Nov 16 2022,1639447,34998.33,1.286261,1.286517,0.8960667,0.9137369,0.9207168,0.0649,27.5,20,9.621398,800,103.1779,23.26027,4.112642857,74.36523438,138.8818359,64.85660156,,,,,
Wed Nov 16 2022,1645582,34998.34,1.293406,1.293414,0.8964791,0.9185041,0.9277629,0.0761,27.5,20,9.621398,800,103.1779,23.08601,3.84810084,79.37011719,149.7827148,70.75259766,,,,,
Wed Nov 16 2022,1651717,34996.77,1.291171,1.291457,0.9100749,0.920451,0.9317548,0.0835,27.6,20,9.621398,800,103.1779,23.34305,3.663373016,83.3984375,157.4365234,74.37808594,,,,,
Wed Nov 16 2022,1657851,34998.34,1.293288,1.292996,0.8981037,0.9269794,0.9312649,0.0685,27.6,20,9.621398,800,103.1779,23.20539,3.468519685,88.40332031,164.1625977,76.09927734,,,,,
Wed Nov 16 2022,1663982,35002.38,1.29377,1.293849,0.8948469,0.9259701,0.9222926,0.0771,27.6,20,9.621398,800,103.1779,23.53096,3.187603175,93.77441406,176.2231445,82.78873047,,,,,
Wed Nov 16 2022,1670113,35002.16,1.29249,1.292279,0.906231,0.92172,0.9332886,0.0983,27.6,20,9.621398,800,103.1779,23.24193,2.975222222,97.55859375,184.5727539,87.35416016,,,,,
Wed Nov 16 2022,1676245,35002.32,1.298304,1.297958,0.8982742,0.9159433,0.9331916,0.0857,27.6,20,9.621398,800,103.1779,23.91968,2.701404762,99.14550781,195.0097656,96.20425781,,,,,
Wed Nov 16 2022,1682382,35000.5,1.295929,1.296543,0.9017758,0.9291086,0.9268874,0.1311,27.6,20,9.621398,800,103.1779,23.80236,2.318436508,99.14550781,206.1425781,107.3370703,,,,,
Wed Nov 16 2022,1688519,35003.03,1.301543,1.30114,0.9097632,0.9269318,0.9409814,0.1203,27.6,20,9.621398,800,103.1779,23.27531,2.023092437,99.14550781,214.4921875,115.6866797,,,,,
Wed Nov 16 2022,1694648,35000.91,1.296397,1.296783,0.9088815,0.927722,0.9330028,0.1169,27.7,20,9.621398,800,103.1779,23.27947,1.83492,99.14550781,219.8266602,121.0211523,,,,,
Wed Nov 16 2022,1700780,34998.33,1.304663,1.304692,0.909679,0.9251013,0.9361175,0.128,27.7,20,9.621398,800,103.1779,23.23647,1.444777778,99.14550781,228.1762695,129.3707617,,,,,
Wed Nov 16 2022,1706917,34998.75,1.306661,1.305472,0.9062302,0.9240937,0.9325899,0.1164,27.7,20,9.621398,800,103.1779,23.20199,1.264912698,99.14550781,231.887207,133.0816992,,,,,
Wed Nov 16 2022,1713058,34997.48,1.301613,1.303013,0.9061274,0.9318631,0.9404308,0.1471,27.7,20,9.621398,800,103.1779,23.55243,0.943237288,99.14550781,237.6855469,138.8800391,,,,,
Wed Nov 16 2022,1719182,34999.2,1.305515,1.305672,0.9085909,0.9325764,0.9370558,0.1324,27.7,20,9.621398,800,103.1779,23.39136,0.729144068,99.14550781,242.5561523,143.7506445,,,,,
Wed Nov 16 2022,1725313,35002.27,1.300748,1.300717,0.9090974,0.9286072,0.9408386,0.1543,27.7,20,9.621398,800,103.1779,23.82018,0.482539683,99.14550781,247.6586914,148.8531836,,,,,
Wed Nov 16 2022,1731454,35006.28,1.308314,1.306778,0.90877,0.936089,0.9409685,0.1689,27.7,20,9.621398,800,103.1779,24.01039,0.281793651,99.14550781,253.4570313,154.6515234,,,,,
Wed Nov 16 2022,1737589,35002.47,1.304887,1.30328,0.9128548,0.9369602,0.9383649,0.165,27.8,20,9.621398,800,103.1779,24.00103,0.156269841,99.14550781,255.7763672,156.9708594,,,,,
Wed Nov 16 2022,1743716,34994.51,1.307577,1.308,0.9128901,0.9353969,0.9413238,0.1546,27.8,20,9.621398,800,103.1779,23.40754,0.017195122,99.14550781,257.8637695,159.0582617,,,,,
Wed Nov 16 2022,1749856,35002.32,1.306205,1.305123,0.9057243,0.9355249,0.9346933,0.1323,27.8,20,9.621398,800,103.1779,24.02667,0.012808,99.26757813,258.5595703,159.6319922,,,,,
Wed Nov 16 2022,1755993,35002.32,1.303173,1.302226,0.9084041,0.9365935,0.9386904,0.1397,27.8,20,9.621398,800,103.1779,23.15415,0.016079365,99.14550781,257.6318359,158.8263281,,,,,
Wed Nov 16 2022,1762119,35001.86,1.31134,1.311759,0.9115902,0.930139,0.9389406,0.1548,27.8,20,9.621398,800,103.1779,23.13942,0.013777778,99.26757813,257.6318359,158.7042578,,,,,
