Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),
Tue Dec 06 2022,17311,19997.6,0.6851345,0.686148,0.4754383,0.4888849,0.4923449,0.7743,27.4,20,9.621398,800,103.1779,6.994345,4.404032787,48.73046875,37.29492188,-10.92554688,
Tue Dec 06 2022,23443,19999.52,0.6892594,0.6892616,0.4770458,0.4901185,0.4920399,0.7709,27.4,20,9.621398,800,103.1779,6.803703,4.403816,48.60839844,37.06298828,-11.03541016,
Tue Dec 06 2022,29576,20000.02,0.6903176,0.6906102,0.4803078,0.4907024,0.4941061,0.7723,27.4,20,9.621398,800,103.1779,7.119659,4.393618644,49.82910156,37.75878906,-11.5603125,
Tue Dec 06 2022,35706,19999.63,0.6894387,0.6901838,0.4774091,0.4942997,0.4949645,0.7392,27.4,20,9.621398,800,103.1779,6.811033,4.407076271,48.73046875,37.06298828,-11.15748047,
Tue Dec 06 2022,41854,19994.34,0.6884658,0.6896524,0.4777575,0.4888883,0.4938379,0.7084,27.4,20,9.621398,800,103.1779,6.945848,4.396531746,49.09667969,36.59912109,-11.98755859,
Tue Dec 06 2022,47989,19997.97,0.6877657,0.6882372,0.4765002,0.4906227,0.492206,0.691,27.4,20,9.621398,800,103.1779,6.821993,4.39902381,48.73046875,37.75878906,-10.46167969,
Tue Dec 06 2022,54123,19999.83,0.6907345,0.6894074,0.4773312,0.490418,0.4977729,0.7122,27.4,20,9.621398,800,103.1779,6.474597,4.394305785,49.70703125,36.59912109,-12.59791016,
Tue Dec 06 2022,60263,19995.86,0.6870515,0.6868989,0.4763466,0.4904416,0.4943019,0.6797,27.4,20,9.621398,800,103.1779,6.61658,4.398818898,48.97460938,37.52685547,-10.93775391,
Tue Dec 06 2022,66392,20004.53,0.6831346,0.6819248,0.4744433,0.4879211,0.4924735,0.6912,27.4,20,9.621398,800,103.1779,6.814065,4.399480315,50.07324219,36.83105469,-12.7321875,
Tue Dec 06 2022,72522,19997.13,0.6840718,0.6825399,0.4712717,0.4839067,0.4879846,0.7048,27.4,20,9.621398,800,103.1779,6.862671,4.385309524,50.31738281,37.52685547,-12.28052734,
Tue Dec 06 2022,78658,19999.99,0.6812986,0.6808001,0.4741859,0.484055,0.4877326,0.6658,27.4,20,9.621398,800,103.1779,6.980418,4.392777778,48.97460938,37.75878906,-10.70582031,
Tue Dec 06 2022,84794,19994.8,0.6818809,0.6830575,0.4728425,0.4858698,0.4858227,0.6625,27.4,20,9.621398,800,103.1779,6.774158,4.384269841,50.31738281,37.75878906,-12.04859375,
Tue Dec 06 2022,90931,20002.37,0.6795562,0.6791537,0.4752351,0.4853068,0.4882653,0.6488,27.4,20,9.621398,800,103.1779,6.688473,4.386833333,50.56152344,38.68652344,-11.365,
Tue Dec 06 2022,97065,20000.33,0.6813871,0.6815146,0.4733574,0.488521,0.4890718,0.6545,27.4,20,9.621398,800,103.1779,6.588773,4.380869919,49.82910156,38.45458984,-10.86451172,
Tue Dec 06 2022,103189,19999.17,0.6805944,0.6808049,0.4735456,0.4882818,0.4907489,0.6867,27.4,20,9.621398,800,103.1779,6.838317,4.385103175,49.34082031,37.75878906,-11.07203125,
Tue Dec 06 2022,109326,19998.68,0.6788896,0.6799475,0.4727114,0.4869141,0.4912108,0.6631,27.4,20,9.621398,800,103.1779,6.893537,4.382555556,49.34082031,38.68652344,-10.14429688,
Tue Dec 06 2022,115461,19999.95,0.6788709,0.6785159,0.4686793,0.4840805,0.4862761,0.6818,27.4,20,9.621398,800,103.1779,6.783631,4.381016807,51.29394531,39.61425781,-11.1696875,
Tue Dec 06 2022,122183,20000.78,0.6791387,0.6788805,0.4705646,0.4841107,0.4874914,0.6761,27.4,20,9.621398,800,103.1779,6.959738,4.362507937,51.41601563,40.31005859,-10.59595703,
Tue Dec 06 2022,129176,20005.19,0.6792858,0.6780957,0.4709666,0.4832503,0.4866546,0.6598,27.4,20,9.621398,800,103.1779,6.848689,4.367595238,51.41601563,40.31005859,-10.59595703,
Tue Dec 06 2022,136169,20000.33,0.6785322,0.6775898,0.4703612,0.4826352,0.4866124,0.6366,27.4,20,9.621398,800,103.1779,6.98855,4.357349206,51.78222656,41.23779297,-10.03443359,
Tue Dec 06 2022,143182,19998.49,0.6797882,0.6798621,0.4695156,0.4815883,0.4853505,0.6802,27.4,20,9.621398,800,103.1779,6.946412,4.33796063,51.29394531,41.00585938,-9.778085938,
Tue Dec 06 2022,150174,19994.32,0.6774796,0.6753714,0.4719591,0.4855789,0.4870708,0.6751,27.5,20,9.621398,800,103.1779,6.867249,4.330492063,52.51464844,42.62939453,-9.375253906,
Tue Dec 06 2022,157185,19998.63,0.6774467,0.6787543,0.4721907,0.4854113,0.4866342,0.6546,27.5,20,9.621398,800,103.1779,6.503652,4.314119048,52.1484375,41.70166016,-9.936777344,
