Time,Time_ms,Motor_speed_rpm,BLDC_Q_curent_for_monitoring,Filtered_Q_current_A,BLDC_Ph_A_amps_abs_A,BLDC_Ph_B_amps_abs_A,BLDC_Ph_C_amps_abs_A,Purge_pressure_mHg,ivp_purge_temperature_C,Purge_add_flow_rate_mlph,Purge_add_speed_rpm,Purge_circulate_flow_rate_mlph,Purge_circulate_speed_rpm,BLDC_watts_W,Flow_Original_lpm,Input_pressure_mmHg,Output_pressure_mmHg,Net_pressure_mmHg,Flow_lpm,Flow_from_M01_lpm,aortic_Pressure_mmHg,DC_Valve,Input_pressure_from_M04_mmHg,Output_pressure_from_M04_mmHg,Net_pressure_from_M04_mmHg,Bldc_Kp,Bldc_Ki
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri_Mar_17_2023,9063.0,0.0,0.0,-3.544409e-05,0.01513465,0.01526925,0.01474515,192.4,23.0,20.0,9.621398,800.0,103.1779,0.5981391,1.45629931640625,-5.4154332,-17.701416,-11.5859828,1.45629931640625,1.3321020348009207,-2.6000000000000005,0.1,3.3000000000000003,-8.6,-11.200000000000001,0.0012,0.024
Fri_Mar_17_2023,891.0,0.0,0.0,2.316345e-05,0.01526457,0.0151478,0.01514888,49.3,23.0,20.0,9.621398,800.0,103.1779,0.8950171,0.03355127716064453,-2.0176614,-2.925234,-0.2075726,0.013742377160644529,-0.0017277588004097186,-2.6000000000000005,0.0,8.200000000000001,7.1000000000000005,-0.4000000000000006,0.0012,0.024
Fri_Mar_17_2023,16277.0,0.0,0.0,3.216491e-05,0.01495988,0.01495533,0.01521371,189.7,23.0,20.0,9.621398,800.0,103.1779,0.8743354,2.909117919921875,-21.0841866,-58.57968600000001,-36.79549940000001,3.06152946566358,2.913001336799383,-2.6000000000000005,0.2,-11.100000000000001,-49.1,-37.3,0.0012,0.024
Fri_Mar_17_2023,9063.0,0.0,0.0,-3.544409e-05,0.01513465,0.01526925,0.01474515,192.4,23.0,20.0,9.621398,800.0,103.1779,0.5981391,1.45629931640625,-5.4154332,-17.701416,-11.5859828,1.45629931640625,1.3321020348009207,-2.6000000000000005,0.1,3.3000000000000003,-8.6,-11.200000000000001,0.0012,0.024
Fri_Mar_17_2023,22738.0,0.0,0.0,5.19622e-05,0.01512165,0.01510631,0.01520877,97.2,23.0,20.0,9.621398,800.0,103.1779,0.6390849,3.6669970703125,-32.440095,-88.957116,-55.80952039999999,3.8895412108734844,3.5557276103996895,-2.6000000000000005,0.30000000000000004,-22.5,-81.5,-58.8,0.0012,0.024
Fri_Mar_17_2023,16277.0,0.0,0.0,3.216491e-05,0.01495988,0.01495533,0.01521371,189.7,23.0,20.0,9.621398,800.0,103.1779,0.8743354,2.909117919921875,-21.0841866,-58.57968600000001,-36.79549940000001,3.06152946566358,2.913001336799383,-2.6000000000000005,0.2,-11.100000000000001,-49.1,-37.3,0.0012,0.024
Fri_Mar_17_2023,23492.0,0.0,0.0,5.19622e-05,0.01512165,0.01510631,0.01520877,97.2,23.0,20.0,9.621398,800.0,103.1779,0.6390849,3.637045654296875,-32.5601046,-89.10712800000002,-55.88452640000001,3.8568181517501094,3.740597802000509,-2.6000000000000005,0.4,-22.400000000000002,-81.80000000000001,-57.50000000000001,0.0012,0.024
Fri_Mar_17_2023,22738.0,0.0,0.0,5.19622e-05,0.01512165,0.01510631,0.01520877,97.2,23.0,20.0,9.621398,800.0,103.1779,0.6390849,3.6669970703125,-32.440095,-88.957116,-55.80952039999999,3.8895412108734844,3.5557276103996895,-2.6000000000000005,0.30000000000000004,-22.5,-81.5,-58.8,0.0012,0.024
Fri_Mar_17_2023,29984.0,0.0,0.0,5.635939e-05,0.01540716,0.01509819,0.01532118,170.9,22.9,20.0,9.621398,800.0,103.1779,0.9462339,4.1119990234375,-41.365809,-114.53416200000001,-72.46835300000001,4.375722739470666,4.137982325999484,-2.6000000000000005,0.5,-32.1,-107.9,-75.10000000000001,0.0012,0.024
Fri_Mar_17_2023,23492.0,0.0,0.0,5.19622e-05,0.01512165,0.01510631,0.01520877,97.2,23.0,20.0,9.621398,800.0,103.1779,0.6390849,3.637045654296875,-32.5601046,-89.10712800000002,-55.88452640000001,3.8568181517501094,3.740597802000509,-2.6000000000000005,0.4,-22.400000000000002,-81.80000000000001,-57.50000000000001,0.0012,0.024
