Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),
Tue Dec 06 2022,78637,19993.91,0.7498225,0.7514064,0.5208505,0.5343238,0.5377374,0.7592,25.9,20,9.621398,800,103.1779,7.687711,0.006015873,99.26757813,194.777832,96.02025391,
Tue Dec 06 2022,85544,19994.16,0.7468859,0.7493265,0.5180238,0.5313671,0.5331485,0.7897,25.9,20,9.621398,800,103.1779,7.630562,0.053619048,99.26757813,194.5458984,95.78832031,
Tue Dec 06 2022,92538,19994.17,0.7531718,0.7548761,0.5224571,0.5369634,0.5383531,0.7875,25.9,20,9.621398,800,103.1779,7.418836,0.160007937,99.26757813,192.4584961,93.70091797,
Tue Dec 06 2022,99548,19999.52,0.7475339,0.7451897,0.5188638,0.5343287,0.5353346,0.7741,25.9,20,9.621398,800,103.1779,7.331976,0.354595238,99.26757813,189.2114258,90.45384766,
Tue Dec 06 2022,106543,19994.36,0.7393855,0.7411233,0.5141784,0.5261899,0.5307684,0.748,26,20,9.621398,800,103.1779,7.63186,0.507389831,99.26757813,185.0366211,86.27904297,
Tue Dec 06 2022,113539,19997.38,0.7327713,0.7344863,0.5100929,0.5216011,0.524298,0.7792,26,20,9.621398,800,103.1779,7.491572,0.659417323,99.26757813,181.5576172,82.80003906,
Tue Dec 06 2022,120550,19997.96,0.7243398,0.7240112,0.5038437,0.5165287,0.5198335,0.7837,26,20,9.621398,800,103.1779,7.254068,0.937793651,99.26757813,176.9189453,78.16136719,
Tue Dec 06 2022,127547,19995.23,0.7247577,0.7263643,0.5025785,0.516474,0.5200717,0.7707,26,20,9.621398,800,103.1779,7.306868,1.042253968,99.26757813,174.1357422,75.37816406,
Tue Dec 06 2022,134546,20006.11,0.7121454,0.7101421,0.4958786,0.5086198,0.5140887,0.7646,26,20,9.621398,800,103.1779,7.423224,1.293086614,99.26757813,166.4819336,67.72435547,
Tue Dec 06 2022,141542,19998.4,0.7082789,0.7045084,0.4921973,0.5058791,0.5053125,0.7725,26,20,9.621398,800,103.1779,7.263913,1.569920635,99.26757813,156.9726563,58.21507813,
Tue Dec 06 2022,148539,19996.8,0.7052537,0.7064737,0.4902463,0.5021055,0.5058281,0.7726,26.1,20,9.621398,800,103.1779,7.416022,1.700462185,99.26757813,153.4936523,54.73607422,
Tue Dec 06 2022,155541,19994.89,0.7085688,0.7074121,0.4884157,0.5006702,0.5044521,0.771,26.1,20,9.621398,800,103.1779,7.306235,1.80497561,99.26757813,149.7827148,51.02513672,
Tue Dec 06 2022,162548,20003.7,0.7015327,0.700866,0.490222,0.5022402,0.503426,0.7549,26.1,20,9.621398,800,103.1779,6.962276,2.059233871,99.26757813,141.4331055,42.67552734,
Tue Dec 06 2022,169542,20003.37,0.695228,0.6974417,0.4854103,0.4978825,0.501859,0.7375,26.1,20,9.621398,800,103.1779,7.15684,2.237206349,99.26757813,134.9389648,36.18138672,
Tue Dec 06 2022,176540,20001.11,0.6881251,0.687068,0.4782162,0.4927284,0.4954233,0.76,26.1,20,9.621398,800,103.1779,6.915436,2.409785714,99.26757813,127.980957,29.22337891,
Tue Dec 06 2022,183551,19994.8,0.6841832,0.6835233,0.4760846,0.4892299,0.4931138,0.7372,26.2,20,9.621398,800,103.1779,6.922029,2.581193277,97.68066406,120.559082,23.38841797,
Tue Dec 06 2022,190538,20000.42,0.6859545,0.6848954,0.4761707,0.4891573,0.4910302,0.7284,26.2,20,9.621398,800,103.1779,6.918713,2.728936508,93.89648438,113.8330078,20.44652344,
Tue Dec 06 2022,197553,19994.49,0.6765503,0.6787695,0.4712958,0.4833529,0.4860791,0.7188,26.2,20,9.621398,800,103.1779,6.859613,2.889460317,90.72265625,106.875,16.66234375,
Tue Dec 06 2022,204544,20005.09,0.6684884,0.6668375,0.467942,0.479209,0.4843768,0.7098,26.2,20,9.621398,800,103.1779,6.947337,3.029277778,87.42675781,101.3085938,14.39183594,
Tue Dec 06 2022,211537,19998.44,0.6635482,0.6636732,0.4612435,0.4726041,0.4765334,0.7391,26.3,20,9.621398,800,103.1779,6.431427,3.10931746,84.49707031,97.36572266,13.37865234,
Tue Dec 06 2022,218536,20000.88,0.660737,0.6607828,0.4555337,0.4679457,0.4707303,0.717,26.3,20,9.621398,800,103.1779,6.609214,3.225717742,81.81152344,91.56738281,10.26585938,
Tue Dec 06 2022,225547,20000.57,0.6572238,0.656364,0.4553497,0.4695667,0.471807,0.7038,26.3,20,9.621398,800,103.1779,6.555186,3.33688189,78.88183594,86.46484375,8.093007812,
Tue Dec 06 2022,232542,20000.83,0.6536704,0.6521485,0.4555158,0.4674104,0.4725048,0.7207,26.3,20,9.621398,800,103.1779,6.714321,3.407904762,77.29492188,83.68164063,6.89671875,
Tue Dec 06 2022,239536,19994.79,0.6499076,0.649828,0.4512005,0.4640063,0.4665061,0.7288,26.3,20,9.621398,800,103.1779,6.577937,3.498031746,73.75488281,79.04296875,5.798085937,
Tue Dec 06 2022,246537,19995.59,0.648536,0.6494974,0.4494688,0.4612973,0.4622287,0.7067,26.4,20,9.621398,800,103.1779,6.626516,3.609837398,72.29003906,75.10009766,3.320058594,
Tue Dec 06 2022,253549,20005.77,0.6471158,0.6447859,0.4496107,0.4614719,0.4653789,0.6892,26.4,20,9.621398,800,103.1779,6.556362,3.695746032,69.84863281,70.69335938,1.354726562,
Tue Dec 06 2022,260543,20004.87,0.6470032,0.645301,0.4496268,0.4623136,0.4665998,0.6772,26.4,20,9.621398,800,103.1779,6.539468,3.733777778,68.87207031,68.83789063,0.475820312,
Tue Dec 06 2022,267540,20003.94,0.6432825,0.6427936,0.4501378,0.4603968,0.4655046,0.7083,26.4,20,9.621398,800,103.1779,6.289042,3.79307874,66.43066406,65.59082031,-0.32984375,
Tue Dec 06 2022,274550,19992.84,0.6443132,0.644637,0.4472107,0.457649,0.4617706,0.6872,26.4,20,9.621398,800,103.1779,6.538407,3.874626984,63.8671875,62.11181641,-1.245371094,
Tue Dec 06 2022,281547,20002.81,0.6454621,0.6433569,0.4479704,0.460606,0.4645292,0.6833,26.4,20,9.621398,800,103.1779,6.576592,3.867457627,63.98925781,61.87988281,-1.599375,
Tue Dec 06 2022,288546,19992.79,0.646075,0.6481522,0.4478494,0.4607955,0.4618593,0.662,26.5,20,9.621398,800,103.1779,6.829911,3.956698413,62.76855469,59.09667969,-3.161875,
Tue Dec 06 2022,295544,19997.51,0.641701,0.6419352,0.4456297,0.4576953,0.4607373,0.702,26.5,20,9.621398,800,103.1779,6.482037,3.976032,61.66992188,57.00927734,-4.150644531,
Tue Dec 06 2022,302539,20006.72,0.6376943,0.6352529,0.4427097,0.4578373,0.46178,0.6808,26.5,20,9.621398,800,103.1779,6.482614,4.015722222,59.47265625,54.921875,-4.04078125,
Tue Dec 06 2022,309550,20006.39,0.6395229,0.6365433,0.4434789,0.4562385,0.4589068,0.6602,26.5,20,9.621398,800,103.1779,6.493407,4.052033613,59.22851563,53.29833984,-5.420175781,
Tue Dec 06 2022,316550,20007.27,0.6419786,0.6397161,0.4467955,0.4605744,0.462774,0.6502,26.5,20,9.621398,800,103.1779,6.509924,4.080793651,57.64160156,51.44287109,-5.688730469,
Tue Dec 06 2022,323548,20000.08,0.6401812,0.639325,0.4423718,0.4559894,0.4587201,0.6831,26.5,20,9.621398,800,103.1779,6.30761,4.116781513,56.17675781,49.58740234,-6.079355469,
Tue Dec 06 2022,329675,20004.42,0.6346543,0.6326246,0.4427077,0.4540533,0.4571193,0.6795,26.6,20,9.621398,800,103.1779,6.324065,4.137603175,57.15332031,47.96386719,-8.679453125,
Tue Dec 06 2022,335805,20000.95,0.6378806,0.6372378,0.4415272,0.4524038,0.4548537,0.6785,26.6,20,9.621398,800,103.1779,6.588354,4.15364,55.56640625,47.96386719,-7.092539063,
Tue Dec 06 2022,341944,20005.48,0.6369638,0.635412,0.4424801,0.4536774,0.4592179,0.6807,26.6,20,9.621398,800,103.1779,6.233343,4.170246032,54.83398438,45.87646484,-8.447519531,
Tue Dec 06 2022,348083,20008.29,0.6377962,0.6361151,0.4425795,0.45541,0.4597093,0.6443,26.6,20,9.621398,800,103.1779,6.383779,4.176099174,54.71191406,44.94873047,-9.253183594,
Tue Dec 06 2022,354217,19994.56,0.6369812,0.6386442,0.4418818,0.4544249,0.4578769,0.6554,26.6,20,9.621398,800,103.1779,6.47209,4.195198413,54.34570313,44.48486328,-9.350839844,
Tue Dec 06 2022,360338,20001.22,0.6319611,0.6307335,0.4417923,0.4532633,0.4577505,0.6672,26.6,20,9.621398,800,103.1779,6.325948,4.209134921,52.75878906,43.55712891,-8.691660156,
Tue Dec 06 2022,366476,19994.35,0.6339703,0.6352447,0.4374382,0.4498072,0.4549753,0.6711,26.6,20,9.621398,800,103.1779,6.258844,4.230878049,53.00292969,42.86132813,-9.631601563,
Tue Dec 06 2022,372606,20005.57,0.6289681,0.6272997,0.4377308,0.4487135,0.4549168,0.6426,26.6,20,9.621398,800,103.1779,6.283321,4.229118644,53.00292969,41.70166016,-10.79126953,
Tue Dec 06 2022,378740,19996.92,0.6314961,0.6315161,0.4361149,0.4487838,0.4512384,0.641,26.7,20,9.621398,800,103.1779,6.167868,4.235873016,52.75878906,41.00585938,-11.24292969,
Tue Dec 06 2022,384878,19999.98,0.6297455,0.6262823,0.4382303,0.4521523,0.4541825,0.6551,26.7,20,9.621398,800,103.1779,6.496133,4.246238095,52.63671875,40.54199219,-11.58472656,
Tue Dec 06 2022,391003,19995.19,0.6315722,0.6326907,0.4360574,0.4485214,0.452677,0.6358,26.7,20,9.621398,800,103.1779,6.573267,4.259652893,52.02636719,41.00585938,-10.51050781,
Tue Dec 06 2022,397136,20005.79,0.6262025,0.6243586,0.4358813,0.4460838,0.4512866,0.6425,26.7,20,9.621398,800,103.1779,6.519665,4.274865079,51.90429688,40.54199219,-10.85230469,
Tue Dec 06 2022,403272,20002.7,0.6243869,0.6216843,0.4345121,0.4485697,0.4496236,0.6404,26.7,20,9.621398,800,103.1779,6.408553,4.28815873,51.29394531,39.84619141,-10.93775391,
Tue Dec 06 2022,409406,19995.52,0.6263318,0.6275694,0.4351324,0.4475189,0.4509069,0.6519,26.7,20,9.621398,800,103.1779,6.092972,4.306142857,51.41601563,38.91845703,-11.98755859,
Tue Dec 06 2022,415542,20004.07,0.6247723,0.6248525,0.4303771,0.4459908,0.4471652,0.6366,26.7,20,9.621398,800,103.1779,6.038601,4.308714286,51.41601563,39.15039063,-11.755625,
Tue Dec 06 2022,421667,19992.21,0.627367,0.62928,0.4313274,0.4428143,0.4475333,0.6431,26.7,20,9.621398,800,103.1779,6.239287,4.305111111,51.53808594,38.91845703,-12.10962891,
Tue Dec 06 2022,427804,20003.93,0.6251717,0.6262594,0.4357392,0.4466563,0.451223,0.6574,26.8,20,9.621398,800,103.1779,6.274006,4.316768,50.80566406,37.75878906,-12.536875,
Tue Dec 06 2022,433941,20001.45,0.626697,0.6265387,0.4361772,0.4469604,0.4510012,0.6525,26.8,20,9.621398,800,103.1779,6.259832,4.324325397,51.29394531,38.22265625,-12.56128906,
Tue Dec 06 2022,440079,19998.78,0.6243376,0.626153,0.4336421,0.4423872,0.4480347,0.6528,26.8,20,9.621398,800,103.1779,6.183785,4.326007937,50.56152344,37.75878906,-12.29273438,
Tue Dec 06 2022,446213,19995.77,0.6258582,0.6270607,0.4316472,0.4459687,0.4496182,0.6472,26.8,20,9.621398,800,103.1779,6.446938,4.334769841,51.171875,37.52685547,-13.13501953,
Tue Dec 06 2022,452353,19994.29,0.6276252,0.6277419,0.4357958,0.4479758,0.4516992,0.6515,26.8,20,9.621398,800,103.1779,6.333826,4.333464567,49.70703125,37.06298828,-12.13404297,
Tue Dec 06 2022,458487,20001.56,0.6266453,0.6270542,0.4337629,0.4454362,0.450099,0.6341,26.8,20,9.621398,800,103.1779,6.49184,4.328047244,50.31738281,37.29492188,-12.51246094,
Tue Dec 06 2022,464630,20002.25,0.6273242,0.6270183,0.4363461,0.4472428,0.4504848,0.6602,26.8,20,9.621398,800,103.1779,6.437138,4.345311475,49.09667969,37.52685547,-11.05982422,
Tue Dec 06 2022,470762,20006.22,0.6303476,0.6287783,0.4381038,0.4494652,0.4520904,0.6401,26.8,20,9.621398,800,103.1779,6.497722,4.343771186,49.95117188,37.29492188,-12.14625,
Tue Dec 06 2022,488066,25000.66,0.9732007,0.9734434,0.6789539,0.6930975,0.6924349,0.6792,26.9,20,9.621398,800,103.1779,12.30706,0.00702381,99.14550781,228.1762695,129.5407617,
Tue Dec 06 2022,494193,25000.87,0.9713809,0.9724014,0.6756581,0.6875911,0.6944872,0.6665,26.9,20,9.621398,800,103.1779,12.12948,0.015264,99.14550781,228.4082031,129.7726953,
Tue Dec 06 2022,500326,24998.73,0.9710487,0.9714224,0.674636,0.6898457,0.6944059,0.6889,26.9,20,9.621398,800,103.1779,12.25123,0.005661017,99.14550781,228.8720703,130.2365625,
Tue Dec 06 2022,506466,25001.01,0.9656226,0.9645145,0.6715249,0.6877635,0.6944204,0.7164,26.9,20,9.621398,800,103.1779,12.37805,0.006253968,99.14550781,228.1762695,129.5407617,
Tue Dec 06 2022,512599,24998.67,0.9645399,0.9648232,0.6704199,0.6874709,0.6917382,0.7152,26.9,20,9.621398,800,103.1779,12.08925,0.000190083,99.14550781,228.1762695,129.5407617,
Tue Dec 06 2022,518730,24998.61,0.9654922,0.9658937,0.6722957,0.6890686,0.6944879,0.7357,26.9,20,9.621398,800,103.1779,11.99918,0.003856,99.14550781,228.4082031,129.7726953,
Tue Dec 06 2022,524869,24997.48,0.9653677,0.96718,0.6721088,0.6854733,0.6917124,0.7337,26.9,20,9.621398,800,103.1779,12.30842,0.007395161,99.14550781,227.4804688,128.8449609,
Tue Dec 06 2022,530998,25000.18,0.9646149,0.964554,0.6716027,0.6861444,0.6915692,0.7554,27,20,9.621398,800,103.1779,12.27382,0.001063492,99.14550781,227.9443359,129.3088281,
Tue Dec 06 2022,537135,25002.12,0.9640871,0.9639451,0.6675667,0.6876374,0.6924058,0.7476,27,20,9.621398,800,103.1779,12.19956,0.001952381,99.14550781,227.2485352,128.6130273,
Tue Dec 06 2022,543266,24999.17,0.9639075,0.9635646,0.667824,0.6842538,0.6904401,0.7642,27,20,9.621398,800,103.1779,12.12667,0.003571429,99.14550781,227.7124023,129.0768945,
Tue Dec 06 2022,549399,24998.02,0.9624759,0.9633897,0.6681921,0.6857486,0.6881967,0.7507,27,20,9.621398,800,103.1779,12.07724,0.007525424,99.26757813,227.7124023,128.9548242,
Tue Dec 06 2022,555535,25000.55,0.9601254,0.9607242,0.6710466,0.6858587,0.6866998,0.7743,27,20,9.621398,800,103.1779,12.0029,0.043984127,99.26757813,227.7124023,128.9548242,
Tue Dec 06 2022,561674,24999.25,0.9570289,0.9567837,0.6652423,0.6840349,0.6858535,0.7708,27,20,9.621398,800,103.1779,12.08815,0.199809524,99.14550781,223.7695313,125.1340234,
Tue Dec 06 2022,567819,24998.69,0.951505,0.9522751,0.663674,0.6793321,0.6790456,0.7751,27,20,9.621398,800,103.1779,12.21086,0.412419355,99.26757813,217.9711914,119.2136133,
Tue Dec 06 2022,573954,24998.67,0.9503119,0.9498044,0.6629527,0.6747057,0.6814736,0.7541,27.1,20,9.621398,800,103.1779,12.56659,0.507157025,99.26757813,214.9560547,116.1984766,
Tue Dec 06 2022,580090,24999.44,0.9469202,0.9465296,0.6608208,0.6703795,0.6789206,0.7883,27.1,20,9.621398,800,103.1779,11.92534,0.700007937,99.26757813,210.78125,112.0236719,
Tue Dec 06 2022,586224,24998.34,0.9414964,0.9406496,0.6548049,0.6691737,0.6793818,0.7787,27.1,20,9.621398,800,103.1779,11.72741,1.012,99.26757813,204.0551758,105.2975977,
Tue Dec 06 2022,592350,24998.49,0.9372582,0.9369303,0.6529402,0.6647928,0.6708,0.7947,27.1,20,9.621398,800,103.1779,11.91402,1.142007937,99.14550781,201.0400391,102.4045313,
Tue Dec 06 2022,598488,25000.67,0.9320918,0.9316612,0.6462933,0.6652225,0.6673994,0.7758,27.1,20,9.621398,800,103.1779,11.73902,1.430693548,99.26757813,193.1542969,94.39671875,
Tue Dec 06 2022,604622,25000.66,0.9270067,0.9270558,0.6453087,0.6609621,0.6689233,0.7968,27.1,20,9.621398,800,103.1779,11.70515,1.648647059,99.14550781,186.8920898,88.25658203,
Tue Dec 06 2022,610756,25002.65,0.9251535,0.9244348,0.6431393,0.6611229,0.6639945,0.7575,27.2,20,9.621398,800,103.1779,11.65329,1.872944444,99.14550781,179.7021484,81.06664063,
Tue Dec 06 2022,616889,24999.56,0.9258376,0.9257939,0.6467674,0.6564934,0.6624812,0.7739,27.2,20,9.621398,800,103.1779,11.62602,2.002357143,99.26757813,175.2954102,76.53783203,
Tue Dec 06 2022,623024,25000.03,0.9233603,0.9226173,0.6422269,0.6555763,0.6591868,0.76,27.2,20,9.621398,800,103.1779,11.34424,2.302903226,99.26757813,165.090332,66.33275391,
Tue Dec 06 2022,629161,24994.69,0.9255484,0.9266843,0.6458735,0.6582837,0.6645455,0.7785,27.2,20,9.621398,800,103.1779,11.61897,2.504789916,99.26757813,157.9003906,59.1428125,
Tue Dec 06 2022,635299,25000.89,0.9210173,0.9205054,0.6432099,0.6562225,0.6602122,0.7728,27.2,20,9.621398,800,103.1779,11.72647,2.683357143,95.97167969,150.9423828,55.48070313,
Tue Dec 06 2022,641434,24999.24,0.9176627,0.9177395,0.637796,0.6560493,0.6601751,0.7566,27.3,20,9.621398,800,103.1779,11.55936,2.859626984,91.69921875,143.7524414,52.56322266,
Tue Dec 06 2022,647573,25000.35,0.91588,0.9159917,0.6356733,0.6520095,0.6588483,0.7528,27.3,20,9.621398,800,103.1779,11.8927,3.02568595,88.52539063,136.7944336,48.77904297,
Tue Dec 06 2022,653711,24998.64,0.9101077,0.9098973,0.6328909,0.6453284,0.6541264,0.7663,27.3,20,9.621398,800,103.1779,11.43382,3.182198413,84.98535156,129.3725586,44.89720703,
Tue Dec 06 2022,659848,24998.67,0.9035658,0.9044295,0.6256196,0.6390523,0.6492826,0.7423,27.3,20,9.621398,800,103.1779,11.2104,3.334055556,80.83496094,121.4868164,41.16185547,
Tue Dec 06 2022,665984,25000.85,0.8947909,0.8952023,0.6193716,0.6347699,0.6449384,0.7654,27.3,20,9.621398,800,103.1779,11.54092,3.405984127,78.63769531,116.8481445,38.72044922,
Tue Dec 06 2022,672116,24999.63,0.8867177,0.8872278,0.6180458,0.6297981,0.635347,0.7549,27.4,20,9.621398,800,103.1779,11.18546,3.557032787,74.48730469,106.4111328,32.43382813,
Tue Dec 06 2022,678250,24998.4,0.8844942,0.8839025,0.614688,0.6319157,0.6339543,0.7446,27.4,20,9.621398,800,103.1779,10.68274,3.666277778,70.33691406,100.3808594,30.55394531,
Tue Dec 06 2022,684379,24998.61,0.8830269,0.881498,0.6126168,0.6293905,0.6322496,0.7599,27.4,20,9.621398,800,103.1779,10.77833,3.7535,69.60449219,96.90185547,27.80736328,
Tue Dec 06 2022,690517,25001.98,0.8810512,0.8808713,0.609808,0.6277975,0.6338395,0.7487,27.4,20,9.621398,800,103.1779,11.00784,3.864880952,65.45410156,90.40771484,25.46361328,
Tue Dec 06 2022,696657,24999.87,0.8792475,0.8791601,0.607888,0.627443,0.6308055,0.7551,27.4,20,9.621398,800,103.1779,10.80739,3.910383333,63.98925781,88.55224609,25.07298828,
Tue Dec 06 2022,702787,25000.62,0.8767539,0.8765962,0.6081762,0.6254049,0.6321718,0.727,27.4,20,9.621398,800,103.1779,11.39426,4.041333333,60.44921875,80.8984375,20.95921875,
Tue Dec 06 2022,708916,25000.29,0.8756059,0.8756133,0.6082789,0.6218097,0.6274364,0.7412,27.5,20,9.621398,800,103.1779,11.40489,4.092758929,57.76367188,78.11523438,20.8615625,
Tue Dec 06 2022,715049,25000.75,0.8718433,0.8725083,0.6118127,0.621895,0.623911,0.7455,27.5,20,9.621398,800,103.1779,10.98458,4.130769841,57.15332031,76.72363281,20.0803125,
Tue Dec 06 2022,721184,25002.66,0.8710314,0.8696382,0.609289,0.6200758,0.6284817,0.6909,27.5,20,9.621398,800,103.1779,10.77487,4.233389831,53.85742188,71.85302734,18.50560547,
Tue Dec 06 2022,727311,24998.67,0.872173,0.871227,0.6053025,0.6189626,0.6256036,0.7274,27.5,20,9.621398,800,103.1779,10.6546,4.244563492,53.85742188,70.46142578,17.11400391,
Tue Dec 06 2022,733442,25001.01,0.8718459,0.8716343,0.6068329,0.6201721,0.6244041,0.7137,27.5,20,9.621398,800,103.1779,10.59311,4.306032787,50.43945313,68.14208984,18.21263672,
Tue Dec 06 2022,739578,25002.71,0.8694299,0.8694316,0.6011182,0.6200811,0.6262339,0.7217,27.5,20,9.621398,800,103.1779,11.1491,4.38659322,49.82910156,64.43115234,15.11205078,
Tue Dec 06 2022,745720,24998.75,0.8680632,0.8684728,0.607837,0.6171857,0.6251169,0.7076,27.6,20,9.621398,800,103.1779,10.65689,4.407169492,49.21875,63.27148438,14.56273438,
Tue Dec 06 2022,751851,25000.66,0.8675125,0.8674096,0.600687,0.6183042,0.6223537,0.7236,27.6,20,9.621398,800,103.1779,10.65336,4.451619048,47.14355469,61.18408203,14.55052734,
Tue Dec 06 2022,757987,24998.65,0.8672783,0.8673912,0.6020474,0.615306,0.6242898,0.711,27.6,20,9.621398,800,103.1779,11.12461,4.484365079,46.53320313,60.02441406,14.00121094,
Tue Dec 06 2022,764120,25000.66,0.8650455,0.8652514,0.6011227,0.6186018,0.6225508,0.7257,27.6,20,9.621398,800,103.1779,10.95776,4.532252033,45.3125,57.00927734,12.20677734,
Tue Dec 06 2022,770257,24999.55,0.8647056,0.8641823,0.6003782,0.6160146,0.6227236,0.7043,27.6,20,9.621398,800,103.1779,10.89575,4.536313559,45.43457031,57.24121094,12.31664063,
Tue Dec 06 2022,776387,25000.84,0.8638624,0.8644189,0.6013178,0.6145428,0.6195642,0.7104,27.6,20,9.621398,800,103.1779,10.33939,4.575361345,43.23730469,54.921875,12.19457031,
Tue Dec 06 2022,782514,24999.74,0.8625358,0.862763,0.6016964,0.6128762,0.623185,0.7047,27.6,20,9.621398,800,103.1779,10.74962,4.591755906,42.87109375,53.53027344,11.16917969,
Tue Dec 06 2022,788638,25000.41,0.8627807,0.8631527,0.5988441,0.6148843,0.6151878,0.7016,27.6,20,9.621398,800,103.1779,11.12781,4.591634146,42.01660156,53.06640625,11.55980469,
Tue Dec 06 2022,794770,24998.96,0.8641531,0.8646507,0.5977111,0.6176897,0.619475,0.6705,27.7,20,9.621398,800,103.1779,10.9962,4.628571429,40.91796875,50.74707031,10.33910156,
Tue Dec 06 2022,800905,25000.58,0.8634763,0.863253,0.5975691,0.6191045,0.6207522,0.6972,27.7,20,9.621398,800,103.1779,10.89339,4.646150794,41.77246094,50.97900391,9.716542969,
Tue Dec 06 2022,807040,25000.69,0.8623472,0.8626421,0.597449,0.6157981,0.6209056,0.7059,27.7,20,9.621398,800,103.1779,10.72975,4.66781746,40.91796875,50.05126953,9.643300781,
Tue Dec 06 2022,813172,24998.67,0.8640004,0.8639805,0.5983915,0.617547,0.6206645,0.6796,27.7,20,9.621398,800,103.1779,10.77096,4.667507937,38.96484375,49.35546875,10.900625,
Tue Dec 06 2022,819306,25001.72,0.8612092,0.8603984,0.5982783,0.6174603,0.616639,0.664,27.7,20,9.621398,800,103.1779,10.54301,4.690666667,39.81933594,48.42773438,9.118398437,
Tue Dec 06 2022,825441,25000.66,0.8623396,0.8614995,0.6003782,0.6122038,0.6210302,0.6888,27.7,20,9.621398,800,103.1779,10.94023,4.700008333,40.4296875,46.80419922,6.884511719,
Tue Dec 06 2022,831575,25001.45,0.8637012,0.8632051,0.5989925,0.6150482,0.6222649,0.6827,27.7,20,9.621398,800,103.1779,10.67014,4.724015873,39.33105469,46.57226563,7.751210937,
Tue Dec 06 2022,837707,25001.48,0.8615598,0.8618438,0.5981591,0.6140246,0.618302,0.6638,27.7,20,9.621398,800,103.1779,10.73596,4.723468254,38.72070313,46.57226563,8.3615625,
Tue Dec 06 2022,843838,24996.9,0.8647019,0.8649618,0.6009898,0.6117227,0.6176527,0.6781,27.7,20,9.621398,800,103.1779,10.5142,4.750412698,38.35449219,45.18066406,7.336171875,
Tue Dec 06 2022,849977,24999.44,0.8614412,0.8613884,0.6021066,0.6143112,0.617929,0.6892,27.7,20,9.621398,800,103.1779,10.81055,4.748373016,37.62207031,45.64453125,8.532460937,
Tue Dec 06 2022,856116,25000.66,0.8606532,0.8605824,0.6001471,0.6132001,0.617152,0.6531,27.8,20,9.621398,800,103.1779,10.84872,4.760106557,37.74414063,44.48486328,7.250722656,
Tue Dec 06 2022,862241,25000.63,0.8608582,0.8617243,0.59979,0.6135284,0.6166688,0.6716,27.8,20,9.621398,800,103.1779,10.76567,4.761992063,36.88964844,44.02099609,7.641347656,
