Time,Time_ms,Motor_speed_rpm,BLDC_Q_curent_for_monitoring,Filtered_Q_current_A,BLDC_Ph_A_amps_abs_A,BLDC_Ph_B_amps_abs_A,BLDC_Ph_C_amps_abs_A,Purge_pressure_mHg,ivp_purge_temperature_C,Purge_add_flow_rate_mlph,Purge_add_speed_rpm,Purge_circulate_flow_rate_mlph,Purge_circulate_speed_rpm,BLDC_watts_W,Flow_Original_lpm,Input_pressure_mmHg,Output_pressure_mmHg,Net_pressure_mmHg,Flow_lpm,Flow_from_M01_lpm,aortic_Pressure_mmHg,DC_Valve,Input_pressure_from_M04_mmHg,Output_pressure_from_M04_mmHg,Net_pressure_from_M04_mmHg,Bldc_Kp,Bldc_Ki
Fri_Mar_17_2023,45212.0,0.0,0.0,-1.084911e-05,0.01555625,0.01516025,0.01497434,-9.4,23.0,20.0,9.621398,800.0,103.1779,0.9933833,0.0,-3.0152412,-2.6252100000000005,-0.4699688000000003,0.0,0.03801069359979511,-1.3000000000000003,0.0,8.3,8.1,0.29999999999999893,0.0012,0.024
Fri_Mar_17_2023,52442.0,0.0,0.0,-2.876917e-06,0.01553678,0.01503441,0.01538327,-9.700000000000001,23.0,20.0,9.621398,800.0,103.1779,0.7209733,1.5141717529296874,-7.2230778,-18.901512,-12.5384342,1.5374978181248633,1.5480718847998962,-1.3000000000000003,0.1,3.1000000000000005,-9.600000000000001,-12.200000000000003,0.0012,0.024
Fri_Mar_17_2023,59771.0,0.0,0.0,-4.480157e-06,0.01549408,0.01509466,0.01484689,-9.000000000000002,23.0,20.0,9.621398,800.0,103.1779,0.5864695,3.087960693359375,-20.214116999999998,-68.63049000000001,-49.27637300000001,3.2569219855341145,3.1134213575992806,-1.4,0.2,-9.3,-59.400000000000006,-49.60000000000001,0.0012,0.024
Fri_Mar_17_2023,66995.0,0.0,0.0,4.064174e-06,0.01502522,0.0151066,0.01527844,-12.400000000000002,23.0,20.0,9.621398,800.0,103.1779,0.5972966,3.7336318359375,-28.089747000000003,-101.408112,-74.178365,3.962342222153939,3.676670726400714,-1.3000000000000003,0.30000000000000004,-16.5,-91.4,-74.4,0.0012,0.024
Fri_Mar_17_2023,74250.0,0.0,0.0,-2.076234e-05,0.01533575,0.01526731,0.01518977,-9.5,23.0,20.0,9.621398,800.0,103.1779,0.7880942,3.914983642578125,-30.722457600000002,-111.38391,-81.5214524,4.160475956056074,3.8390800536008163,-1.3000000000000003,0.4,-18.8,-100.9,-81.60000000000001,0.0012,0.024
Fri_Mar_17_2023,81492.0,0.0,0.0,-2.96287e-05,0.01508584,0.01520907,0.01479509,-10.2,23.0,20.0,9.621398,800.0,103.1779,0.9476566,4.026758544921875,-31.1724936,-117.75942000000002,-87.44692640000002,4.282594280478395,3.984211792801431,-1.3000000000000003,0.5,-21.400000000000002,-106.30000000000003,-83.70000000000002,0.0012,0.024
Fri_Mar_17_2023,88726.0,0.0,0.0,2.3122e-05,0.01500069,0.01494626,0.01541288,-10.2,23.0,20.0,9.621398,800.0,103.1779,0.7641763,3.97110400390625,-30.309924600000006,-114.75918000000001,-85.30925540000001,4.221789581455534,3.854629882799894,-1.3000000000000003,0.6,-20.200000000000003,-105.30000000000003,-84.60000000000002,0.0012,0.024
Fri_Mar_17_2023,95970.0,0.0,0.0,-3.320339e-06,0.01513117,0.01549049,0.01544992,-9.000000000000002,23.0,20.0,9.621398,800.0,103.1779,0.4518028,3.916601318359375,-29.7173772,-110.85886800000002,-82.00149080000001,4.1622433282632745,3.873635229599792,-1.3000000000000003,0.7,-22.3,-105.60000000000001,-82.80000000000001,0.0012,0.024
Fri_Mar_17_2023,137731.0,20000.1,0.7719478,0.7732214,0.5342265,0.553801,0.5479874,-8.1,23.1,20.0,9.621398,800.0,103.1779,7.37982,0.0,-2.6927154,86.406912,88.2396274,0.0,0.0069110352001024245,-1.3000000000000003,0.0,7.6000000000000005,97.30000000000001,90.20000000000002,0.0012,0.024
Fri_Mar_17_2023,167990.0,20001.13,0.7746583,0.7735361,0.5344455,0.5629271,0.5545253,-6.4,23.1,20.0,9.621398,800.0,103.1779,7.43369,0.0,-2.7902232000000002,86.481918,88.4121412,0.0,0.09157121640020478,-1.3000000000000003,0.000840762,9.1,96.10000000000001,87.50000000000001,0.0012,0.024
Fri_Mar_17_2023,178076.0,20000.6,0.7701477,0.7682279,0.5364644,0.5527061,0.5459383,0.0,23.2,20.0,9.621398,800.0,103.1779,7.359272,0.0,-2.2726818,86.331906,87.7445878,0.0,0.008638794000512142,-1.3000000000000003,0.003218794,6.500000000000001,97.60000000000001,91.60000000000001,0.0012,0.024
Fri_Mar_17_2023,208347.0,19999.04,0.7654812,0.76525,0.5272899,0.5453763,0.5418671,40.6,23.2,20.0,9.621398,800.0,103.1779,7.571172,0.0,-2.5427034,87.23197800000001,88.9146814,0.0,0.10021001040071692,-1.3000000000000003,0.00758752,8.3,95.4,87.2,0.0012,0.024
Fri_Mar_17_2023,238740.0,20000.59,0.7643678,0.7672328,0.5323319,0.5534162,0.546673,75.6,23.3,20.0,9.621398,800.0,103.1779,7.762315,0.0,-2.5052004,86.856948,88.49464780000001,0.0,0.01209431159979513,-1.4,0.014313612,8.0,97.80000000000001,90.30000000000001,0.0012,0.024
Fri_Mar_17_2023,269195.0,20001.89,0.7606334,0.7595767,0.5317337,0.546618,0.5422872,104.4,23.4,20.0,9.621398,800.0,103.1779,7.920728,0.0,-2.3401872,86.70693600000001,88.44964420000001,0.0,0.09157121640020478,-1.3000000000000003,0.023713612,9.700000000000003,96.5,86.9,0.0012,0.024
Fri_Mar_17_2023,275376.0,19999.54,0.7574188,0.7540841,0.5271929,0.540091,0.5358067,109.0,23.4,20.0,9.621398,800.0,103.1779,8.062208,0.1091324234008789,-2.6177094000000003,85.88187,87.8120932,0.0893235234008789,0.12612639239918044,-1.3000000000000003,0.036070233,6.800000000000001,96.10000000000001,89.80000000000001,0.0012,0.024
Fri_Mar_17_2023,281580.0,20002.25,0.7549018,0.7521058,0.5220841,0.5406079,0.5385247,112.7,23.4,20.0,9.621398,800.0,103.1779,7.612804,0.4921300964355469,-3.5477838000000004,80.781462,83.46924580000001,0.4723211964355469,0.5045055696013312,-1.3000000000000003,0.051641355,7.0,90.30000000000003,83.80000000000003,0.0012,0.024
Fri_Mar_17_2023,287824.0,19999.84,0.7507054,0.747959,0.5209222,0.5408403,0.5327542,119.50000000000001,23.4,20.0,9.621398,800.0,103.1779,7.93435,0.8870831298828125,-4.4853588,74.63097,78.2563288,0.8672742298828124,0.8206854300010236,-1.3000000000000003,0.070665617,5.0,84.20000000000002,79.70000000000002,0.0012,0.024
Fri_Mar_17_2023,294130.0,20001.1,0.7297525,0.7286866,0.5053872,0.5272449,0.5234314,120.9,23.5,20.0,9.621398,800.0,103.1779,7.243667,1.466671142578125,-6.855548400000001,62.40499200000001,68.40054040000001,1.466671142578125,1.3355575524002037,-1.3000000000000003,0.093366179,2.3000000000000003,72.4,70.60000000000001,0.0012,0.024
Fri_Mar_17_2023,300466.0,20003.47,0.7057146,0.7050037,0.4932109,0.5088065,0.5046934,124.8,23.5,20.0,9.621398,800.0,103.1779,6.682994,2.166980224609375,-11.655932400000001,39.75318,50.5491124,2.2507158577617994,2.166609535200613,-1.3000000000000003,0.119953394,-0.7000000000000001,49.300000000000004,51.2,0.0012,0.024
Fri_Mar_17_2023,306901.0,20000.64,0.695107,0.6954392,0.4819874,0.4992671,0.4936688,127.0,23.5,20.0,9.621398,800.0,103.1779,7.068865,2.683988525390625,-16.231298400000004,21.151692,36.522990400000005,2.815567054944417,2.614099064400715,-1.3000000000000003,0.150626791,-6.4,30.900000000000002,37.800000000000004,0.0012,0.024
Fri_Mar_17_2023,313343.0,20000.52,0.6804167,0.6805755,0.4711334,0.4872618,0.484897,135.3,23.5,20.0,9.621398,800.0,103.1779,6.717436,3.2465048828125,-22.374289800000003,1.0500840000000002,22.564373800000006,3.4301375317518845,3.2982915492000995,-1.3000000000000003,0.185576593,-11.700000000000003,11.600000000000001,23.800000000000004,0.0012,0.024
Fri_Mar_17_2023,319837.0,20000.03,0.6709464,0.6741636,0.460196,0.4809958,0.4757698,139.7,23.6,20.0,9.621398,800.0,103.1779,6.634672,3.684789306640625,-28.292263200000004,-16.201296000000003,11.230967200000002,3.9089799045565665,3.706042625999997,-1.3000000000000003,0.224984909,-16.1,-6.200000000000001,12.799999999999999,0.0012,0.024
Fri_Mar_17_2023,326389.0,20002.22,0.6574111,0.6536407,0.4564227,0.476265,0.4704964,139.3,23.6,20.0,9.621398,800.0,103.1779,6.163794,4.063444091796875,-33.28016220000001,-31.127490000000005,1.2926722000000015,4.32267463323159,3.9859395516003038,-1.4,0.269026693,-23.200000000000003,-22.400000000000002,1.6999999999999993,0.0012,0.024
Fri_Mar_17_2023,333647.0,19998.98,0.6515785,0.6527445,0.4498261,0.4693473,0.4623316,161.1,23.6,20.0,9.621398,800.0,103.1779,6.534226,4.71723779296875,-43.000939800000005,-55.804464,-13.663524199999998,5.036969073493663,4.466256498000509,-1.3000000000000003,0.371679265,-30.200000000000003,-42.400000000000006,-11.700000000000003,0.0012,0.024
Fri_Mar_17_2023,340392.0,20000.39,0.6404325,0.6407657,0.4438845,0.4654101,0.4592493,159.1,23.6,20.0,9.621398,800.0,103.1779,6.482333,4.86062841796875,-44.8310862,-66.75534,-22.784253800000002,5.193628775230799,4.818719293201123,-1.4,0.430610594,-33.9,-57.800000000000004,-23.400000000000006,0.0012,0.024
Fri_Mar_17_2023,347259.0,20000.45,0.6426629,0.6443221,0.4470937,0.4659814,0.4593075,157.7,23.7,20.0,9.621398,800.0,103.1779,6.939363,4.99947802734375,-48.1313502,-73.65589200000001,-26.384541800000008,5.345327244994811,4.879190851198562,-1.3000000000000003,0.494817479,-37.1,-63.2,-25.6,0.0012,0.024
