Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow_Original (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),Flow (lpm)
Sun Jan 29 2023,1499811,35003.26,1.293823,1.293735,0.8958359,0.9321759,0.9193132,69.7,27.5,20,9.621398,800,103.1779,24.44383,4.242544922,-17.476398,-20.25162,-0.605222,4.51834909
Sun Jan 29 2023,1506810,35001.82,1.289271,1.287908,0.8913039,0.9248576,0.9152499,71.2,27.5,20,9.621398,800,103.1779,24.17215,4.24513623,-17.101368,-19.87659,-0.605222,4.521180193
Sun Jan 29 2023,1513808,35001.61,1.289911,1.29091,0.8938799,0.9302096,0.9178038,71.7,27.5,20,9.621398,800,103.1779,24.54486,4.233879883,-17.5439034,-19.726578,-0.0126746,4.508882206
Sun Jan 29 2023,1520807,35003.56,1.287387,1.286611,0.892304,0.9245545,0.9176183,69.5,27.5,20,9.621398,800,103.1779,24.12246,4.247131348,-16.7713416,-18.601488,0.3398536,4.523359934
Sun Jan 29 2023,1527820,35002.02,1.286095,1.286992,0.8979606,0.9282619,0.9210473,71,27.6,20,9.621398,800,103.1779,24.2443,4.217550781,-16.7938434,-17.851428,1.1124154,4.491042042
Sun Jan 29 2023,1534818,35002.75,1.289416,1.288776,0.8923804,0.9335417,0.9190747,71.2,27.6,20,9.621398,800,103.1779,24.16075,4.177995605,-16.763841,-16.951356,1.9899856,4.447826511
Sun Jan 29 2023,1541817,34999.3,1.289384,1.289344,0.8945414,0.9264383,0.9190087,71.1,27.6,20,9.621398,800,103.1779,24.12189,4.168833008,-16.7938434,-15.676254,3.2875894,4.437816025
Sun Jan 29 2023,1548815,35002.82,1.290267,1.290734,0.8951642,0.9345285,0.9240041,70.3,27.6,20,9.621398,800,103.1779,23.958,4.158120117,-16.3738098,-15.0012,3.5426098,4.426111785
Sun Jan 29 2023,1555813,34998.95,1.29358,1.292566,0.892854,0.9264563,0.9206803,74,27.7,20,9.621398,800,103.1779,24.60862,4.084413574,-15.9837786,-11.62593,6.5278486,4.345584589
Sun Jan 29 2023,1562812,35002.53,1.292625,1.292233,0.8942215,0.9280666,0.9171349,71.5,27.7,20,9.621398,800,103.1779,24.00391,4.140813477,-16.276302,-11.400912,7.04539,4.407203623
Sun Jan 29 2023,1569811,35002.46,1.291417,1.290011,0.894541,0.9297143,0.9153511,70.2,27.7,20,9.621398,800,103.1779,24.06882,4.122679688,-15.6462516,-10.725858,7.0903936,4.38739177
Sun Jan 29 2023,1576810,35002.6,1.291585,1.292023,0.8963057,0.9335791,0.9178444,75,27.7,20,9.621398,800,103.1779,23.72189,4.076364502,-15.6837546,-9.600768,8.2529866,4.336790672
Sun Jan 29 2023,1583808,34999.52,1.290313,1.28994,0.8938534,0.927772,0.918011,75.8,27.7,20,9.621398,800,103.1779,23.78616,4.0722229,-15.6162492,-7.425594,10.3606552,4.332265815
Sun Jan 29 2023,1590807,35000.62,1.290587,1.290204,0.8937687,0.9313008,0.9229156,76.2,27.8,20,9.621398,800,103.1779,24.19102,4.064553955,-14.3186454,-6.00048,10.4881654,4.323887201
Sun Jan 29 2023,1597829,35002.57,1.292352,1.291733,0.8988218,0.9295667,0.9204119,76.3,27.8,20,9.621398,800,103.1779,24.10783,3.982929199,-14.4986598,-3.600288,13.0683718,4.234709056
Sun Jan 29 2023,1604828,35001.23,1.292809,1.29309,0.8971807,0.933987,0.9247164,78.5,27.8,20,9.621398,800,103.1779,24.48811,3.984303955,-14.2736418,-2.100168,14.3434738,4.236211029
Sun Jan 29 2023,1611826,35002.39,1.291718,1.290731,0.897935,0.9276761,0.9270545,79.9,27.8,20,9.621398,800,103.1779,23.78454,3.970583008,-13.9061124,0.075006,16.2111232,4.221220373
Sun Jan 29 2023,1618824,35002.66,1.291874,1.291569,0.8982682,0.9298644,0.9234121,81.8,27.8,20,9.621398,800,103.1779,24.40903,3.873822021,-13.613589,2.175174,17.958763,4.115505322
Sun Jan 29 2023,1625823,35001.56,1.291838,1.291726,0.8997514,0.9303801,0.9279215,81.1,27.8,20,9.621398,800,103.1779,24.12366,3.886421875,-13.2235578,4.12533,19.5188878,4.129271141
Sun Jan 29 2023,1632821,35002.91,1.290976,1.290726,0.896924,0.9379901,0.921685,82.4,27.9,20,9.621398,800,103.1779,24.46791,3.841716064,-13.0060404,6.975558,22.1515984,4.080428345
Sun Jan 29 2023,1639819,35001.94,1.290422,1.289186,0.8925892,0.9310066,0.9179106,82.5,27.9,20,9.621398,800,103.1779,23.95444,3.747355469,-12.0159612,9.675774,23.8617352,3.977335812
Sun Jan 29 2023,1646818,35000.6,1.289567,1.287873,0.8946758,0.9320806,0.9222978,86.5,27.9,20,9.621398,800,103.1779,23.91037,3.748042725,-11.9859588,12.450996,26.6069548,3.978086665
Sun Jan 29 2023,1653817,35002.55,1.291867,1.291892,0.898877,0.9351094,0.9268517,88.7,27.9,20,9.621398,800,103.1779,23.98789,3.666781494,-11.5734258,16.50132,30.2447458,3.889305686
Sun Jan 29 2023,1660815,35002.16,1.296023,1.294334,0.8983915,0.9366835,0.9298164,88.3,27.9,20,9.621398,800,103.1779,24.22042,3.695731689,-10.8458676,17.551404,30.5672716,3.920934873
Sun Jan 29 2023,1667829,35000,1.298711,1.299633,0.9010332,0.9323714,0.9235367,88.4,27.9,20,9.621398,800,103.1779,24.62685,3.636636719,-11.1308904,20.62665,33.9275404,3.856371374
Sun Jan 29 2023,1674827,35002.57,1.305795,1.305884,0.9050997,0.9418885,0.9308981,90.8,27.9,20,9.621398,800,103.1779,24.33597,3.561013916,-10.1108088,23.701896,35.9827048,3.773750591
Sun Jan 29 2023,1681826,34996.59,1.300043,1.299062,0.9003273,0.9338163,0.9282557,92.5,28,20,9.621398,800,103.1779,24.49524,3.453383301,-9.4732578,28.727298,40.3705558,3.656160058
Sun Jan 29 2023,1688824,35000.49,1.300919,1.300532,0.9021854,0.9334777,0.9280112,93.2,28,20,9.621398,800,103.1779,24.24496,3.420953369,-8.4906792,33.302664,43.9633432,3.620729126
Sun Jan 29 2023,1695822,35002.28,1.304072,1.303616,0.9008979,0.9384224,0.9290233,97.4,28,20,9.621398,800,103.1779,24.50047,3.297092041,-7.4930994,39.37815,49.0412494,3.485405923
Sun Jan 29 2023,1702821,35000.57,1.307248,1.306913,0.902528,0.9409146,0.9306338,100.1,28,20,9.621398,800,103.1779,24.62342,3.19997876,-6.9230538,43.50348,52.5965338,3.379305976
Sun Jan 29 2023,1709819,35000.56,1.30644,1.305719,0.902862,0.9399308,0.9320387,103,28,20,9.621398,800,103.1779,24.83205,3.131050293,-6.1804944,47.028762,55.3792564,3.303999009
Sun Jan 29 2023,1716821,35004.3,1.311471,1.31207,0.9094271,0.9416867,0.937543,105.1,28,20,9.621398,800,103.1779,24.60741,2.925065674,-4.7478798,57.75462,64.6724998,3.078952992
Sun Jan 29 2023,1723819,35001.76,1.312248,1.310969,0.9095797,0.944899,0.9327008,108.5,28,20,9.621398,800,103.1779,24.61153,2.889510254,-4.7178774,60.0048,66.3601348,3.040107346
Sun Jan 29 2023,1730818,35000.49,1.316815,1.316578,0.9080278,0.9490239,0.9410086,111.5,28.1,20,9.621398,800,103.1779,24.58236,2.762390381,-3.4577766,66.455316,72.0830926,2.901224059
Sun Jan 29 2023,1737816,34998.58,1.317351,1.31773,0.9051575,0.9488055,0.9431848,116,28.1,20,9.621398,800,103.1779,24.78151,2.573837402,-2.0176614,73.205856,77.3935174,2.695222771
Sun Jan 29 2023,1744830,35000.01,1.322034,1.322893,0.9148418,0.9522421,0.9388823,118.4,28.1,20,9.621398,800,103.1779,24.56969,2.329124268,-0.8700696,84.081726,87.1217956,2.427864381
Sun Jan 29 2023,1751828,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1758816,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1765820,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1772823,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1779823,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1786824,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1793825,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1800826,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
Sun Jan 29 2023,1807829,35000.76,1.322228,1.322167,0.9157956,0.9510035,0.9390812,121.4,28.1,20,9.621398,800,103.1779,24.68855,2.140763184,0.3225258,90.982278,92.8297522,2.222072745
