Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),
Tue Dec 06 2022,305172,19999.92,0.6827915,0.6822499,0.4750254,0.4866604,0.4903835,0.6627,27.8,20,9.621398,800,103.1779,6.660291,3.431943089,77.05078125,86.69677734,10.15599609,
Tue Dec 06 2022,730175,24996.45,0.8935608,0.8938591,0.6225927,0.6361192,0.6385228,0.5975,28.4,20,9.621398,800,103.1779,11.20039,4.351153226,50.1953125,59.79248047,10.10716797,
Tue Dec 06 2022,1005719,30006.97,1.207883,1.207824,0.8399262,0.8594683,0.8673913,0.6347,28.7,20,9.621398,800,103.1779,18.4497,4.873898305,32.86132813,42.86132813,10.51,
Tue Dec 06 2022,1432491,34997.71,1.419849,1.421949,0.9934481,1.01358,1.022448,0.7298,29.6,20,9.621398,800,103.1779,26.18113,4.962785714,31.15234375,43.32519531,12.68285156,
