Time,Time_ms,Motor_speed_rpm,BLDC_Q_curent_for_monitoring,Filtered_Q_current_A,BLDC_Ph_A_amps_abs_A,BLDC_Ph_B_amps_abs_A,BLDC_Ph_C_amps_abs_A,Purge_pressure_mHg,ivp_purge_temperature_C,Purge_add_flow_rate_mlph,Purge_add_speed_rpm,Purge_circulate_flow_rate_mlph,Purge_circulate_speed_rpm,BLDC_watts_W,Flow_Original_lpm,Input_pressure_mmHg,Output_pressure_mmHg,Net_pressure_mmHg,Flow_lpm,Flow_from_M01_lpm,aortic_Pressure_mmHg,DC_Valve,Input_pressure_from_M04_mmHg,Output_pressure_from_M04_mmHg,Net_pressure_from_M04_mmHg
Thu_Mar_02_2023,2141798,35000.57,1.150556,1.151059,0.7931427,0.8219861,0.8268582,28.1,29.8,20,9.621398,800,103.1779,21.7277,5.373203613,-76.88115,28.952316,107.873466,5.753636636,5.193642953,-0.8,0.47,-5.1,27.6,15.4
Thu_Mar_02_2023,2147938,34994.67,1.153481,1.153492,0.8002839,0.8289889,0.8202973,25.3,29.8,20,9.621398,800,103.1779,20.99279,5.396184082,-76.88115,25.652052,104.573202,5.778743671,5.357780039,-0.7,0.48,-5.1,27,14.8
Thu_Mar_02_2023,2154080,35000.72,1.151491,1.149607,0.7978579,0.829617,0.8204796,23.4,29.8,20,9.621398,800,103.1779,21.80167,5.39461377,-76.88115,23.926914,102.848064,5.777028045,5.375057627,-0.8,0.49,-5.1,20.7,8.5
Thu_Mar_02_2023,2160220,35002.17,1.149478,1.149788,0.7990844,0.8344821,0.8218104,22.7,29.9,20,9.621398,800,103.1779,21.49216,5.595437012,-76.88115,22.576806,101.497956,5.996435061,5.447623496,-0.8,0.5,-5.1,20.9,8.7
Thu_Mar_02_2023,2166361,34998.63,1.150551,1.150143,0.7946039,0.8278097,0.8230863,20.4,29.9,20,9.621398,800,103.1779,20.87588,5.535853027,-76.88115,18.7515,97.67265,5.931337296,5.496000743,-0.8,0.51,-5.1,20,7.8
Thu_Mar_02_2023,2172502,35001.1,1.149232,1.147415,0.7963327,0.8297983,0.8204858,19.1,29.9,20,9.621398,800,103.1779,20.76607,5.558038574,-76.88115,18.151452,97.072602,5.955575849,5.554744542,-0.8,0.52,-5.1,19,6.8
Thu_Mar_02_2023,2178643,35000.02,1.147888,1.149087,0.7968538,0.8310798,0.8229536,16.2,29.9,20,9.621398,800,103.1779,20.71087,5.599734375,-76.88115,17.101368,96.022518,6.001130094,5.516733848,-0.8,0.53,-5.1,16.2,4
Thu_Mar_02_2023,2184784,35000.37,1.14979,1.150527,0.80088,0.8354387,0.8204474,16.4,29.9,20,9.621398,800,103.1779,21.29126,5.577541504,-76.88115,16.12629,95.04744,5.97688354,5.454534532,-0.7,0.54,-5.1,16.8,4.6
Thu_Mar_02_2023,2190924,35001.45,1.149981,1.148619,0.7934451,0.8297435,0.8216895,13.5,29.9,20,9.621398,800,103.1779,21.27699,5.676517578,-76.88115,14.701176,93.622326,6.085018658,5.677415417,-0.8,0.55,-5.1,14,1.8
Thu_Mar_02_2023,2197057,35001.64,1.145551,1.146289,0.7955049,0.8345303,0.8247308,12.4,29.9,20,9.621398,800,103.1779,21.76904,5.686263184,-76.8886506,14.926194,93.8548446,6.095666102,5.641132482,-0.8,0.56,-5.1,13.6,1.4
Thu_Mar_02_2023,2203190,35004.51,1.145666,1.145426,0.7951127,0.8292387,0.8184548,11.8,30,20,9.621398,800,103.1779,21.58098,5.686220215,-76.88115,12.450996,91.372146,6.095619157,5.622127135,-0.8,0.57,-5.1,12,-0.2
Thu_Mar_02_2023,2209315,35000.63,1.144725,1.144736,0.7936722,0.8285296,0.8206524,9.6,30,20,9.621398,800,103.1779,20.88923,5.700189453,-76.88115,12.901032,91.822182,6.110881081,5.603121788,-0.8,0.58,-5.1,12.6,0.4
Thu_Mar_02_2023,2215456,34998.26,1.147359,1.148465,0.794369,0.8281885,0.8181812,8.3,30,20,9.621398,800,103.1779,20.56697,5.730536621,-76.88115,12.676014,91.597164,6.144036514,5.464901084,-0.8,0.59,-5.1,12.2,0
Thu_Mar_02_2023,2221596,35002.57,1.146963,1.146759,0.7860516,0.8278769,0.8109383,7.2,30,20,9.621398,800,103.1779,21.23231,5.724178223,-76.88115,8.850708,87.771858,6.137089722,5.668776623,-0.8,0.6,-5.1,10.3,-1.9
Thu_Mar_02_2023,2227737,34999.81,1.146415,1.146203,0.7931436,0.8291849,0.8181989,6.3,30,20,9.621398,800,103.1779,20.92095,5.747975098,-76.88115,10.200816,89.121966,6.163088712,5.594482994,-0.7,0.61,-5.1,9.4,-2.8
Thu_Mar_02_2023,2233878,35000.57,1.144934,1.145056,0.7938296,0.8262824,0.8160588,6.3,30,20,9.621398,800,103.1779,21.74761,5.771625977,-76.88115,9.525762,88.446912,6.188928195,5.739614734,-0.8,0.62,-5.1,12.8,0.6
Thu_Mar_02_2023,2240018,34999.87,1.145486,1.145908,0.795122,0.8284128,0.8184872,4.5,30,20,9.621398,800,103.1779,21.56885,5.804825684,-76.88115,8.925714,87.846864,6.225200135,5.760347839,-0.8,0.63,-5.1,7.9,-4.3
Thu_Mar_02_2023,2246160,35003.35,1.144162,1.143227,0.7908498,0.8281494,0.8178485,3.6,30,20,9.621398,800,103.1779,21.55368,5.740698242,-76.8886506,7.725618,86.6542686,6.155138471,5.553016783,-0.8,0.64,-5.1,6.8,-5.4
Thu_Mar_02_2023,2252299,34999.16,1.142617,1.143508,0.7855434,0.8228771,0.816557,2,30.1,20,9.621398,800,103.1779,20.74575,5.810517578,-76.88115,8.100648,87.021798,6.231418746,5.613488341,-0.8,0.65,-5.1,6.6,-5.6
Thu_Mar_02_2023,2258440,34998.8,1.14851,1.148904,0.7917325,0.8266242,0.8181983,0.9,30.1,20,9.621398,800,103.1779,20.88736,5.756079102,-76.88115,6.525522,85.446672,6.171942643,5.703331799,-0.8,0.66,-5.1,7,-5.2
Thu_Mar_02_2023,2264580,35002.53,1.14526,1.144983,0.7898577,0.827338,0.8116906,-0.1,30.1,20,9.621398,800,103.1779,20.92201,5.690375977,-76.88115,6.900552,85.821702,6.100159485,5.813908362,-0.8,0.67,-5.1,6,-6.2
Thu_Mar_02_2023,2270721,34995.04,1.148047,1.152223,0.7939146,0.8338343,0.8238371,-0.3,30.1,20,9.621398,800,103.1779,20.48976,5.777567383,-76.8886506,5.925474,84.8541246,6.195419407,5.616943859,-0.8,0.68,-5.1,6.6,-5.6
Thu_Mar_02_2023,2276861,34998.87,1.148199,1.147465,0.7978484,0.8335306,0.8221352,-0.5,30.1,20,9.621398,800,103.1779,21.47851,5.831299316,-76.88115,6.675534,85.596684,6.254123584,5.656682311,-0.8,0.69,-5.1,5.8,-6.4
Thu_Mar_02_2023,2283002,35000.64,1.148372,1.148836,0.7979944,0.8248158,0.818315,-1.3,30.1,20,9.621398,800,103.1779,21.65783,5.890575684,-76.88115,5.100408,84.021558,6.318885266,5.806997327,-0.8,0.7,-5.1,5.2,-7
Thu_Mar_02_2023,2289143,35003.62,1.147798,1.144693,0.7899759,0.826407,0.8126532,-1.6,30.1,20,9.621398,800,103.1779,21.82889,5.818276855,-76.88115,5.62545,84.5466,6.239896051,5.65841007,-0.8,0.71,-5.1,4.2,-8
Thu_Mar_02_2023,2295283,34997.52,1.144078,1.144007,0.7938511,0.8285882,0.8183748,-2.7,30.1,20,9.621398,800,103.1779,21.54397,5.736937012,-76.88115,5.325426,84.246576,6.151029184,5.796630774,-0.8,0.72,-5.1,4.5,-7.7
Thu_Mar_02_2023,2301425,35004.46,1.153587,1.153688,0.7975698,0.8316204,0.8244612,-2.6,30.1,20,9.621398,800,103.1779,21.43152,5.827263672,-76.88115,5.25042,84.17157,6.249714489,5.596210753,-0.8,0.73,-5.1,6,-6.2
Thu_Mar_02_2023,2307553,35004.6,1.151623,1.150092,0.7949568,0.8287692,0.8166159,-3.5,30.1,20,9.621398,800,103.1779,21.23219,5.82854541,-76.88115,4.050324,82.971474,6.251114837,5.84500802,-0.8,0.74,-5.1,1.7,-10.5
Thu_Mar_02_2023,2313690,35002.46,1.147334,1.146286,0.7949755,0.8261921,0.8208128,-3.4,30.1,20,9.621398,800,103.1779,20.77182,5.860924316,-76.88115,5.25042,84.17157,6.286490021,5.691237487,-0.8,0.75,-5.1,4,-8.2
Thu_Mar_02_2023,2319830,34997.98,1.14788,1.149187,0.7926021,0.8264786,0.824056,-4.3,30.2,20,9.621398,800,103.1779,21.05945,5.879046387,-76.88115,4.275342,83.196492,6.306289071,5.798358533,-0.8,0.76,-5.1,4.3,-7.9
Thu_Mar_02_2023,2325971,35008.19,1.149431,1.148313,0.7948188,0.8317008,0.8249464,-5.1,30.2,20,9.621398,800,103.1779,21.2701,5.862200195,-76.88115,4.50036,83.42151,6.287883967,5.703331799,-0.8,0.77,-5.1,5.6,-6.6
Thu_Mar_02_2023,2332112,35000.34,1.154013,1.154329,0.7955135,0.8247891,0.815705,-4.8,30.2,20,9.621398,800,103.1779,21.46152,5.787737305,-76.88115,4.725378,83.646528,6.206530432,5.756892322,-0.8,0.78,-5.1,2.2,-10
Thu_Mar_02_2023,2338252,35000.65,1.15049,1.150519,0.7908652,0.8252294,0.8192705,-6.3,30.2,20,9.621398,800,103.1779,21.82411,5.937158203,-76.88115,2.850228,81.771378,6.369778437,5.841552503,-0.8,0.79,-5.1,1.6,-10.6
