Time,Time_ms,Motor_speed_rpm,BLDC_Q_curent_for_monitoring,Filtered_Q_current_A,BLDC_Ph_A_amps_abs_A,BLDC_Ph_B_amps_abs_A,BLDC_Ph_C_amps_abs_A,Purge_pressure_mHg,ivp_purge_temperature_C,Purge_add_flow_rate_mlph,Purge_add_speed_rpm,Purge_circulate_flow_rate_mlph,Purge_circulate_speed_rpm,BLDC_watts_W,Flow_Original_lpm,Input_pressure_mmHg,Output_pressure_mmHg,Net_pressure_mmHg,Flow_lpm,Flow_from_M01_lpm,aortic_Pressure_mmHg,DC_Valve,Input_pressure_from_M04_mmHg,Output_pressure_from_M04_mmHg,Net_pressure_from_M04_mmHg
Thu_Mar_02_2023,776321,20002.11,0.5415685,0.5408497,0.3714223,0.3904487,0.3861733,91.4,27.3,20,9.621398,800,103.1779,5.291579,4.4599375,-50.5615446,-33.902712,18.6988326,4.755858735,4.331491312,-0.8,0.41,-5.1,-32.9,-45.1
Thu_Mar_02_2023,782462,20004.13,0.537637,0.5377078,0.3725845,0.3912001,0.385068,89.2,27.4,20,9.621398,800,103.1779,5.278859,4.503108887,-52.5342024,-36.827946,17.7462564,4.803025114,4.630393584,-0.9,0.42,-5.1,-35,-47.2
Thu_Mar_02_2023,788583,20002.11,0.5374935,0.5374248,0.3712295,0.3867332,0.3831737,86.5,27.4,20,9.621398,800,103.1779,5.639985,4.582159668,-53.0817462,-37.803024,17.1012048,4.889391094,4.43515684,-0.9,0.43,-5.1,-36.7,-48.9
Thu_Mar_02_2023,794719,20000.03,0.5361065,0.5357099,0.3680345,0.3870646,0.384293,85.8,27.4,20,9.621398,800,103.1779,6.019532,4.582470703,-54.0493236,-38.928114,17.1612096,4.889730911,4.476623051,-0.8,0.44,-5.1,-37.1,-49.3
Thu_Mar_02_2023,800858,19996.23,0.5386846,0.5402277,0.3695635,0.3877997,0.3810009,82.5,27.4,20,9.621398,800,103.1779,6.04022,4.617443848,-54.491859,-41.703336,14.828523,4.927940399,4.595838408,-0.9,0.45,-5.1,-42.9,-55.1
Thu_Mar_02_2023,807000,20002.14,0.5356442,0.5346683,0.3731487,0.3876504,0.3833553,81.9,27.4,20,9.621398,800,103.1779,5.776203,4.701439453,-57.0345624,-42.37839,16.6961724,5.019708787,4.571649785,-0.9,0.46,-5.1,-43.2,-55.4
Thu_Mar_02_2023,813140,19998.03,0.5371651,0.5364099,0.3682756,0.3891133,0.3818683,79.5,27.4,20,9.621398,800,103.1779,5.780721,4.693698242,-57.1395708,-43.50348,15.6760908,5.011251221,4.606204961,-0.9,0.47,-5.1,-44.4,-56.6
Thu_Mar_02_2023,819281,19999.86,0.5371559,0.5374865,0.3696632,0.3883204,0.3804781,79.3,27.4,20,9.621398,800,103.1779,5.513042,4.782680176,-58.729698,-45.37863,15.391068,5.108467361,4.683954107,-0.9,0.48,-5.1,-47,-59.2
Thu_Mar_02_2023,825421,20002.99,0.5331101,0.5329069,0.3693115,0.3860789,0.381422,77,27.4,20,9.621398,800,103.1779,5.566571,4.757788086,-59.2397388,-46.278702,15.0010368,5.081271808,4.566466508,-0.8,0.49,-5.1,-49.1,-61.3
Thu_Mar_02_2023,831551,19998.04,0.5347996,0.5353165,0.3633386,0.3865795,0.3798888,77.9,27.4,20,9.621398,800,103.1779,5.503869,4.79126416,-60.9648768,-47.853828,15.1510488,5.11784569,4.645943413,-0.9,0.5,-5.1,-47.6,-59.8
Thu_Mar_02_2023,837687,20002.03,0.5321083,0.5331956,0.3680059,0.384138,0.3780741,76.2,27.5,20,9.621398,800,103.1779,5.33748,4.761348145,-61.1523918,-49.203936,13.9884558,5.085161307,4.806624982,-0.8,0.51,-5.1,-47.9,-60.1
Thu_Mar_02_2023,843837,20002.09,0.5335484,0.5342249,0.3679901,0.3868913,0.3815665,73.4,27.5,20,9.621398,800,103.1779,5.775604,4.850131348,-62.742519,-48.303864,16.478655,5.182160327,4.88091861,-0.9,0.52,-5.1,-48.6,-60.8
Thu_Mar_02_2023,849978,19997.45,0.5337475,0.5328691,0.3676756,0.3873877,0.3797672,71.8,27.5,20,9.621398,800,103.1779,5.583492,4.802111816,-62.9450352,-49.803984,15.1810512,5.129697166,4.834269122,-0.8,0.53,-5.1,-51.2,-63.4
Thu_Mar_02_2023,856118,19999.97,0.5360293,0.5352844,0.3708091,0.3883962,0.3836329,71.9,27.5,20,9.621398,800,103.1779,6.015975,4.918655762,-65.2852224,-52.12917,15.1960524,5.257025851,4.80835274,-0.9,0.54,-5.1,-52.2,-64.4
Thu_Mar_02_2023,862259,20003.76,0.5331291,0.5307483,0.3682968,0.3883223,0.3807701,70.7,27.5,20,9.621398,800,103.1779,5.446661,4.917468262,-65.9377746,-52.354188,15.6235866,5.255728462,4.841180158,-0.7,0.55,-5.1,-53.5,-65.7
Thu_Mar_02_2023,868401,19999.32,0.5339234,0.5334834,0.3687294,0.3850525,0.3786206,71,27.5,20,9.621398,800,103.1779,5.417698,4.933393066,-66.8003436,-51.604128,17.2362156,5.273126916,4.861913263,-0.9,0.56,-5.1,-51.5,-63.7
Thu_Mar_02_2023,874529,19999.97,0.5333537,0.5341236,0.3660569,0.3844719,0.3797746,70,27.5,20,9.621398,800,103.1779,5.40344,4.942980957,-65.030202,-54.679374,12.390828,5.283602051,4.844635675,-0.9,0.57,-5.1,-54.6,-66.8
Thu_Mar_02_2023,880666,20000.6,0.5325488,0.5323867,0.3683272,0.3881804,0.3802881,69.6,27.5,20,9.621398,800,103.1779,5.664101,5.02304541,-67.0028598,-53.62929,15.4135698,5.371075505,4.893012922,-0.8,0.58,-5.1,-51.1,-63.3
Thu_Mar_02_2023,886806,20002.79,0.5323004,0.5322283,0.3679378,0.3849026,0.3801531,69.1,27.5,20,9.621398,800,103.1779,5.956719,4.957737793,-68.3829702,-56.479518,13.9434522,5.299724454,4.972489826,-0.8,0.59,-5.1,-52.1,-64.3
Thu_Mar_02_2023,892947,20000.89,0.5324917,0.5318758,0.3673249,0.3866633,0.3803936,68.6,27.5,20,9.621398,800,103.1779,5.601218,4.993231934,-68.0079402,-54.904392,15.1435482,5.33850315,4.944845686,-0.8,0.6,-5.1,-57.4,-69.6
Thu_Mar_02_2023,899088,19999.97,0.533076,0.5328302,0.3663529,0.3831012,0.3807102,68.7,27.5,20,9.621398,800,103.1779,5.69354,5.026799316,-69.2530398,-56.704536,14.5885038,5.375176791,4.830813605,-0.9,0.61,-5.1,-54.5,-66.7
Thu_Mar_02_2023,905229,20000.21,0.5337805,0.5338029,0.3674738,0.3866946,0.38108,68.3,27.6,20,9.621398,800,103.1779,5.603677,5.05354834,-69.0730254,-53.854308,17.2587174,5.404401114,4.91029051,-0.9,0.62,-5.1,-53.7,-65.9
Thu_Mar_02_2023,911370,20000.72,0.5330785,0.5327731,0.3679736,0.3867551,0.3796275,66.7,27.6,20,9.621398,800,103.1779,5.18663,5.023337402,-69.0130206,-55.729458,15.3235626,5.371394518,4.860185504,-0.8,0.63,-5.1,-53.5,-65.7
Thu_Mar_02_2023,917510,19998.62,0.5329572,0.5330518,0.3662857,0.3834271,0.3785167,65.9,27.6,20,9.621398,800,103.1779,5.168695,5.042448242,-70.543143,-57.979638,14.603505,5.392273836,5.112438289,-0.9,0.64,-5.1,-57,-69.2
Thu_Mar_02_2023,923651,19999.56,0.5330657,0.532257,0.3646083,0.3847974,0.3785288,66,27.6,20,9.621398,800,103.1779,5.589688,5.019193359,-68.667993,-56.854548,13.853445,5.366866994,5.043327937,-0.8,0.65,-5.1,-55.7,-67.9
Thu_Mar_02_2023,929792,19999.59,0.5323656,0.5324929,0.3658157,0.385076,0.3806332,66.4,27.6,20,9.621398,800,103.1779,5.305219,5.035950195,-69.8905908,-56.929554,15.0010368,5.385174473,5.013956038,-0.9,0.66,-5.1,-57.6,-69.8
Thu_Mar_02_2023,935932,20000.12,0.5318294,0.5314764,0.3665716,0.3867794,0.3800118,66.9,27.6,20,9.621398,800,103.1779,5.626524,5.047877441,-71.518221,-57.37959,16.178631,5.398205442,5.000133967,-0.9,0.67,-5.1,-57.1,-69.3
Thu_Mar_02_2023,942066,20005.16,0.5287588,0.5286942,0.3673574,0.3827457,0.3765221,66.6,27.6,20,9.621398,800,103.1779,5.920902,5.108337402,-70.3856304,-57.679614,14.7460164,5.464260245,5.103799495,-0.8,0.68,-5.1,-57,-69.2
Thu_Mar_02_2023,948198,19998.99,0.5325483,0.5329795,0.3659921,0.3866463,0.3791718,66.8,27.6,20,9.621398,800,103.1779,5.880331,5.074054199,-71.3982114,-58.354668,15.0835434,5.426804544,5.051966731,-0.9,0.69,-5.1,-57,-69.2
Thu_Mar_02_2023,954338,20001.75,0.5295698,0.5298018,0.3661036,0.3814502,0.3760709,66.3,27.6,20,9.621398,800,103.1779,5.555542,5.106953125,-70.9706772,-57.454596,15.5560812,5.46274787,5.05369449,-0.9,0.7,-5.1,-58.3,-70.5
Thu_Mar_02_2023,960479,20000,0.5311159,0.5309917,0.3641601,0.3847859,0.3787142,65.5,27.6,20,9.621398,800,103.1779,5.605141,5.034148438,-69.8755896,-55.729458,16.1861316,5.383205984,5.08306639,-0.8,0.71,-5.1,-59.6,-71.8
Thu_Mar_02_2023,966620,19999.31,0.5324212,0.5334646,0.3658071,0.3812047,0.3776273,65,27.6,20,9.621398,800,103.1779,5.243768,5.035385254,-72.1632726,-59.779782,14.4234906,5.384557253,4.936206892,-0.8,0.72,-5.1,-61.6,-73.8
Thu_Mar_02_2023,972760,19999.28,0.5325691,0.5317022,0.3650355,0.3835228,0.3802216,63.1,27.6,20,9.621398,800,103.1779,5.524032,5.052795898,-69.5080602,-56.854548,14.6935122,5.403579043,5.026050349,-0.8,0.73,-5.1,-59,-71.2
Thu_Mar_02_2023,978902,19997.07,0.531009,0.5303984,0.3656708,0.3817527,0.3738683,63.7,27.6,20,9.621398,800,103.1779,5.670859,5.081294922,-71.9382546,-55.954476,18.0237786,5.434715309,4.92411258,-0.8,0.74,-5.1,-62.1,-74.3
Thu_Mar_02_2023,991082,20002.38,0.5308797,0.5307225,0.3683881,0.3839546,0.379075,63.9,27.6,20,9.621398,800,103.1779,5.542332,5.111570801,-72.8158248,-58.579686,16.2761388,5.467792856,4.915473786,-0.7,0.75,-5.1,-62.5,-74.7
Thu_Mar_02_2023,997213,20000.87,0.5301481,0.5298266,0.3663687,0.3856696,0.3791586,62.5,27.7,20,9.621398,800,103.1779,5.776946,5.141443848,-72.6283098,-59.62977,15.0385398,5.500430294,5.103799495,-0.8,0.76,-5.1,-61.5,-73.7
Thu_Mar_02_2023,1003354,20002.6,0.5316551,0.5310396,0.3657672,0.3838981,0.3802065,64.4,27.7,20,9.621398,800,103.1779,5.391509,5.115180176,-73.2283578,-58.50468,16.7636778,5.471736235,4.818719293,-0.7,0.77,-5.1,-61.6,-73.8
Thu_Mar_02_2023,1009494,19998.66,0.5318002,0.5315318,0.3629726,0.3847403,0.3773106,63.9,27.7,20,9.621398,800,103.1779,5.21904,4.837635742,-71.668233,-61.279902,12.428331,5.168508404,5.103799495,-0.9,0.78,-5.1,-61.1,-73.3
Thu_Mar_02_2023,1015635,20002.51,0.5300635,0.5293019,0.3666132,0.3857266,0.3793753,64.6,27.7,20,9.621398,800,103.1779,5.502857,5.095237793,-71.5107204,-60.0048,13.5459204,5.449948425,5.089977425,-0.9,0.79,-5.1,-58,-70.2
Thu_Mar_02_2023,1032948,24999.19,0.8338993,0.8343343,0.5737554,0.5982522,0.5947195,92,27.7,20,9.621398,800,103.1779,11.08333,0.092728722,9.4957596,137.26098,129.8052204,0.072919822,0.088115699,-0.8,0.1,-5.1,140.6,128.4
Thu_Mar_02_2023,1039088,25000.93,0.8279023,0.8289895,0.5730099,0.597244,0.5875672,102.4,27.7,20,9.621398,800,103.1779,10.52875,0.084463409,9.5032602,138.086046,130.6227858,0.064654509,0.044921729,-0.9,0.11,-5.1,141.3,129.1
Thu_Mar_02_2023,1045230,24999.29,0.8307895,0.830681,0.5708756,0.5950349,0.591688,114,27.7,20,9.621398,800,103.1779,10.35364,0.081675049,9.4957596,137.786022,130.3302624,0.061866149,0.041466211,-0.8,0.12,-5.1,140.7,128.5
Thu_Mar_02_2023,1051370,25001.32,0.830173,0.8296623,0.5730187,0.6001061,0.593617,119.9,27.7,20,9.621398,800,103.1779,10.79875,0.080780563,9.5182614,137.711016,130.2327546,0.060971663,0.074293628,-0.8,0.13,-5.1,142,129.8
Thu_Mar_02_2023,1057510,24999.69,0.8287829,0.8280502,0.5736571,0.5969465,0.5896093,124,27.7,20,9.621398,800,103.1779,10.78384,0.080860764,9.6457716,137.786022,130.1802504,0.061051864,0.076021387,-0.7,0.14,-5.1,140.9,128.7
Thu_Mar_02_2023,1063651,25000.74,0.820631,0.8207679,0.5649157,0.5896816,0.5840994,128.7,27.7,20,9.621398,800,103.1779,10.76121,0.35057135,9.3457476,131.710536,124.4047884,0.33076245,0.295446755,-0.9,0.15,-5.1,133.6,121.4
Thu_Mar_02_2023,1069792,25000.32,0.8138312,0.8137528,0.560518,0.5857254,0.5796807,131.7,27.7,20,9.621398,800,103.1779,10.5631,0.641630493,8.3106648,125.110008,118.8393432,0.621821593,0.665187138,-0.8,0.16,-5.1,127.8,115.6
Thu_Mar_02_2023,1075933,24998.53,0.8084671,0.8079177,0.5571126,0.5819207,0.5786267,132.7,27.8,20,9.621398,800,103.1779,10.51281,0.806176086,7.3430874,120.609648,115.3065606,0.786367186,0.818957671,-0.8,0.17,-5.1,123.7,111.5
Thu_Mar_02_2023,1082059,25001.24,0.7957059,0.7954113,0.5502349,0.57248,0.5681401,134,27.8,20,9.621398,800,103.1779,9.856806,1.143125488,5.5204416,111.533922,108.0534804,1.143125488,1.171420466,-0.9,0.18,-5.1,113,100.8
Thu_Mar_02_2023,1088197,24999.58,0.7852137,0.7848253,0.5414997,0.5646215,0.5583159,134.1,27.8,20,9.621398,800,103.1779,9.58405,1.551830566,2.1301704,96.907752,96.8175816,1.578641502,1.592993614,-0.8,0.19,-5.1,99.6,87.4
Thu_Mar_02_2023,1094338,24999.22,0.7820194,0.7819068,0.5402901,0.5647306,0.5559723,133.5,27.8,20,9.621398,800,103.1779,9.988938,1.737384033,0.300024,92.707416,94.447392,1.781365709,1.68456483,-0.7,0.2,-5.1,94,81.8
Thu_Mar_02_2023,1100478,24999.34,0.772157,0.7715592,0.534491,0.5553088,0.5495957,133.1,27.8,20,9.621398,800,103.1779,10.32951,2.085226807,-4.5453636,80.781462,87.3668256,2.161397145,1.964461756,-0.9,0.21,-5.1,83.5,71.3
Thu_Mar_02_2023,1106619,25000.35,0.7649082,0.765053,0.5319147,0.5530487,0.5452523,131.9,27.8,20,9.621398,800,103.1779,9.835064,2.404761719,-8.7832026,71.405712,82.2289146,2.510501168,2.360118521,-0.9,0.22,-5.1,73.5,61.3
Thu_Mar_02_2023,1112760,25002.1,0.7620066,0.7625327,0.524589,0.5496873,0.5418712,130,27.8,20,9.621398,800,103.1779,9.898449,2.686237061,-12.6610128,62.555004,77.2560168,2.818023665,2.54844423,-0.9,0.23,-5.1,66.6,54.4
Thu_Mar_02_2023,1118901,24999.89,0.7603499,0.7603207,0.525898,0.5476857,0.540368,127.5,27.8,20,9.621398,800,103.1779,9.480811,2.817526123,-15.8037642,59.704776,77.5485402,2.96146195,2.771325115,-0.9,0.24,-5.1,60.9,48.7
Thu_Mar_02_2023,1125027,24999.61,0.7576366,0.7580461,0.5230862,0.5458561,0.5409549,124.9,27.8,20,9.621398,800,103.1779,9.775956,3.088810059,-21.1366908,51.304104,74.4807948,3.257849949,3.058133076,-0.9,0.25,-5.1,52.6,40.4
Thu_Mar_02_2023,1131150,24999.48,0.7542084,0.7539722,0.5204039,0.5394023,0.5383165,123.2,27.8,20,9.621398,800,103.1779,9.647593,3.309881348,-25.3370268,43.578486,70.9555128,3.499378726,3.260280856,-0.9,0.26,-5.1,45.4,33.2
Thu_Mar_02_2023,1137290,25001.34,0.752423,0.7512754,0.5201424,0.5417337,0.5350173,119.1,27.8,20,9.621398,800,103.1779,9.447188,3.400183105,-27.4296942,39.603168,69.0728622,3.598036825,3.26891965,-0.7,0.27,-5.1,42,29.8
Thu_Mar_02_2023,1143433,25004.44,0.746722,0.7463622,0.5169814,0.5409814,0.5306295,118.4,27.9,20,9.621398,800,103.1779,9.653849,3.570438721,-31.1199894,34.277742,67.4377314,3.784047548,3.477978464,-0.8,0.28,-5.1,35.5,23.3
Thu_Mar_02_2023,1149563,25000.54,0.7476373,0.7476526,0.5179575,0.538496,0.5328268,116.3,27.9,20,9.621398,800,103.1779,9.422368,3.736942383,-34.2627408,29.25234,65.5550808,3.96595912,3.607560374,-0.7,0.29,-5.1,29.9,17.7
Thu_Mar_02_2023,1155699,24998.83,0.7444925,0.744674,0.5120712,0.5389305,0.5297887,112.3,27.9,20,9.621398,800,103.1779,9.54007,3.858801025,-37.277982,24.601968,63.91995,4.099094314,3.783791772,-0.9,0.3,-5.1,23.6,11.4
Thu_Mar_02_2023,1161839,25003.56,0.7426797,0.7417001,0.514869,0.5343941,0.5300307,110,27.9,20,9.621398,800,103.1779,9.975485,3.892411865,-38.553084,21.301704,61.894788,4.135815432,3.826985742,-0.9,0.31,-5.1,23,10.8
Thu_Mar_02_2023,1167979,25002.6,0.7396464,0.7392747,0.5106997,0.5333631,0.5256544,106,27.9,20,9.621398,800,103.1779,9.29591,4.040924561,-42.153372,17.926434,62.119806,4.29807119,3.999761622,-0.8,0.32,-5.1,17.4,5.2
Thu_Mar_02_2023,1174120,25002.42,0.7385932,0.7387033,0.5108618,0.5323657,0.5285991,103.8,27.9,20,9.621398,800,103.1779,9.316462,4.059364502,-43.278462,15.826266,61.144728,4.318217526,4.029133522,-0.8,0.33,-5.1,17.2,5
Thu_Mar_02_2023,1180262,25000.9,0.736945,0.736973,0.5085521,0.531644,0.5259098,101.7,27.9,20,9.621398,800,103.1779,9.251696,4.220036133,-46.428714,11.400912,59.869626,4.493757383,4.11724922,-0.8,0.34,-5.1,13.5,1.3
Thu_Mar_02_2023,1186402,25001.55,0.735785,0.7356533,0.5097646,0.5303326,0.5232207,99.5,27.9,20,9.621398,800,103.1779,9.377803,4.254759766,-47.9438352,9.450756,59.4345912,4.53169427,4.072327492,-0.8,0.35,-5.1,9.7,-2.5
Thu_Mar_02_2023,1192531,24999.41,0.7339118,0.7343869,0.508893,0.5286211,0.5238019,96.7,27.9,20,9.621398,800,103.1779,9.785526,4.29726709,-49.1964354,6.900552,58.1369874,4.578135136,4.194998366,-0.9,0.36,-5.1,4.8,-7.4
Thu_Mar_02_2023,1198668,25000.33,0.7325603,0.7334054,0.5057917,0.5294417,0.5226373,93.7,28,20,9.621398,800,103.1779,9.561271,4.412023438,-50.9140728,4.87539,57.8294628,4.703510802,4.30557493,-0.8,0.37,-5.1,3.1,-9.1
Thu_Mar_02_2023,1204807,25000.36,0.7325239,0.7317829,0.5065115,0.5283738,0.5215708,94.6,28,20,9.621398,800,103.1779,9.790562,4.510123047,-53.6892948,-1.200096,54.5291988,4.81068835,4.393690628,-0.9,0.38,-5.1,-0.5,-12.7
Thu_Mar_02_2023,1210949,25001.11,0.7312953,0.7315592,0.5054373,0.5262405,0.5231237,89,28,20,9.621398,800,103.1779,9.484367,4.532131836,-54.7693812,-1.425114,55.3842672,4.834733788,4.421334769,-0.7,0.39,-5.1,-0.7,-12.9
Thu_Mar_02_2023,1217089,24998.05,0.7305174,0.7309355,0.5046669,0.5274873,0.5191507,89,28,20,9.621398,800,103.1779,9.1581,4.533471191,-56.104488,-3.450276,54.694212,4.836197084,4.493900639,-0.8,0.4,-5.1,-2.3,-14.5
Thu_Mar_02_2023,1223230,25003.12,0.7280842,0.7271062,0.5023855,0.5267523,0.5171909,85.1,28,20,9.621398,800,103.1779,9.037833,4.652384277,-58.767201,-5.700456,55.106745,4.966114145,4.606204961,-0.8,0.41,-5.1,-6.5,-18.7
Thu_Mar_02_2023,1229370,25001.3,0.7260395,0.7263018,0.5035931,0.5233057,0.5183837,83.4,28,20,9.621398,800,103.1779,9.281394,4.666712891,-59.9372946,-9.075726,52.9015686,4.981768699,4.62175479,-0.9,0.42,-5.1,-9.8,-22
Thu_Mar_02_2023,1235511,24998.42,0.7251935,0.725792,0.5022595,0.5244627,0.5180798,80,28,20,9.621398,800,103.1779,9.004661,4.784664063,-62.780022,-12.450996,52.369026,5.110634833,4.66494876,-0.8,0.43,-5.1,-10.4,-22.6
Thu_Mar_02_2023,1241651,25000.38,0.7249041,0.7246301,0.5000253,0.524817,0.5166905,79.5,28,20,9.621398,800,103.1779,9.539987,4.745309082,-63.9126126,-12.976038,52.9765746,5.067638023,4.728875836,-0.7,0.44,-5.1,-16.1,-28.3
Thu_Mar_02_2023,1247792,24998.59,0.7242702,0.7243258,0.4983406,0.524406,0.5164261,76.4,28.1,20,9.621398,800,103.1779,9.589458,4.855624512,-65.4502356,-16.351308,51.1389276,5.188161818,4.832541364,-0.9,0.45,-5.1,-13.9,-26.1
Thu_Mar_02_2023,1253933,25000.52,0.7259807,0.7261385,0.5000868,0.5231643,0.5190414,76.7,28.1,20,9.621398,800,103.1779,9.758127,4.920666992,-67.4153928,-18.00144,51.4539528,5.259223197,4.915473786,-0.7,0.46,-5.1,-23.3,-35.5
Thu_Mar_02_2023,1260073,25001.14,0.7251059,0.7263831,0.5010566,0.5235858,0.5184837,73.6,28.1,20,9.621398,800,103.1779,9.679524,4.992819336,-67.2728814,-18.676494,50.6363874,5.338052372,4.832541364,-0.8,0.47,-5.1,-21.1,-33.3
Thu_Mar_02_2023,1266215,24999.01,0.7238401,0.7241427,0.4990261,0.5224354,0.5134895,71.9,28.1,20,9.621398,800,103.1779,9.276175,4.891870605,-67.2278778,-19.426554,49.8413238,5.227762051,4.899923957,-0.8,0.48,-5.1,-23.3,-35.5
Thu_Mar_02_2023,1272356,25000.38,0.7221444,0.7226125,0.4993062,0.5217936,0.5162243,71.4,28.1,20,9.621398,800,103.1779,9.249154,5.049172852,-69.2005356,-23.476878,47.7636576,5.399620727,4.855002228,-0.8,0.49,-5.1,-22.4,-34.6
Thu_Mar_02_2023,1278495,25001.46,0.7231418,0.7225848,0.4971816,0.5189993,0.5160292,67.1,28.1,20,9.621398,800,103.1779,9.332005,5.042526855,-70.1606124,-22.351788,49.8488244,5.392359724,5.032961384,-0.8,0.5,-5.1,-26.3,-38.5
Thu_Mar_02_2023,1284637,24997.87,0.7217024,0.7214164,0.4968342,0.5232667,0.5138307,67.8,28.1,20,9.621398,800,103.1779,9.121622,5.08672998,-71.6157288,-23.026842,50.6288868,5.440653316,5.013956038,-0.8,0.51,-5.1,-24.5,-36.7
Thu_Mar_02_2023,1290778,25001.32,0.720663,0.720791,0.4978105,0.5210931,0.5132196,67,28.1,20,9.621398,800,103.1779,9.263402,5.063227051,-72.1257696,-23.326866,50.8389036,5.414975473,4.920657062,-0.8,0.52,-5.1,-23.8,-36
Thu_Mar_02_2023,1296918,25003.27,0.7208174,0.7202402,0.497273,0.52102,0.5128242,67.7,28.1,20,9.621398,800,103.1779,9.23001,5.124071777,-73.6858944,-26.552124,49.9013286,5.481450647,4.989767414,-0.8,0.53,-5.1,-24.8,-37
Thu_Mar_02_2023,1303051,25002.31,0.7230257,0.7229224,0.4999111,0.5217116,0.5167283,65.1,28.1,20,9.621398,800,103.1779,9.506303,5.163458984,-75.006,-28.87731,48.16869,5.524482666,5.079610872,-0.8,0.54,-5.1,-28.4,-40.6
Thu_Mar_02_2023,1309183,24999.7,0.7212282,0.7212877,0.4960764,0.5209723,0.5149155,66.1,28.2,20,9.621398,800,103.1779,9.896622,5.188849121,-76.4986194,-31.427514,47.1111054,5.552222355,5.091705184,-0.8,0.55,-5.1,-29.3,-41.5
Thu_Mar_02_2023,1315324,24999.44,0.720593,0.7211338,0.4994869,0.5219231,0.5156669,65.7,28.2,20,9.621398,800,103.1779,8.823384,5.190447754,-76.4161128,-30.227418,48.2286948,5.553968922,5.148721224,-0.8,0.56,-5.1,-33.2,-45.4
Thu_Mar_02_2023,1321465,25002.24,0.7210741,0.7210293,0.4993815,0.5208551,0.5180969,64.5,28.2,20,9.621398,800,103.1779,9.006173,5.17767334,-76.88115,-31.50252,47.41863,5.540012389,5.121077083,-0.8,0.57,-5.1,-29.2,-41.4
Thu_Mar_02_2023,1327606,25006.3,0.7184703,0.7183388,0.4994749,0.51986,0.5129941,62,28.2,20,9.621398,800,103.1779,9.082735,5.265615723,-76.6411308,-29.702376,48.9787548,5.636092781,5.060605525,-0.8,0.58,-5.1,-33.9,-46.1
Thu_Mar_02_2023,1333731,25001.29,0.7192931,0.7193307,0.4993066,0.5204009,0.5124847,60.7,28.2,20,9.621398,800,103.1779,9.715589,5.198032715,-76.88115,-33.527682,45.393468,5.562255779,5.070972078,-0.8,0.59,-5.1,-31.5,-43.7
Thu_Mar_02_2023,1339872,25001.64,0.7160345,0.7166795,0.4955857,0.5172134,0.5112347,61,28.2,20,9.621398,800,103.1779,9.315499,5.200010742,-76.88115,-34.277742,44.643408,5.564416849,5.259297787,-0.8,0.6,-5.1,-36.9,-49.1
Thu_Mar_02_2023,1346012,24999.11,0.7204995,0.720235,0.4951051,0.5193642,0.5124326,57.6,28.2,20,9.621398,800,103.1779,9.454902,5.216819336,-76.88115,-31.577526,47.343624,5.582780876,5.22647037,-0.8,0.61,-5.1,-33.5,-45.7
Thu_Mar_02_2023,1352137,25001.19,0.719912,0.7201185,0.496836,0.5178574,0.5158428,57,28.2,20,9.621398,800,103.1779,9.365049,5.232055176,-76.88115,-31.87755,47.0436,5.59942661,5.309402792,-0.8,0.62,-5.1,-35,-47.2
Thu_Mar_02_2023,1358278,25001.01,0.7160205,0.714933,0.4935029,0.5160679,0.5119928,56.3,28.2,20,9.621398,800,103.1779,9.147412,5.280970215,-76.8886506,-34.427754,44.5008966,5.652868147,5.167726571,-0.8,0.63,-5.1,-37.6,-49.8
Thu_Mar_02_2023,1364419,25000.12,0.7164711,0.7170941,0.4958981,0.5169311,0.5104538,55.9,28.2,20,9.621398,800,103.1779,9.223843,5.269185059,-76.8886506,-34.352748,44.5759026,5.639992416,5.352596762,-0.8,0.64,-5.1,-35.5,-47.7
Thu_Mar_02_2023,1370546,24998.7,0.7187465,0.7196017,0.4948021,0.5192279,0.5104523,55.4,28.2,20,9.621398,800,103.1779,9.33334,5.28984082,-76.88115,-33.677694,45.243456,5.66255962,5.235109164,-0.8,0.65,-5.1,-35.3,-47.5
Thu_Mar_02_2023,1376684,25004.41,0.7165922,0.7161383,0.4959205,0.518091,0.5116739,55.4,28.3,20,9.621398,800,103.1779,8.950768,5.356553223,-76.88115,-35.777862,43.143288,5.735445452,5.117621566,-0.8,0.66,-5.1,-35.3,-47.5
Thu_Mar_02_2023,1382824,25000.6,0.7176179,0.7170288,0.4932536,0.5189817,0.5151978,55.1,28.2,20,9.621398,800,103.1779,9.544993,5.32532959,-76.88115,-35.927874,42.993276,5.701332448,5.278303134,-0.8,0.67,-5.1,-36.1,-48.3
Thu_Mar_02_2023,1388964,25001.97,0.7175663,0.7183037,0.4962193,0.5173984,0.5117742,56.6,28.3,20,9.621398,800,103.1779,9.615484,5.311418945,-76.88115,-34.87779,44.04336,5.686134541,5.134899154,-0.7,0.68,-5.1,-38.2,-50.4
Thu_Mar_02_2023,1395089,24998.02,0.7185436,0.7185099,0.4953136,0.5178726,0.5117175,57.2,28.3,20,9.621398,800,103.1779,9.500155,5.308601563,-76.88115,-37.352988,41.568162,5.683056443,5.058877766,-0.8,0.69,-5.1,-34.4,-46.6
