Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow_Original (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),Flow (lpm),,,,
Mon Jan 30 2023,1532598,35001.38,1.3001,1.299067,0.8984769,0.9333749,0.9260068,86.2,27.7,20,9.621398,800,103.1779,24.88265,3.981485107,-16.1937954,4.87539,23.9991854,4.233131331,,,,
Mon Jan 30 2023,1539597,35001.83,1.296403,1.296739,0.9061309,0.9393964,0.9236847,84.6,27.8,20,9.621398,800,103.1779,24.43075,3.996770264,-16.238799,4.725378,23.894177,4.249830945,,,,
Mon Jan 30 2023,1546596,35003.86,1.296113,1.295664,0.9025674,0.9326742,0.9205083,82.5,27.8,20,9.621398,800,103.1779,24.60195,4.094076904,-16.8538482,-1.725138,18.0587102,4.356142144,,,,
Mon Jan 30 2023,1553610,35001.68,1.297844,1.297779,0.8932638,0.93445,0.9263961,81.2,27.8,20,9.621398,800,103.1779,24.19844,4.082679199,-17.2438794,-3.150252,17.0236274,4.343689718,,,,
Mon Jan 30 2023,1560608,34997.96,1.292554,1.292714,0.8949759,0.93028,0.919861,78.6,27.9,20,9.621398,800,103.1779,24.42089,4.141850098,-18.2714616,-7.725618,13.4758436,4.408336171,,,,
Mon Jan 30 2023,1567606,35000.22,1.294585,1.294865,0.8941808,0.9305089,0.925822,75.6,27.9,20,9.621398,800,103.1779,23.89349,4.212606934,-17.8664292,-8.62569,12.1707392,4.485640701,,,,
Mon Jan 30 2023,1574605,35002.05,1.288761,1.288543,0.8977402,0.9348007,0.9249651,75.6,27.9,20,9.621398,800,103.1779,24.23084,4.269649902,-18.7064964,-14.026122,7.6103744,4.54796231,,,,
Mon Jan 30 2023,1581603,34999.37,1.293917,1.294232,0.8885877,0.9286821,0.9200961,71.8,28,20,9.621398,800,103.1779,23.95546,4.319583984,-19.0065204,-14.851188,7.0853324,4.60251719,,,,
Mon Jan 30 2023,1588601,34999.84,1.292616,1.292858,0.8965638,0.9321753,0.9235235,73.4,28,20,9.621398,800,103.1779,24.20838,4.315019043,-19.7865828,-18.00144,4.7151428,4.597529819,,,,
Mon Jan 30 2023,1595600,34998.72,1.28556,1.285637,0.8904219,0.9263856,0.9177441,68.6,28,20,9.621398,800,103.1779,24.48278,4.387970703,-19.5690654,-20.401632,2.4199592,4.677232277,,,,
Mon Jan 30 2023,1602599,35001.95,1.287014,1.287934,0.8904706,0.9267475,0.9142139,64.9,28,20,9.621398,800,103.1779,24.00494,4.342051758,-20.0866068,-20.25162,2.7649868,4.627064086,,,,
Mon Jan 30 2023,1609597,35002.41,1.278952,1.27886,0.8823406,0.9178572,0.9098551,65.5,28.1,20,9.621398,800,103.1779,24.34961,4.352582031,-20.3716296,-21.976758,1.3248716,4.638568809,,,,
Mon Jan 30 2023,1616599,35000.57,1.283941,1.283366,0.8851805,0.9223713,0.9141979,65.5,28.1,20,9.621398,800,103.1779,24.5494,4.368492676,-20.6041482,-22.801824,0.7323242,4.655951793,,,,
Mon Jan 30 2023,1623597,35000.57,1.283941,1.283366,0.8851805,0.9223713,0.9141979,65.5,28.1,20,9.621398,800,103.1779,24.5494,4.368492676,-20.6041482,-22.801824,0.7323242,4.655951793,,,,
Mon Jan 30 2023,1630602,35000.57,1.283941,1.283366,0.8851805,0.9223713,0.9141979,65.5,28.1,20,9.621398,800,103.1779,24.5494,4.368492676,-20.6041482,-22.801824,0.7323242,4.655951793,,,,
Mon Jan 30 2023,1637603,35000.57,1.283941,1.283366,0.8851805,0.9223713,0.9141979,65.5,28.1,20,9.621398,800,103.1779,24.5494,4.368492676,-20.6041482,-22.801824,0.7323242,4.655951793,,,,
Mon Jan 30 2023,1644602,35000.57,1.283941,1.283366,0.8851805,0.9223713,0.9141979,65.5,28.1,20,9.621398,800,103.1779,24.5494,4.368492676,-20.6041482,-22.801824,0.7323242,4.655951793,,,,
Mon Jan 30 2023,1651606,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1658609,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1665599,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1672601,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1679601,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1686606,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1693607,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1700608,35000.55,1.277941,1.27771,0.8881441,0.9234892,0.9138176,66.9,28.1,20,9.621398,800,103.1779,23.96184,4.403916016,-20.4166332,-23.776902,-0.4302688,4.694653136,,,,
Mon Jan 30 2023,1707612,35003.18,1.275301,1.274288,0.8836182,0.921177,0.9090755,60.4,28.2,20,9.621398,800,103.1779,23.61005,4.521157715,-21.6842346,-32.027562,-7.4133274,4.822744144,,,,
Mon Jan 30 2023,1713739,35002.06,1.273479,1.274309,0.8829486,0.919761,0.9095038,53.8,28.3,20,9.621398,800,103.1779,24.04549,4.586734863,-22.7718216,-38.478078,-12.7762564,4.894389668,,,,
Mon Jan 30 2023,1719879,34999.98,1.275703,1.275772,0.8915574,0.9248825,0.913416,55.1,28.3,20,9.621398,800,103.1779,24.16273,4.599273926,-23.064345,-38.25306,-12.258715,4.90808907,,,,
Mon Jan 30 2023,1726018,34999.25,1.278291,1.277571,0.8841577,0.9206477,0.9089506,53.4,28.4,20,9.621398,800,103.1779,24.10778,4.678325195,-22.8993318,-39.75318,-13.9238482,4.994455583,,,,
Mon Jan 30 2023,1732162,35000.39,1.273792,1.274049,0.88085,0.922228,0.907173,54.2,28.4,20,9.621398,800,103.1779,23.99846,4.673976563,-22.9218336,-38.778102,-12.9262684,4.989704537,,,,
Mon Jan 30 2023,1738301,35004.39,1.27176,1.271402,0.8836694,0.9214011,0.9124774,53.3,28.4,20,9.621398,800,103.1779,23.32185,4.657159668,-23.3943714,-39.75318,-13.4288086,4.971331441,,,,
Mon Jan 30 2023,1744442,35000.54,1.274662,1.275311,0.8828641,0.9192973,0.9111001,52.1,28.4,20,9.621398,800,103.1779,23.67813,4.678669922,-23.1543522,-39.828186,-13.7438338,4.99483221,,,,
Mon Jan 30 2023,1750583,35004.62,1.275544,1.275505,0.8755356,0.9182929,0.9124019,52.2,28.4,20,9.621398,800,103.1779,23.85522,4.683380859,-22.8468276,-39.303144,-13.5263164,4.999979088,,,,
Mon Jan 30 2023,1756724,35002.57,1.270372,1.26982,0.8858411,0.9198973,0.9074556,51.2,28.4,20,9.621398,800,103.1779,23.53927,4.657987305,-22.8093246,-39.303144,-13.5638194,4.972235666,,,,
Mon Jan 30 2023,1762864,35002.8,1.269247,1.269119,0.8818455,0.9132032,0.9098477,50.4,28.5,20,9.621398,800,103.1779,24.01969,4.666659668,-22.8843306,-40.278222,-14.4638914,4.981710552,,,,
Mon Jan 30 2023,1768990,35002.54,1.274168,1.273877,0.87672,0.9127585,0.9050099,48.9,28.5,20,9.621398,800,103.1779,24.12303,4.657079102,-23.1693534,-40.728258,-14.6289046,4.971243419,,,,
Mon Jan 30 2023,1775130,35007.82,1.273239,1.273022,0.8819985,0.9129856,0.9060649,50.8,28.5,20,9.621398,800,103.1779,24.08331,4.664171387,-23.25186,-40.203216,-14.021356,4.97899201,,,,
Mon Jan 30 2023,1781271,34998.7,1.272029,1.272263,0.8864852,0.9165455,0.9094374,50,28.5,20,9.621398,800,103.1779,24.15654,4.644456055,-23.6793942,-42.528402,-15.9190078,4.957452261,,,,
Mon Jan 30 2023,1787412,34998.47,1.271141,1.272055,0.8884161,0.9195864,0.9150863,47.7,28.5,20,9.621398,800,103.1779,23.73479,4.670809082,-23.6493918,-40.803264,-14.2238722,4.986243944,,,,
Mon Jan 30 2023,1793553,34999.27,1.275638,1.276605,0.8822466,0.9230599,0.9100754,50.1,28.5,20,9.621398,800,103.1779,23.59499,4.676842773,-23.3418672,-40.728258,-14.4563908,4.992835981,,,,
Mon Jan 30 2023,1799694,35002.41,1.274657,1.274933,0.8824937,0.9172264,0.9033965,52,28.5,20,9.621398,800,103.1779,23.74818,4.690549805,-23.4093726,-40.87827,-14.5388974,5.007811433,,,,
Mon Jan 30 2023,1805834,35000.43,1.272757,1.27309,0.8777562,0.9154295,0.9036894,50.6,28.5,20,9.621398,800,103.1779,23.9508,4.664247559,-23.6418912,-41.103288,-14.5313968,4.979075231,,,,
Mon Jan 30 2023,1811962,35001.02,1.271672,1.271234,0.8797041,0.9179595,0.9101602,50.6,28.6,20,9.621398,800,103.1779,24.12253,4.678677734,-23.4168732,-40.50324,-14.1563668,4.994840746,,,,
