Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow_Original (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),Flow (lpm),,,,
Mon Jan 30 2023,716071,25001.36,0.8047372,0.8050271,0.5586768,0.5786352,0.5729952,74.1,25.4,20,9.621398,800,103.1779,10.3893,4.16993457,-18.3164652,-48.828906,-27.5824408,4.439019524,,,,
Mon Jan 30 2023,722211,25000.34,0.8047701,0.8053206,0.5540256,0.5831648,0.5724497,74.4,25.4,20,9.621398,800,103.1779,10.35032,4.153283203,-18.8415072,-53.704296,-31.9327888,4.420827273,,,,
Mon Jan 30 2023,728352,25002.06,0.8048623,0.8043677,0.5561395,0.5808648,0.570338,73.1,25.5,20,9.621398,800,103.1779,10.31861,4.18553418,-19.2990438,-53.62929,-31.4002462,4.456062689,,,,
Mon Jan 30 2023,734494,25001.77,0.8071065,0.8067728,0.5579169,0.5826932,0.5728342,73.3,25.5,20,9.621398,800,103.1779,10.36228,4.225318848,-18.9690174,-53.554284,-31.6552666,4.49952895,,,,
Mon Jan 30 2023,740633,25002.29,0.8062849,0.8062328,0.5590947,0.582498,0.5719669,74.8,25.5,20,9.621398,800,103.1779,10.68163,4.232280273,-19.4040522,-54.75438,-32.4203278,4.507134572,,,,
Mon Jan 30 2023,746774,25002.35,0.805005,0.8052379,0.556688,0.5817768,0.5734154,71.2,25.5,20,9.621398,800,103.1779,10.51103,4.250276367,-19.1565324,-54.829386,-32.7428536,4.526795987,,,,
Mon Jan 30 2023,752915,25000.46,0.8040999,0.8035505,0.5550476,0.5778692,0.5736389,73.1,25.5,20,9.621398,800,103.1779,10.39692,4.218535645,-19.914093,-52.354188,-29.510095,4.492118043,,,,
Mon Jan 30 2023,759058,24998.29,0.8053667,0.8056218,0.5553218,0.5798252,0.5761243,70.9,25.5,20,9.621398,800,103.1779,10.1613,4.276478516,-19.576566,-55.729458,-33.222892,4.555422829,,,,
Mon Jan 30 2023,765199,25003.33,0.8027154,0.8021967,0.5533523,0.5803612,0.5756232,72.6,25.5,20,9.621398,800,103.1779,10.24402,4.24570752,-19.7865828,-57.00456,-34.2879772,4.521804348,,,,
Mon Jan 30 2023,771339,25001.89,0.8038199,0.8027223,0.557559,0.5795427,0.5711371,72.3,25.6,20,9.621398,800,103.1779,10.30529,4.25787207,-19.2690414,-54.829386,-32.6303446,4.535094581,,,,
Mon Jan 30 2023,777479,25002.91,0.8019993,0.8017399,0.5530413,0.5810992,0.571086,70,25.6,20,9.621398,800,103.1779,10.37708,4.287611328,-20.0041002,-57.229578,-34.2954778,4.56758585,,,,
Mon Jan 30 2023,783621,24997.34,0.8047915,0.8055415,0.5537671,0.5751595,0.5752736,70.4,25.6,20,9.621398,800,103.1779,10.65861,4.287046387,-19.9440954,-55.279422,-32.4053266,4.56696863,,,,
Mon Jan 30 2023,789762,24999.28,0.805757,0.8065504,0.5563437,0.5768369,0.5754414,69.1,25.6,20,9.621398,800,103.1779,10.54547,4.303366211,-19.50156,-57.604608,-35.173048,4.584798657,,,,
Mon Jan 30 2023,795902,24999.38,0.802457,0.8026698,0.5556072,0.5763837,0.5710877,72.4,25.6,20,9.621398,800,103.1779,10.41745,4.256478516,-20.25162,-58.50468,-35.32306,4.53357207,,,,
Mon Jan 30 2023,802043,25004.25,0.800983,0.8001065,0.5533034,0.5805597,0.5762169,69.6,25.6,20,9.621398,800,103.1779,10.21552,4.358407227,-20.3791302,-57.529602,-34.2204718,4.644933056,,,,
Mon Jan 30 2023,808183,25002.58,0.8025087,0.8024511,0.5600665,0.5803219,0.5738855,67.2,25.6,20,9.621398,800,103.1779,10.41308,4.319287109,-19.6590726,-55.054404,-32.4653314,4.602192843,,,,
Mon Jan 30 2023,814323,24999.27,0.8038381,0.8038447,0.5578972,0.5762137,0.5698814,68.7,25.6,20,9.621398,800,103.1779,10.13173,4.304803223,-20.3341266,-55.729458,-32.4653314,4.586368647,,,,
Mon Jan 30 2023,820456,25002.29,0.8039188,0.8037356,0.5560154,0.5784016,0.5732999,68.4,25.6,20,9.621398,800,103.1779,10.46736,4.299830078,-20.4841386,-58.654692,-35.2405534,4.580935298,,,,
Mon Jan 30 2023,826592,25000.92,0.8043666,0.8038619,0.5539225,0.5772383,0.5723128,69.9,25.7,20,9.621398,800,103.1779,10.39344,4.364259277,-20.364129,-58.654692,-35.360563,4.651326644,,,,
Mon Jan 30 2023,832733,24998.46,0.8019938,0.8025815,0.5529579,0.5772401,0.5721409,68.5,25.7,20,9.621398,800,103.1779,10.50179,4.326794434,-20.1166092,-59.179734,-36.1331248,4.61039488,,,,
Mon Jan 30 2023,838874,25003.59,0.8023883,0.8015164,0.5545369,0.5799576,0.5713957,69.9,25.7,20,9.621398,800,103.1779,10.4643,4.307499023,-19.50156,-57.604608,-35.173048,4.589313912,,,,
Mon Jan 30 2023,845013,25000.78,0.8020414,0.8016384,0.5567943,0.5793987,0.5724314,66.6,25.7,20,9.621398,800,103.1779,10.66896,4.32407959,-20.176614,-56.029482,-32.922868,4.60742881,,,,
Mon Jan 30 2023,851154,24999.1,0.8040166,0.805158,0.5571067,0.5774681,0.5727786,66.6,25.7,20,9.621398,800,103.1779,10.22708,4.368386719,-20.3416272,-59.704776,-36.4331488,4.655836031,,,,
Mon Jan 30 2023,857295,25004.59,0.8033521,0.8026695,0.5560527,0.5811117,0.5734743,66.7,25.7,20,9.621398,800,103.1779,10.26868,4.341049316,-20.101608,-57.829626,-34.798018,4.625968881,,,,
Mon Jan 30 2023,863436,25000.54,0.8034483,0.8022953,0.5547203,0.5800598,0.5692548,70.4,25.7,20,9.621398,800,103.1779,10.47591,4.345518066,-20.3416272,-57.604608,-34.3329808,4.63085116,,,,
Mon Jan 30 2023,869576,24996.5,0.8040849,0.8042492,0.5519301,0.5797761,0.5741505,65.8,25.7,20,9.621398,800,103.1779,10.54439,4.341937988,-20.514141,-58.204656,-34.760515,4.626939788,,,,
Mon Jan 30 2023,875717,24997.05,0.8032039,0.8046378,0.5555198,0.5788333,0.5718212,64.1,25.7,20,9.621398,800,103.1779,10.64503,4.346251953,-20.1541122,-58.804704,-35.7205918,4.631652959,,,,
Mon Jan 30 2023,881858,25003.95,0.8016726,0.8006951,0.5515836,0.5782085,0.5735678,69.8,25.7,20,9.621398,800,103.1779,10.57642,4.346658203,-20.5291422,-58.729698,-35.2705558,4.632096802,,,,
Mon Jan 30 2023,899171,30000.76,1.117743,1.117424,0.7725574,0.8030151,0.7981945,112.3,25.8,20,9.621398,800,103.1779,17.41218,0,3.2927634,138.311064,137.9483006,0,,,,
Mon Jan 30 2023,905311,30002.35,1.122493,1.12277,0.7761729,0.8078014,0.7993685,128.7,25.8,20,9.621398,800,103.1779,17.77363,0,3.3152652,139.811184,139.4259188,0,,,,
Mon Jan 30 2023,911439,30006.17,1.114687,1.113125,0.776917,0.8005109,0.7978886,133.7,25.8,20,9.621398,800,103.1779,17.39796,0,3.3302664,140.186214,139.7859476,0,,,,
Mon Jan 30 2023,917577,30002.8,1.115767,1.115639,0.7782525,0.8060783,0.7920234,140.7,25.8,20,9.621398,800,103.1779,17.85549,0,3.450276,140.486238,139.965962,0,,,,
Mon Jan 30 2023,923718,30000.82,1.114047,1.113454,0.7704934,0.7989509,0.7947665,141.6,25.8,20,9.621398,800,103.1779,17.60601,0.060725803,3.3527682,139.961196,139.5384278,0.040916903,,,,
Mon Jan 30 2023,929858,29999.31,1.109348,1.110273,0.765511,0.7978934,0.7942315,146.8,25.9,20,9.621398,800,103.1779,17.502,0.261388062,3.1952556,136.13589,135.8706344,0.241579162,,,,
Mon Jan 30 2023,935997,30001.99,1.103967,1.104127,0.7629662,0.790866,0.7854481,141.1,25.9,20,9.621398,800,103.1779,17.35988,0.527598816,3.0077406,129.685374,129.6076334,0.507789916,,,,
Mon Jan 30 2023,942140,30001.24,1.095524,1.095038,0.7600753,0.7884652,0.7821904,148.5,25.9,20,9.621398,800,103.1779,17.41084,0.833683533,2.325186,122.559804,123.164618,0.813874633,,,,
Mon Jan 30 2023,948280,29999.68,1.096292,1.096325,0.7580677,0.7873136,0.7776929,144.5,25.9,20,9.621398,800,103.1779,17.37394,1.165611084,1.837647,111.75894,112.851293,1.165611084,,,,
Mon Jan 30 2023,954421,29998.43,1.097604,1.095082,0.7566609,0.7825189,0.7780418,141,25.9,20,9.621398,800,103.1779,17.61387,1.339446899,0.8925714,104.858388,106.8958166,1.339446899,,,,
Mon Jan 30 2023,960563,30001.35,1.089554,1.089587,0.7566382,0.7875571,0.7778762,138.3,25.9,20,9.621398,800,103.1779,17.43708,1.659581909,-0.225018,88.282062,91.43708,1.696363934,,,,
Mon Jan 30 2023,966703,30001.92,1.085427,1.08494,0.754321,0.7811899,0.7753938,135.5,26,20,9.621398,800,103.1779,17.25286,1.805249756,-0.8925714,81.306504,85.1290754,1.855511587,,,,
Mon Jan 30 2023,972843,29997.44,1.086293,1.087036,0.7496153,0.7767518,0.7729656,135.9,26,20,9.621398,800,103.1779,16.96735,2.081374268,-1.9051524,70.280622,75.1157744,2.1571881,,,,
Mon Jan 30 2023,978982,29999,1.076138,1.07586,0.7478996,0.7715009,0.7645764,130.4,26,20,9.621398,800,103.1779,16.78784,2.331169189,-3.5777862,59.929794,66.4375802,2.430098535,,,,
Mon Jan 30 2023,985125,30003.53,1.067898,1.06812,0.7405604,0.7717336,0.7606714,129.7,26,20,9.621398,800,103.1779,17.07338,2.538457275,-5.062905,49.203936,57.196841,2.656568639,,,,
Mon Jan 30 2023,991265,30001.62,1.0617,1.061102,0.7342119,0.768328,0.7594126,126.3,26,20,9.621398,800,103.1779,16.99885,2.650197998,-6.1354908,45.153612,54.2191028,2.778649621,,,,
Mon Jan 30 2023,997405,30001.48,1.059105,1.059195,0.735763,0.7641537,0.7586861,122,26.1,20,9.621398,800,103.1779,16.74092,2.825372803,-7.4105928,36.677934,47.0185268,2.970034746,,,,
Mon Jan 30 2023,1003546,30001.38,1.057097,1.056981,0.7306575,0.7593415,0.7520701,118.7,26.1,20,9.621398,800,103.1779,16.74462,2.960570068,-8.3031642,30.0024,41.2355642,3.117742891,,,,
Mon Jan 30 2023,1009687,30000.23,1.052724,1.052604,0.7260743,0.7567125,0.7502708,113.9,26.1,20,9.621398,800,103.1779,16.73773,3.105220215,-9.525762,23.551884,36.007646,3.275778668,,,,
Mon Jan 30 2023,1015828,30004.7,1.049363,1.049074,0.7284285,0.7559967,0.7507964,112.2,26.1,20,9.621398,800,103.1779,16.89471,3.179639648,-10.1858148,20.026602,33.1424168,3.357084725,,,,
Mon Jan 30 2023,1021955,30000.76,1.0503,1.049887,0.7305562,0.7571394,0.7477046,107.7,26.1,20,9.621398,800,103.1779,16.4154,3.294873291,-10.7708616,14.926194,28.6270556,3.482981854,,,,
Mon Jan 30 2023,1028094,29997.21,1.053442,1.053704,0.7237793,0.7528782,0.7495654,105.9,26.1,20,9.621398,800,103.1779,16.36603,3.424995117,-11.6859348,9.450756,24.0666908,3.625144889,,,,
Mon Jan 30 2023,1034234,29997.03,1.049792,1.050253,0.7246162,0.7530366,0.747256,104.5,26.1,20,9.621398,800,103.1779,16.28707,3.503240967,-12.6985158,6.37551,22.0040258,3.710631451,,,,
Mon Jan 30 2023,1040375,29998.65,1.049863,1.050329,0.7266588,0.7565771,0.7495109,99.5,26.2,20,9.621398,800,103.1779,16.60482,3.5545354,-13.0060404,2.475198,18.4112384,3.766672567,,,,
Mon Jan 30 2023,1046500,30002.01,1.046298,1.046735,0.7244177,0.7503236,0.744393,97.3,26.2,20,9.621398,800,103.1779,16.68166,3.608279053,-13.3360668,0,16.2660668,3.825389547,,,,
Mon Jan 30 2023,1052640,30006.52,1.045138,1.044016,0.7271191,0.7551036,0.7455993,97.9,26.2,20,9.621398,800,103.1779,16.53919,3.647685791,-13.6435914,-3.825306,12.7482854,3.868442905,,,,
Mon Jan 30 2023,1058781,30000.1,1.046957,1.046589,0.7217968,0.7565659,0.7417341,94.4,26.2,20,9.621398,800,103.1779,16.64443,3.710879639,-14.5661652,-6.825546,10.6706192,3.937484583,,,,
Mon Jan 30 2023,1064922,29996.65,1.046441,1.046802,0.7265046,0.758709,0.7440777,90,26.3,20,9.621398,800,103.1779,16.26845,3.714734131,-14.738679,-7.5006,10.168079,3.941695762,,,,
Mon Jan 30 2023,1071063,29998.84,1.046502,1.046946,0.7212369,0.7521667,0.7469822,90.3,26.3,20,9.621398,800,103.1779,16.26661,3.826389648,-15.151212,-13.351068,4.730144,4.063683654,,,,
Mon Jan 30 2023,1077203,29995.96,1.047496,1.048839,0.722675,0.7513278,0.743459,89.6,26.3,20,9.621398,800,103.1779,16.47579,3.843710449,-15.2037162,-14.926194,3.2075222,4.082607286,,,,
Mon Jan 30 2023,1083344,30008.54,1.041305,1.040086,0.7226086,0.7519367,0.7425524,85.2,26.3,20,9.621398,800,103.1779,16.5075,3.92627002,-15.8562684,-18.00144,0.7848284,4.172806751,,,,
Mon Jan 30 2023,1089470,30000.28,1.041611,1.042083,0.7214683,0.7537248,0.7444374,85.7,26.4,20,9.621398,800,103.1779,16.65839,3.944121582,-16.5613248,-19.801584,-0.3102592,4.192310261,,,,
Mon Jan 30 2023,1095610,29999.67,1.041422,1.041296,0.7199048,0.7467457,0.7440506,82.3,26.4,20,9.621398,800,103.1779,16.37433,4.045032715,-17.288883,-22.726818,-2.507935,4.302559505,,,,
Mon Jan 30 2023,1101750,30002.11,1.038834,1.038713,0.7203515,0.7503828,0.7395424,80.8,26.4,20,9.621398,800,103.1779,16.28927,4.074136475,-17.4463956,-25.577046,-5.2006504,4.334356467,,,,
Mon Jan 30 2023,1107891,29999.25,1.041235,1.041265,0.7174634,0.7461894,0.7412587,77.3,26.4,20,9.621398,800,103.1779,16.04165,4.094561768,-17.5964076,-27.75222,-7.2258124,4.356671875,,,,
Mon Jan 30 2023,1114031,29997.05,1.040576,1.041551,0.7194438,0.7544131,0.7370989,78.8,26.5,20,9.621398,800,103.1779,16.10698,4.103364746,-18.076446,-28.427274,-7.420828,4.366289464,,,,
Mon Jan 30 2023,1120172,29999.64,1.03587,1.035956,0.7155815,0.7496787,0.7418787,78.8,26.5,20,9.621398,800,103.1779,16.12898,4.166139648,-18.4664772,-29.852388,-8.4559108,4.434873428,,,,
Mon Jan 30 2023,1126313,30006.17,1.038546,1.036735,0.7176566,0.7436135,0.7389024,77.3,26.5,20,9.621398,800,103.1779,16.34491,4.207928223,-18.4214736,-33.077646,-11.7261724,4.480529032,,,,
Mon Jan 30 2023,1132440,30000.3,1.034845,1.035366,0.7204246,0.7427386,0.7375874,73.8,26.5,20,9.621398,800,103.1779,16.55547,4.225990234,-18.3989718,-34.802784,-13.4738122,4.500262465,,,,
Mon Jan 30 2023,1138578,30000.05,1.034188,1.033936,0.7165424,0.744495,0.7423411,70.7,26.5,20,9.621398,800,103.1779,16.39309,4.246744629,-19.2465396,-38.328066,-16.1515264,4.522937429,,,,
Mon Jan 30 2023,1144719,29998.63,1.037138,1.037149,0.7166325,0.7492437,0.7376801,72,26.6,20,9.621398,800,103.1779,16.43402,4.250553223,-19.576566,-36.827946,-14.32138,4.527098462,,,,
Mon Jan 30 2023,1150859,30000.34,1.038157,1.037868,0.7189359,0.7450289,0.7393488,69.6,26.6,20,9.621398,800,103.1779,16.38161,4.265584961,-19.50156,-37.352988,-14.921428,4.543521207,,,,
Mon Jan 30 2023,1156998,29999.59,1.036128,1.03692,0.7172261,0.746301,0.7350724,71.3,26.6,20,9.621398,800,103.1779,16.22332,4.302285156,-19.8840906,-39.303144,-16.4890534,4.583617564,,,,
Mon Jan 30 2023,1163141,30002.52,1.03393,1.033043,0.7142883,0.7446761,0.7388784,69.6,26.6,20,9.621398,800,103.1779,16.1053,4.32507959,-20.0941074,-41.703336,-18.6792286,4.608521348,,,,
Mon Jan 30 2023,1169281,29999.33,1.038889,1.039326,0.7182639,0.743786,0.7399007,67.4,26.6,20,9.621398,800,103.1779,16.41074,4.365413574,-19.7340786,-41.328306,-18.6642274,4.652587757,,,,
Mon Jan 30 2023,1175422,29996.43,1.037669,1.037736,0.7154811,0.7400447,0.7370251,68.1,26.6,20,9.621398,800,103.1779,16.23114,4.373964355,-20.6491518,-43.278462,-19.6993102,4.66192981,,,,
Mon Jan 30 2023,1181562,30001.71,1.030406,1.030262,0.7113883,0.7459952,0.7335439,65.1,26.7,20,9.621398,800,103.1779,16.3847,4.376190918,-20.0866068,-43.653492,-20.6368852,4.664362414,,,,
Mon Jan 30 2023,1187703,30005.63,1.030872,1.030598,0.7150832,0.7434597,0.7357255,65.3,26.7,20,9.621398,800,103.1779,16.56131,4.394422852,-20.7466596,-44.403552,-20.7268924,4.684281494,,,,
Mon Jan 30 2023,1193843,30004.26,1.033026,1.03246,0.7164995,0.7459323,0.739511,61.9,26.7,20,9.621398,800,103.1779,16.22719,4.404764648,-20.514141,-43.50348,-20.059339,4.6955803,,,,
Mon Jan 30 2023,1199977,30005.55,1.036442,1.036012,0.7214237,0.7472709,0.7356243,63.1,26.7,20,9.621398,800,103.1779,16.6082,4.410048828,-20.739159,-43.87851,-20.209351,4.701353467,,,,
Mon Jan 30 2023,1206109,29997.76,1.035161,1.035631,0.7184581,0.7405637,0.7405251,61.4,26.7,20,9.621398,800,103.1779,15.92388,4.445210938,-20.9791782,-46.728738,-22.8195598,4.739769406,,,,
Mon Jan 30 2023,1212250,30000.74,1.034298,1.034215,0.7133259,0.7471873,0.7387419,63.4,26.7,20,9.621398,800,103.1779,16.15162,4.433802246,-20.8666692,-45.678654,-21.8819848,4.727304978,,,,
Mon Jan 30 2023,1218390,29999.78,1.033795,1.033374,0.709371,0.7415634,0.7390645,64.2,26.8,20,9.621398,800,103.1779,16.11976,4.494120117,-20.851668,-47.103768,-23.3221,4.793204542,,,,
Mon Jan 30 2023,1224531,30000.67,1.032401,1.03257,0.7168905,0.7423494,0.7362468,64.4,26.8,20,9.621398,800,103.1779,16.31326,4.485432129,-21.0091806,-47.403792,-23.4646114,4.783712585,,,,
Mon Jan 30 2023,1230671,30000.89,1.033019,1.032714,0.7084728,0.7421404,0.7359278,63.1,26.8,20,9.621398,800,103.1779,16.40465,4.475476563,-20.7691614,-47.553804,-23.8546426,4.772835751,,,,
Mon Jan 30 2023,1236812,29999.68,1.033661,1.033521,0.7103172,0.7454244,0.7381477,65.2,26.8,20,9.621398,800,103.1779,16.47785,4.439039063,-21.4067124,-49.203936,-24.8672236,4.733026398,,,,
Mon Jan 30 2023,1242940,30002.64,1.030268,1.030347,0.7111014,0.7410089,0.7338834,61.1,26.8,20,9.621398,800,103.1779,16.22889,4.46351123,-21.3467076,-48.828906,-24.5521984,4.759763171,,,,
Mon Jan 30 2023,1249078,30000.71,1.033397,1.032893,0.7163296,0.7396501,0.7317899,61,26.8,20,9.621398,800,103.1779,16.34966,4.48428418,-21.489219,-49.053924,-24.634705,4.782458407,,,,
Mon Jan 30 2023,1255219,30000.66,1.030996,1.030805,0.714163,0.7423689,0.7346162,57.6,26.8,20,9.621398,800,103.1779,16.07232,4.532635742,-21.3617088,-48.453876,-24.1621672,4.835284324,,,,
Mon Jan 30 2023,1261359,30001.32,1.03299,1.032816,0.7126077,0.7412601,0.734887,62.4,26.8,20,9.621398,800,103.1779,16.37615,4.482446777,-21.6167292,-48.828906,-24.2821768,4.780450975,,,,
Mon Jan 30 2023,1267500,29999.64,1.030463,1.030244,0.7139902,0.7393926,0.7347082,57.6,26.9,20,9.621398,800,103.1779,16.04375,4.498994141,-21.5942274,-49.203936,-24.6797086,4.798529598,,,,
Mon Jan 30 2023,1273640,30002.65,1.030079,1.029644,0.7126299,0.7412959,0.7354206,62.9,26.9,20,9.621398,800,103.1779,16.36297,4.514583984,-21.7067364,-50.479038,-25.8423016,4.815562094,,,,
Mon Jan 30 2023,1279780,30001.56,1.029128,1.029297,0.7128819,0.7403893,0.7377651,61.4,26.9,20,9.621398,800,103.1779,16.03576,4.50034668,-21.37671,-49.428954,-25.122244,4.800007298,,,,
Mon Jan 30 2023,1285922,29999.79,1.030689,1.030822,0.7136385,0.7500461,0.7285574,59,26.9,20,9.621398,800,103.1779,16.38444,4.534053711,-21.3992118,-48.528882,-24.1996702,4.836833509,,,,
Mon Jan 30 2023,1292063,29999.63,1.032156,1.031562,0.7144588,0.7410082,0.7361513,60.7,26.9,20,9.621398,800,103.1779,16.00601,4.490646973,-20.8441674,-45.678654,-21.9044866,4.78941,,,,
Mon Jan 30 2023,1298203,29999.53,1.02991,1.029948,0.7127866,0.7459555,0.7332292,58,26.9,20,9.621398,800,103.1779,16.0911,4.509218262,-21.5867268,-49.653972,-25.1372452,4.809699838,,,,
Mon Jan 30 2023,1304344,30001.7,1.031227,1.030975,0.7136104,0.7450954,0.7291183,58.7,26.9,20,9.621398,800,103.1779,15.76679,4.517890625,-21.526722,-48.153852,-23.69713,4.819174724,,,,
Mon Jan 30 2023,1310473,30003.9,1.02888,1.027519,0.7133436,0.7393498,0.7353923,60.3,27,20,9.621398,800,103.1779,16.15955,4.509982422,-21.339207,-49.803984,-25.534777,4.810534712,,,,
Mon Jan 30 2023,1317608,30001.62,1.029719,1.029214,0.7125979,0.7452427,0.7388349,56.2,27,20,9.621398,800,103.1779,16.34913,4.512819824,-21.4817184,-50.929074,-26.5173556,4.813634682,,,,
Mon Jan 30 2023,1324606,30001.39,1.026539,1.026329,0.7163978,0.7384627,0.7324695,55.4,27,20,9.621398,800,103.1779,16.09172,4.495634277,-21.7367388,-50.179014,-25.5122752,4.794858819,,,,
Mon Jan 30 2023,1343602,35003.31,1.374681,1.374989,0.9562711,0.9838243,0.9737176,111.3,27,20,9.621398,800,103.1779,25.92277,0,3.6152892,157.437594,156.7523048,0,,,,
Mon Jan 30 2023,1350600,34996.59,1.374706,1.375379,0.9541267,0.9907073,0.9777277,120.5,27,20,9.621398,800,103.1779,26.17859,0,3.4652772,158.712696,158.1774188,0,,,,
Mon Jan 30 2023,1357599,34994.61,1.367253,1.368327,0.9480708,0.9830504,0.9744306,121.9,27.1,20,9.621398,800,103.1779,26.05198,0,3.525282,159.687774,159.092492,0,,,,
Mon Jan 30 2023,1364599,35003.82,1.366752,1.36691,0.9447473,0.9819569,0.9735412,124.9,27.1,20,9.621398,800,103.1779,25.91473,0,3.6152892,159.01272,158.3274308,0,,,,
Mon Jan 30 2023,1371604,35001.95,1.368373,1.367033,0.946113,0.9797642,0.9736497,121.6,27.1,20,9.621398,800,103.1779,25.98135,0.053444351,3.5402832,158.26266,157.6523768,0.033635451,,,,
Mon Jan 30 2023,1378602,35001.36,1.358527,1.359202,0.9454546,0.9762255,0.9703497,126,27.1,20,9.621398,800,103.1779,25.31591,0.261919769,3.4202736,154.13733,153.6470564,0.242110869,,,,
Mon Jan 30 2023,1385601,35002.57,1.353123,1.352144,0.93713,0.9764483,0.9597213,128.5,27.2,20,9.621398,800,103.1779,25.60006,0.523265625,3.1802544,146.561724,146.3114696,0.503456725,,,,
Mon Jan 30 2023,1392599,34992.09,1.364145,1.365803,0.9370158,0.9767473,0.9624056,130.2,27.2,20,9.621398,800,103.1779,25.86305,0.842571472,2.8052244,137.63601,137.7607856,0.822762572,,,,
Mon Jan 30 2023,1399598,34999.45,1.346257,1.346242,0.9400623,0.9704055,0.95999,132.3,27.2,20,9.621398,800,103.1779,25.90461,1.185187012,1.7176374,126.685134,127.8974966,1.185187012,,,,
Mon Jan 30 2023,1406596,35004.57,1.341475,1.340378,0.9311883,0.9670498,0.9578331,131.7,27.2,20,9.621398,800,103.1779,25.19271,1.371331665,1.275102,121.809744,123.464642,1.371331665,,,,
Mon Jan 30 2023,1413610,34999.25,1.338628,1.338989,0.923354,0.9604615,0.9512973,135.5,27.2,20,9.621398,800,103.1779,25.15107,1.699238403,0.3150252,111.158892,113.7738668,1.73969016,,,,
Mon Jan 30 2023,1420608,35002.56,1.333829,1.333197,0.9282043,0.9731344,0.9560176,132.5,27.3,20,9.621398,800,103.1779,25.0522,2.0158125,-1.7026362,101.033082,105.6657182,2.085559379,,,,
Mon Jan 30 2023,1427607,35002.27,1.33363,1.333432,0.9201949,0.954227,0.9496252,134,27.3,20,9.621398,800,103.1779,24.97832,2.283053711,-3.3602688,91.957356,98.2476248,2.377530548,,,,
Mon Jan 30 2023,1434605,35000.69,1.333642,1.332613,0.9235494,0.9584892,0.9509432,127.6,27.3,20,9.621398,800,103.1779,25.59559,2.418897461,-4.4028522,86.556924,93.8897762,2.525945003,,,,
Mon Jan 30 2023,1441604,35001.1,1.323543,1.32341,0.9168625,0.9557009,0.9372104,127.6,27.3,20,9.621398,800,103.1779,25.2793,2.656810303,-5.8954716,77.556204,86.3816756,2.785873815,,,,
Mon Jan 30 2023,1448602,35002.57,1.322266,1.32123,0.9151729,0.9601513,0.9390448,122.3,27.4,20,9.621398,800,103.1779,24.92462,2.759990479,-6.5705256,71.63073,81.1312556,2.898602074,,,,
Mon Jan 30 2023,1455600,35002.55,1.320032,1.319065,0.9123843,0.9457393,0.9422742,117.5,27.4,20,9.621398,800,103.1779,24.46808,2.95447168,-7.9206336,63.00504,73.8556736,3.11108017,,,,
Mon Jan 30 2023,1462599,35002.53,1.313248,1.3124,0.9141219,0.9454516,0.9385474,113.1,27.4,20,9.621398,800,103.1779,24.29617,3.113442627,-9.0532242,54.00432,65.9875442,3.284761965,,,,
Mon Jan 30 2023,1469597,35002.54,1.314252,1.313811,0.9049682,0.9423503,0.930311,107.4,27.4,20,9.621398,800,103.1779,24.58682,3.259459717,-10.3583286,47.328786,60.6171146,3.44429118,,,,
Mon Jan 30 2023,1476595,34999.85,1.314275,1.313661,0.9065306,0.9485695,0.9384597,110.3,27.5,20,9.621398,800,103.1779,25.06248,3.338888428,-10.6958556,43.803504,57.4293596,3.531070062,,,,
Mon Jan 30 2023,1483609,35004.51,1.306996,1.307172,0.9083501,0.9385106,0.9325042,99.9,27.5,20,9.621398,800,103.1779,24.58087,3.464130615,-11.925954,36.077886,50.93384,3.667901907,,,,
Mon Jan 30 2023,1490608,35002.49,1.307361,1.307987,0.902597,0.9398993,0.9354562,100,27.5,20,9.621398,800,103.1779,25.04785,3.573129395,-12.2934834,29.777382,45.0008654,3.786987211,,,,
Mon Jan 30 2023,1497606,35001.22,1.303709,1.302311,0.9097427,0.9357921,0.9274477,99.4,27.6,20,9.621398,800,103.1779,24.49518,3.665008545,-13.5160812,25.052004,41.4980852,3.887368671,,,,
Mon Jan 30 2023,1504604,35001.67,1.302802,1.303,0.903354,0.937259,0.9241197,95.3,27.6,20,9.621398,800,103.1779,24.27164,3.753428955,-14.1311304,19.351548,36.4126784,3.983971326,,,,
Mon Jan 30 2023,1511603,35002.57,1.301846,1.301886,0.8955566,0.9393041,0.9300122,93.9,27.6,20,9.621398,800,103.1779,24.61259,3.798169189,-14.4536562,15.37623,32.7598862,4.032851731,,,,
Mon Jan 30 2023,1518601,34998.87,1.3069,1.306664,0.9077617,0.9395085,0.9335582,89,27.7,20,9.621398,800,103.1779,24.11875,3.855509277,-14.8961916,15.976278,33.8024696,4.095497954,,,,
Mon Jan 30 2023,1525599,34998.52,1.300254,1.300922,0.9023853,0.9416687,0.928506,88.1,27.7,20,9.621398,800,103.1779,24.45102,3.856370117,-15.7737618,11.100888,29.8046498,4.096438454,,,,
