Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow_Original (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),Flow (lpm)
1389025,35000.88,1.356543,1.355415,0.9359151,0.9773898,0.9656174,132.6,27.1,20,9.621398,800,103.1779,25.14292,1.029983276,4.3278462,128.63529,132.8674438,1.029983276
1395165,35000.9,1.350626,1.351087,0.9348275,0.9692573,0.9631068,132,27.1,20,9.621398,800,103.1779,25.44021,1.35769458,3.1652532,119.334546,124.7292928,1.35769458
1401304,35000.57,1.347824,1.347645,0.9349009,0.9669558,0.9598221,133.4,27.2,20,9.621398,800,103.1779,25.72768,1.5051427,2.8052244,114.459156,120.2139316,1.527633235
1407446,35002.44,1.344205,1.345138,0.9285565,0.9703546,0.9583518,133.2,27.2,20,9.621398,800,103.1779,25.34613,1.78424585,1.50012,105.158412,112.218292,1.832564022
1413587,35004.43,1.341778,1.341707,0.9361335,0.9693999,0.959005,130.9,27.2,20,9.621398,800,103.1779,25.17983,2.041089111,0.1650132,98.25786,106.6528468,2.113175037
1419727,35000.95,1.337955,1.337353,0.920001,0.9643034,0.9567696,127.2,27.2,20,9.621398,800,103.1779,25.41649,2.294410156,-1.1325906,89.482158,99.1747486,2.389937896
1425854,34999.73,1.337332,1.338546,0.9301256,0.9598995,0.9443644,126.1,27.2,20,9.621398,800,103.1779,24.7542,2.400605225,-1.9651572,85.50684,96.0319972,2.50596004
1431993,35002.55,1.332122,1.332078,0.9328269,0.959365,0.9445817,125.4,27.2,20,9.621398,800,103.1779,25.22371,2.604106934,-3.2927634,77.556204,89.4089674,2.728293383
1438134,34998.95,1.330117,1.330391,0.9248533,0.9612417,0.9505343,122.2,27.3,20,9.621398,800,103.1779,24.82475,2.768171631,-4.1328306,69.75558,82.4484106,2.907540294
1444268,35001.56,1.325391,1.323597,0.9252261,0.9494893,0.9443426,119.5,27.3,20,9.621398,800,103.1779,24.83174,2.939332031,-5.6029482,62.104968,76.2679162,3.094539529
1450400,34999.38,1.322456,1.321282,0.9209276,0.951547,0.946638,115.4,27.3,20,9.621398,800,103.1779,24.35469,3.064343506,-6.4955196,55.204416,70.2599356,3.231119312
1456541,35004.7,1.32033,1.319619,0.9151947,0.9545168,0.9431965,112.4,27.3,20,9.621398,800,103.1779,25.11436,3.131307373,-7.3280862,52.279182,68.1672682,3.304279879
1462682,34998.58,1.319845,1.320708,0.9170684,0.9499187,0.9416388,109.5,27.3,20,9.621398,800,103.1779,24.86026,3.260194092,-7.613109,45.078606,61.251715,3.445093512
1468822,34998.31,1.319386,1.320286,0.9159588,0.9479837,0.9397873,105.6,27.3,20,9.621398,800,103.1779,24.80387,3.329703369,-8.8432074,38.703096,56.1063034,3.521035037
1474962,35000.4,1.317248,1.318116,0.9180933,0.9539394,0.941974,102.4,27.3,20,9.621398,800,103.1779,24.41133,3.418090332,-10.6358508,33.902712,53.0985628,3.617601149
1481102,35000.62,1.316778,1.315443,0.9158559,0.9496812,0.9413233,99,27.4,20,9.621398,800,103.1779,24.6018,3.464748779,-10.3658292,32.177574,51.1034032,3.668577274
1487245,35001.24,1.316813,1.317135,0.9166105,0.9471318,0.9407927,97.1,27.4,20,9.621398,800,103.1779,24.3906,3.566718994,-10.6433514,27.077166,46.2805174,3.779983606
1493385,35003.24,1.312775,1.311757,0.9231761,0.9482452,0.9452782,94.5,27.4,20,9.621398,800,103.1779,24.68715,3.625901855,-10.613349,24.901992,44.075341,3.844643128
1499524,35000.04,1.314957,1.315528,0.9186333,0.9519771,0.9451974,93.5,27.4,20,9.621398,800,103.1779,24.9248,3.674319092,-11.2358988,22.426794,42.2226928,3.897540797
1505664,35000.77,1.313675,1.314402,0.9158618,0.949218,0.9401304,95.1,27.4,20,9.621398,800,103.1779,24.90142,3.737799072,-12.75102,18.37647,39.68749,3.966895086
1511795,34998.7,1.313529,1.313256,0.9108227,0.9479491,0.9385528,89.9,27.4,20,9.621398,800,103.1779,25.0753,3.833643066,-13.5985878,14.101128,36.2597158,4.071608288
1517931,35002.27,1.312646,1.312667,0.910981,0.9445909,0.9346098,87.4,27.5,20,9.621398,800,103.1779,24.48455,3.828401611,-13.6810944,13.576086,35.8171804,4.0658818
1524071,35001.21,1.313389,1.31303,0.9147104,0.9476161,0.9388185,85.8,27.5,20,9.621398,800,103.1779,24.04976,3.892605957,-12.8710296,13.426074,34.8571036,4.136027485
1530212,35000.98,1.312238,1.311358,0.9124385,0.9472419,0.9326202,84.3,27.5,20,9.621398,800,103.1779,24.65553,3.928285156,-14.1086286,7.350588,30.0192166,4.175008365
1536353,35001.39,1.310663,1.312254,0.918239,0.9451127,0.9413707,82.8,27.5,20,9.621398,800,103.1779,24.80354,3.977026855,-14.8211856,2.850228,26.3139202,4.228260522
1542492,35003.87,1.311962,1.312465,0.9135807,0.948873,0.9310843,81.2,27.5,20,9.621398,800,103.1779,24.6995,4.037708496,-15.0687054,1.50012,25.1288254,4.294557518
1548633,35002.66,1.311362,1.310635,0.9076709,0.9438276,0.9323435,78.2,27.6,20,9.621398,800,103.1779,24.40353,4.072147705,-15.4662372,-1.725138,22.3010992,4.332183661
1554763,35000.93,1.312228,1.3117,0.9142892,0.9460213,0.9373026,79.6,27.6,20,9.621398,800,103.1779,25.01186,4.079362549,-15.75126,-3.37527,20.93599,4.340066152
1560899,35000.57,1.310409,1.310743,0.9095618,0.9409952,0.9301602,80.5,27.6,20,9.621398,800,103.1779,25.03937,4.102223633,-16.0662852,-5.775462,18.8508232,4.365042754
1567040,35000.57,1.312412,1.312865,0.913954,0.9447666,0.9370223,79.5,27.6,20,9.621398,800,103.1779,24.88205,4.15272168,-16.7863428,-6.450516,18.8958268,4.420213787
1573182,35002.17,1.31396,1.313937,0.9076512,0.9407873,0.935212,78.1,27.6,20,9.621398,800,103.1779,24.87665,4.187611816,-16.7113368,-8.25066,17.0206768,4.458332586
1579321,35000.59,1.312698,1.312697,0.9081352,0.9429206,0.9337004,78.9,27.6,20,9.621398,800,103.1779,24.03992,4.192098633,-16.576326,-11.025882,14.110444,4.463234604
1585461,35002.79,1.311108,1.309986,0.9097641,0.9441936,0.9319049,76.6,27.7,20,9.621398,800,103.1779,24.36305,4.244474609,-16.7938434,-11.62593,13.7279134,4.520457347
1591605,35000.41,1.307581,1.308545,0.9091913,0.9409901,0.9335471,76.5,27.7,20,9.621398,800,103.1779,24.41655,4.228617188,-17.101368,-12.976038,12.68533,4.503132511
1597735,35002.52,1.304578,1.304305,0.9102509,0.9452597,0.9319667,72.4,27.7,20,9.621398,800,103.1779,24.73513,4.254788574,-17.3713896,-13.87611,12.0552796,4.531725745
1603867,34997.86,1.307689,1.308474,0.9044626,0.9445385,0.9353935,69.6,27.7,20,9.621398,800,103.1779,24.8303,4.275814941,-18.1439514,-16.801344,9.9026074,4.554697849
1610008,35000.27,1.305067,1.304455,0.9104711,0.938193,0.9311917,69.7,27.8,20,9.621398,800,103.1779,24.08823,4.268981934,-17.4913992,-16.50132,9.5500792,4.547232529
1616149,34996.72,1.3046,1.303254,0.9016461,0.9337743,0.9230465,69.7,27.8,20,9.621398,800,103.1779,24.03061,4.292233887,-17.5364028,-16.87635,9.2200528,4.57263617
1622288,35000.75,1.302364,1.302407,0.9083904,0.9373928,0.9272714,66.9,27.8,20,9.621398,800,103.1779,24.36875,4.314455566,-17.9489358,-18.37647,8.1324658,4.596914199
1628430,35005.18,1.302727,1.30181,0.9042559,0.9394639,0.9301893,67.4,27.8,20,9.621398,800,103.1779,24.22475,4.325771973,-18.3614688,-19.351548,7.5699208,4.609277803
