Time,Time_ms,Motor_speed_rpm,BLDC_Q_curent_for_monitoring,Filtered_Q_current_A,BLDC_Ph_A_amps_abs_A,BLDC_Ph_B_amps_abs_A,BLDC_Ph_C_amps_abs_A,Purge_pressure_mHg,ivp_purge_temperature_C,Purge_add_flow_rate_mlph,Purge_add_speed_rpm,Purge_circulate_flow_rate_mlph,Purge_circulate_speed_rpm,BLDC_watts_W,Flow_Original_lpm,Input_pressure_mmHg,Output_pressure_mmHg,Net_pressure_mmHg,Flow_lpm,Flow_from_M01_lpm,aortic_Pressure_mmHg,DC_Valve,Input_pressure_from_M04_mmHg,Output_pressure_from_M04_mmHg,Net_pressure_from_M04_mmHg,Bldc_Kp,Bldc_Ki
Thu_Mar_16_2023,17338.0,0.0,0.0,-2.219604e-05,0.01536408,0.01491473,0.01525832,-14.400000000000002,25.0,20.0,9.621398,800.0,103.1779,0.6772899,0.031863046646118165,-4.192835400000001,-3.0002400000000002,0.6325954000000005,0.012054146646118164,0.10712104560081935,-2.6000000000000005,0.0,6.4,6.1000000000000005,0.20000000000000018,0.0012,0.024
Thu_Mar_16_2023,23537.0,0.0,0.0,-2.328614e-05,0.01521939,0.01502736,0.0151848,-13.6,25.0,20.0,9.621398,800.0,103.1779,0.5565742,0.03164622688293457,-3.9453156000000003,-3.150252,0.23506360000000015,0.011837326882934571,0.003455517599282987,-2.7,0.015,6.0,6.300000000000001,0.8000000000000007,0.0012,0.024
Thu_Mar_16_2023,29742.0,0.0,0.0,2.999508e-05,0.01533032,0.01507752,0.01552018,-13.4,25.0,20.0,9.621398,800.0,103.1779,0.3995619,0.049813915252685546,-4.012821000000001,-3.0002400000000002,0.45258100000000034,0.030005015252685546,0.02418862319959026,-2.7,0.03,6.7,6.4,0.20000000000000018,0.0012,0.024
Thu_Mar_16_2023,35946.0,0.0,0.0,-8.637514e-06,0.01536296,0.01491218,0.01577069,-14.0,25.0,20.0,9.621398,800.0,103.1779,0.4011104,0.23223741149902344,-4.3278462,-3.0752460000000004,0.6926001999999993,0.21242851149902345,0.22460864399948766,-2.6000000000000005,0.045,7.4,6.1000000000000005,-0.7999999999999998,0.0012,0.024
Thu_Mar_16_2023,42157.0,0.0,0.0,-1.913488e-05,0.01572517,0.01501942,0.01566795,-13.8,25.0,20.0,9.621398,800.0,103.1779,0.5101501,0.608097412109375,-4.785382800000001,-6.075486000000001,-1.8501032,0.5882885121093749,0.6150821327998971,-2.7,0.06,5.6000000000000005,2.7,-2.4000000000000004,0.0012,0.024
Thu_Mar_16_2023,48358.0,0.0,0.0,5.341316e-05,0.0153849,0.01491479,0.01538493,-14.400000000000002,24.9,20.0,9.621398,800.0,103.1779,0.6219863,0.9378270874023438,-5.910472800000001,-9.525762,-4.1752892,0.9180181874023438,0.9917335512001016,-2.7,0.075,4.800000000000001,-0.5,-4.800000000000001,0.0012,0.024
Thu_Mar_16_2023,54555.0,0.0,0.0,2.692125e-05,0.01529879,0.01507724,0.01540037,-14.8,24.9,20.0,9.621398,800.0,103.1779,0.7214568,1.2387156982421874,-6.885550800000001,-13.801104,-7.363044199999999,1.2387156982421874,1.1368652903991796,-2.6000000000000005,0.09,3.4000000000000004,-5.200000000000001,-8.100000000000001,0.0012,0.024
Thu_Mar_16_2023,60796.0,0.0,0.0,3.117025e-05,0.01530996,0.01494797,0.01536011,-14.8,24.9,20.0,9.621398,800.0,103.1779,0.8655347,1.5523985595703125,-8.2806624,-19.726578,-12.0059156,1.5792620556870014,1.5169722264002037,-2.6000000000000005,0.105,2.0,-11.100000000000001,-12.500000000000002,0.0012,0.024
Thu_Mar_16_2023,67040.0,0.0,0.0,1.761817e-05,0.01531116,0.01486495,0.01515939,-15.0,24.9,20.0,9.621398,800.0,103.1779,0.8752189,1.885314208984375,-10.238319,-26.552124000000003,-16.873805,1.942985042045641,1.9247233032001008,-2.7,0.12,-0.30000000000000004,-18.2,-17.4,0.0012,0.024
Thu_Mar_16_2023,73278.0,0.0,0.0,-2.275557e-05,0.01539918,0.01490158,0.01533092,-13.6,24.9,20.0,9.621398,800.0,103.1779,0.6309827,2.174081298828125,-12.3084846,-33.30266400000001,-21.621684800000004,2.258474050942997,2.138965394400203,-2.6000000000000005,0.135,-1.7000000000000002,-24.900000000000002,-22.3,0.0012,0.024
