Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow_Original (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),Flow (lpm)
1609022,34999.03,1.287593,1.288455,0.8937325,0.9327366,0.9172069,48.6,26.6,20,9.621398,800,103.1779,24.26006,3.4055,-30.1299102,-78.531282,-47.9613718,3.603845734
1616023,34999.03,1.287593,1.288455,0.8937325,0.9327366,0.9172069,48.6,26.6,20,9.621398,800,103.1779,24.26006,3.4055,-30.1299102,-78.531282,-47.9613718,3.603845734
1623025,34999.03,1.287593,1.288455,0.8937325,0.9327366,0.9172069,48.6,26.6,20,9.621398,800,103.1779,24.26006,3.4055,-30.1299102,-78.531282,-47.9613718,3.603845734
1630014,34999.03,1.287593,1.288455,0.8937325,0.9327366,0.9172069,48.6,26.6,20,9.621398,800,103.1779,24.26006,3.4055,-30.1299102,-78.531282,-47.9613718,3.603845734
1637015,34999.03,1.287593,1.288455,0.8937325,0.9327366,0.9172069,48.6,26.6,20,9.621398,800,103.1779,24.26006,3.4055,-30.1299102,-78.531282,-47.9613718,3.603845734
1644012,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1651014,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1658012,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1665026,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1672025,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1679023,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1686012,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1693021,34994.84,1.281081,1.28222,0.8881192,0.9197939,0.9116001,40.5,26.8,20,9.621398,800,103.1779,24.0757,5.03738623,-30.077406,-79.806384,-49.288978,5.386743396
1819015,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1826019,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1833018,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1840018,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1847024,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1854012,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1861016,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1868021,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1875022,35002.05,1.27954,1.279448,0.8923302,0.9225783,0.9193899,51.1,27.4,20,9.621398,800,103.1779,24.41124,3.65029248,-25.6745538,-59.104728,-32.9901742,3.871290812
1882011,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1889013,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1896023,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1903024,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1910026,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1917015,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1924016,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1931017,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1938025,35000.84,1.283541,1.283714,0.8862188,0.9203936,0.9151543,65.8,27.5,20,9.621398,800,103.1779,24.08357,4.59665918,-21.7592406,-39.303144,-17.1039034,4.905232361
1945013,34996.76,1.29757,1.300187,0.8936864,0.9394347,0.9153687,93.5,27.7,20,9.621398,800,103.1779,24.56737,2.508883057,-11.6484318,5.325426,17.4138578,2.624257682
1952016,34996.76,1.29757,1.300187,0.8936864,0.9394347,0.9153687,93.5,27.7,20,9.621398,800,103.1779,24.56737,2.508883057,-11.6484318,5.325426,17.4138578,2.624257682
1959018,34996.76,1.29757,1.300187,0.8936864,0.9394347,0.9153687,93.5,27.7,20,9.621398,800,103.1779,24.56737,2.508883057,-11.6484318,5.325426,17.4138578,2.624257682
1966021,34996.76,1.29757,1.300187,0.8936864,0.9394347,0.9153687,93.5,27.7,20,9.621398,800,103.1779,24.56737,2.508883057,-11.6484318,5.325426,17.4138578,2.624257682
1973029,34996.76,1.29757,1.300187,0.8936864,0.9394347,0.9153687,93.5,27.7,20,9.621398,800,103.1779,24.56737,2.508883057,-11.6484318,5.325426,17.4138578,2.624257682
1980015,34996.76,1.29757,1.300187,0.8936864,0.9394347,0.9153687,93.5,27.7,20,9.621398,800,103.1779,24.56737,2.508883057,-11.6484318,5.325426,17.4138578,2.624257682
1987016,34996.76,1.29757,1.300187,0.8936864,0.9394347,0.9153687,93.5,27.7,20,9.621398,800,103.1779,24.56737,2.508883057,-11.6484318,5.325426,17.4138578,2.624257682
