Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg)
Wed Nov 16 2022,1137626,29999,1.139791,1.140045,0.7962184,0.8106534,0.8173562,0.5452,27.3,20,9.621398,800,103.1779,17.34137,4.740393443,57.76367188,70.92529297,13.50162109
Wed Nov 16 2022,1143769,29997.01,1.145146,1.145149,0.7939979,0.8223348,0.818369,0.5348,27.3,20,9.621398,800,103.1779,17.49694,4.661868852,59.83886719,73.24462891,13.74576172
Wed Nov 16 2022,1149914,30000.97,1.144865,1.144419,0.7955568,0.8139905,0.8180181,0.5299,27.3,20,9.621398,800,103.1779,17.5438,4.553222222,62.52441406,78.57910156,16.3946875
Wed Nov 16 2022,1156042,29999,1.145427,1.144899,0.796761,0.8159627,0.8245362,0.5407,27.3,20,9.621398,800,103.1779,17.28801,4.451076271,65.69824219,82.29003906,16.93179688
Wed Nov 16 2022,1162171,29999.3,1.144451,1.144672,0.7949758,0.8158672,0.8209118,0.5499,27.3,20,9.621398,800,103.1779,17.22693,4.383702479,66.30859375,84.609375,18.64078125
Wed Nov 16 2022,1168298,29997.05,1.143282,1.143508,0.7960409,0.8116238,0.8199588,0.5375,27.3,20,9.621398,800,103.1779,17.17404,4.26983871,68.50585938,88.3203125,20.15445313
Wed Nov 16 2022,1174430,29997.55,1.142049,1.142035,0.7968896,0.8122869,0.8205243,0.5321,27.3,20,9.621398,800,103.1779,17.22481,4.177365079,72.16796875,93.19091797,21.36294922
Wed Nov 16 2022,1180556,29998.26,1.143743,1.144174,0.7975113,0.8195787,0.8194051,0.548,27.3,20,9.621398,800,103.1779,17.57872,4.04765873,73.99902344,97.13378906,23.47476563
Wed Nov 16 2022,1186698,30002.03,1.142253,1.140525,0.8003713,0.8115477,0.8198412,0.5303,27.4,20,9.621398,800,103.1779,17.62308,3.881243697,78.63769531,103.8598633,25.56216797
Wed Nov 16 2022,1192834,29999.99,1.141017,1.140964,0.7936317,0.8131675,0.8203854,0.5381,27.4,20,9.621398,800,103.1779,17.56502,3.753539683,81.4453125,109.4262695,28.32095703
Wed Nov 16 2022,1198975,29995.41,1.145293,1.146591,0.7932189,0.8144176,0.8220643,0.5349,27.4,20,9.621398,800,103.1779,17.28209,3.610349206,83.76464844,114.296875,30.87222656
Wed Nov 16 2022,1205105,29997.73,1.1395,1.141632,0.7945286,0.8117675,0.8159149,0.5697,27.4,20,9.621398,800,103.1779,17.59803,3.398,88.52539063,122.1826172,33.99722656
Wed Nov 16 2022,1211244,29999.95,1.142733,1.142481,0.7961065,0.8126498,0.8185601,0.574,27.4,20,9.621398,800,103.1779,17.14971,3.28668254,90.96679688,126.5893555,35.96255859
Wed Nov 16 2022,1217382,30000.99,1.137754,1.136499,0.7958767,0.8099203,0.8140125,0.5689,27.4,20,9.621398,800,103.1779,17.28365,3.055758065,94.87304688,134.4750977,39.94205078
Wed Nov 16 2022,1223520,30002.51,1.135917,1.134486,0.7913867,0.8078659,0.8122535,0.5795,27.4,20,9.621398,800,103.1779,17.00868,2.880294118,99.14550781,141.2011719,42.39566406
Wed Nov 16 2022,1229650,30003.69,1.136524,1.134494,0.7887954,0.8117737,0.8185781,0.5511,27.4,20,9.621398,800,103.1779,17.11083,2.61784127,99.14550781,150.246582,51.44107422
Wed Nov 16 2022,1235788,30002.98,1.134899,1.134758,0.7906491,0.814468,0.8147908,0.5807,27.4,20,9.621398,800,103.1779,17.19144,2.345762712,99.14550781,159.2919922,60.48648438
Wed Nov 16 2022,1241920,29997.09,1.141958,1.142111,0.7957596,0.808878,0.8163531,0.5874,27.4,20,9.621398,800,103.1779,17.69471,2.05475,99.14550781,167.1777344,68.37222656
Wed Nov 16 2022,1248059,30001,1.146593,1.145633,0.7974612,0.8192219,0.8168728,0.6097,27.4,20,9.621398,800,103.1779,17.25962,1.803095238,99.14550781,174.831543,76.02603516
Wed Nov 16 2022,1254194,30000.87,1.145645,1.146359,0.7976788,0.8176811,0.8228968,0.6289,27.4,20,9.621398,800,103.1779,17.25068,1.626730159,99.14550781,180.3979492,81.59244141
Wed Nov 16 2022,1260331,29998.54,1.148953,1.150327,0.8030939,0.815226,0.8274476,0.6014,27.4,20,9.621398,800,103.1779,17.23291,1.343571429,99.14550781,187.5878906,88.78238281
Wed Nov 16 2022,1266469,30000.98,1.14922,1.149102,0.7979323,0.8204422,0.8222545,0.6296,27.5,20,9.621398,800,103.1779,17.57322,1.091704,99.14550781,192.9223633,94.11685547
Wed Nov 16 2022,1272606,29994.79,1.151192,1.152381,0.7996129,0.8229576,0.8220516,0.6114,27.5,20,9.621398,800,103.1779,17.67632,0.860739837,99.14550781,197.7929688,98.98746094
Wed Nov 16 2022,1278744,30000.81,1.149646,1.14941,0.8060771,0.8217328,0.8337731,0.6159,27.5,20,9.621398,800,103.1779,17.63272,0.648579365,99.14550781,201.2719727,102.4664648
Wed Nov 16 2022,1284877,29996.46,1.15771,1.157366,0.8016768,0.8217592,0.8262997,0.6497,27.5,20,9.621398,800,103.1779,17.59646,0.45747619,99.14550781,203.5913086,104.7858008
Wed Nov 16 2022,1291021,29999.27,1.152892,1.152899,0.8041167,0.8195713,0.8238993,0.652,27.5,20,9.621398,800,103.1779,17.13708,0.246952756,99.14550781,207.7661133,108.9606055
Wed Nov 16 2022,1297155,29998.47,1.15027,1.151403,0.7994139,0.8168246,0.8251453,0.6415,27.5,20,9.621398,800,103.1779,17.43045,0.131992063,99.14550781,209.1577148,110.352207
Wed Nov 16 2022,1303290,30000.85,1.148991,1.148767,0.7983435,0.819445,0.8234299,0.6537,27.5,20,9.621398,800,103.1779,17.51025,0.033904,99.14550781,210.0854492,111.2799414
Wed Nov 16 2022,1309422,29995.02,1.152419,1.154365,0.7985991,0.8209584,0.8246824,0.7002,27.5,20,9.621398,800,103.1779,17.4723,0.016730159,99.14550781,211.4770508,112.671543
Wed Nov 16 2022,1315560,30001.38,1.148137,1.147236,0.801231,0.8176332,0.8241684,0.6706,27.5,20,9.621398,800,103.1779,17.32816,0.01715873,99.14550781,211.2451172,112.4396094
Wed Nov 16 2022,1321693,30001.09,1.147796,1.148434,0.7994928,0.8211768,0.8170823,0.7062,27.5,20,9.621398,800,103.1779,17.64434,0.021373016,99.14550781,211.0131836,112.2076758
Wed Nov 16 2022,1339003,35000.38,1.406098,1.406265,0.9846435,1.004546,1.008252,0.669,27.6,20,9.621398,800,103.1779,25.68916,5.475225,38.23242188,40.31005859,2.417636719
Wed Nov 16 2022,1345135,35002.32,1.405206,1.40444,0.9794574,1.00131,1.008839,0.6505,27.6,20,9.621398,800,103.1779,24.68881,5.470610169,37.98828125,39.61425781,1.965976562
Wed Nov 16 2022,1351280,35002.32,1.405868,1.405753,0.9798754,1.00561,1.009061,0.612,27.6,20,9.621398,800,103.1779,25.75016,5.460404762,37.86621094,39.61425781,2.088046875
Wed Nov 16 2022,1357416,34998.19,1.408677,1.409728,0.9808751,1.006052,1.013725,0.5999,27.6,20,9.621398,800,103.1779,25.06661,5.440444444,39.57519531,40.54199219,1.306796875
Wed Nov 16 2022,1363546,35001.24,1.408736,1.409006,0.9851207,1.000164,1.014087,0.5523,27.6,20,9.621398,800,103.1779,25.77774,5.423880952,38.84277344,38.91845703,0.415683594
Wed Nov 16 2022,1369689,34998.34,1.407184,1.407387,0.9805047,1.00069,1.007694,0.5528,27.6,20,9.621398,800,103.1779,24.7865,5.432134921,39.69726563,39.84619141,0.488925781
Wed Nov 16 2022,1375824,34999.21,1.404685,1.404456,0.9845841,1.011804,1.010054,0.5321,27.6,20,9.621398,800,103.1779,25.57075,5.425333333,39.08691406,39.15039063,0.403476562
Wed Nov 16 2022,1381962,35002.32,1.409432,1.407362,0.9805137,0.9996415,1.009546,0.5143,27.6,20,9.621398,800,103.1779,25.59177,5.413142857,39.453125,39.84619141,0.733066406
Wed Nov 16 2022,1388099,35000.33,1.40743,1.407339,0.9805817,1.006898,1.008884,0.5087,27.6,20,9.621398,800,103.1779,25.3305,5.408896825,39.453125,39.61425781,0.501132812
Wed Nov 16 2022,1394232,34999.93,1.406949,1.407629,0.9857358,1.005779,1.013004,0.5173,27.6,20,9.621398,800,103.1779,25.80624,5.402427419,39.69726563,40.078125,0.720859375
Wed Nov 16 2022,1400371,35002.27,1.409942,1.409806,0.9845973,1.010858,1.01339,0.4915,27.7,20,9.621398,800,103.1779,25.83052,5.392542373,41.40625,39.15039063,-1.915859375
Wed Nov 16 2022,1406514,35001.83,1.402318,1.402601,0.9823704,1.007371,1.006144,0.4847,27.7,20,9.621398,800,103.1779,25.61827,5.381031746,41.04003906,39.61425781,-1.08578125
Wed Nov 16 2022,1412649,34999.38,1.408665,1.408818,0.9752182,1.00057,1.005159,0.5274,27.7,20,9.621398,800,103.1779,25.3303,5.380452381,41.16210938,40.31005859,-0.512050781
Wed Nov 16 2022,1418783,35003.84,1.406747,1.404622,0.9768645,1.001591,1.004058,0.5099,27.7,20,9.621398,800,103.1779,25.26497,5.355841667,40.4296875,39.38232422,-0.707363281
Wed Nov 16 2022,1424915,34994.63,1.41366,1.413826,0.980563,1.004284,1.005636,0.4821,27.7,20,9.621398,800,103.1779,25.25415,5.354007937,40.91796875,40.078125,-0.49984375
Wed Nov 16 2022,1431058,35000.62,1.404488,1.402794,0.9721557,0.999966,1.001638,0.518,27.7,20,9.621398,800,103.1779,25.30561,5.337739496,42.3828125,41.23779297,-0.805019531
Wed Nov 16 2022,1437202,35002.17,1.405882,1.405876,0.9788114,0.9999298,1.008492,0.4927,27.7,20,9.621398,800,103.1779,26.19756,5.333647541,41.16210938,41.46972656,0.647617187
Wed Nov 16 2022,1443333,34997.51,1.411363,1.411963,0.9809816,1.006656,1.009876,0.4709,27.8,20,9.621398,800,103.1779,26.25969,5.320333333,42.87109375,42.62939453,0.098300781
Wed Nov 16 2022,1449455,35001.17,1.408102,1.407736,0.9802455,1.008315,1.006391,0.5067,27.8,20,9.621398,800,103.1779,25.81455,5.30965873,42.74902344,42.62939453,0.220371094
Wed Nov 16 2022,1455581,34994.35,1.409627,1.411185,0.9836314,1.007188,1.015347,0.4709,27.8,20,9.621398,800,103.1779,25.79491,5.282579365,42.50488281,43.7890625,1.624179687
Wed Nov 16 2022,1461709,34998.17,1.410573,1.410913,0.9766395,1.005721,1.00784,0.486,27.8,20,9.621398,800,103.1779,26.09044,5.282661417,44.21386719,43.09326172,-0.780605469
Wed Nov 16 2022,1467838,34998.33,1.408113,1.408282,0.9819698,1.00843,1.00531,0.5016,27.8,20,9.621398,800,103.1779,25.57778,5.266764706,43.72558594,43.55712891,0.171542969
Wed Nov 16 2022,1473963,35002.91,1.409001,1.409274,0.9821976,1.003684,1.008593,0.4972,27.9,20,9.621398,800,103.1779,25.28844,5.25518254,43.84765625,44.48486328,0.977207031
Wed Nov 16 2022,1480097,34995.03,1.40723,1.409359,0.9823893,0.9988872,1.009567,0.4723,27.9,20,9.621398,800,103.1779,25.36106,5.247070866,43.72558594,45.41259766,2.027011719
Wed Nov 16 2022,1486239,35002.37,1.407784,1.4067,0.9762351,1.006956,1.008205,0.4898,27.9,20,9.621398,800,103.1779,25.31353,5.234150794,43.23730469,46.57226563,3.674960937
Wed Nov 16 2022,1492371,35006.3,1.406394,1.404359,0.9780074,1.001339,1.006908,0.498,27.9,20,9.621398,800,103.1779,25.59856,5.219578512,45.43457031,48.19580078,3.101230469
Wed Nov 16 2022,1498500,34998.29,1.411681,1.412434,0.9859324,1.012162,1.016178,0.4971,27.9,20,9.621398,800,103.1779,26.21955,5.202944444,45.92285156,47.96386719,2.381015625
Wed Nov 16 2022,1504634,34998.33,1.411946,1.41189,0.9798895,1.00515,1.005785,0.5059,28,20,9.621398,800,103.1779,25.51373,5.183150794,45.80078125,48.89160156,3.430820312
Wed Nov 16 2022,1510775,34999.46,1.406819,1.407121,0.9860197,1.010507,1.009801,0.4945,28,20,9.621398,800,103.1779,25.21705,5.159214286,46.04492188,49.58740234,3.882480469
Wed Nov 16 2022,1516905,34998.33,1.413166,1.413146,0.9876661,1.00574,1.012369,0.4604,28,20,9.621398,800,103.1779,25.76048,5.135232,47.63183594,51.67480469,4.38296875
Wed Nov 16 2022,1523037,35002.07,1.407323,1.408308,0.9785619,1.001803,1.007153,0.5043,28,20,9.621398,800,103.1779,25.79942,5.126983607,48.36425781,51.67480469,3.650546875
Wed Nov 16 2022,1529180,34992.34,1.412885,1.413524,0.9793662,1.002818,1.008605,0.5024,28.1,20,9.621398,800,103.1779,25.27971,5.086269841,49.58496094,53.29833984,4.053378906
Wed Nov 16 2022,1535314,34998.33,1.410179,1.410144,0.9884062,1.004622,1.010904,0.4963,28.1,20,9.621398,800,103.1779,25.64869,5.061174603,49.34082031,53.99414063,4.993320312
Wed Nov 16 2022,1541453,35004.67,1.411045,1.4106,0.9808485,1.007598,1.013435,0.4699,28.1,20,9.621398,800,103.1779,25.95118,5.020169492,50.31738281,56.08154297,6.104160156
Wed Nov 16 2022,1547594,34998.34,1.413169,1.412848,0.9804832,1.001551,1.002454,0.5081,28.1,20,9.621398,800,103.1779,26.0199,4.980880952,52.1484375,58.40087891,6.592441406
Wed Nov 16 2022,1553733,34998.33,1.408337,1.408606,0.9769499,1.002607,1.006141,0.4926,28.2,20,9.621398,800,103.1779,25.89962,4.936616,53.97949219,60.25634766,6.616855469
Wed Nov 16 2022,1559871,34998.31,1.413188,1.413882,0.9834638,1.003224,1.004718,0.4666,28.2,20,9.621398,800,103.1779,25.26781,4.877913386,54.95605469,62.34375,7.727695312
Wed Nov 16 2022,1566012,34997.58,1.409342,1.410298,0.9887967,1.003157,1.012946,0.4968,28.2,20,9.621398,800,103.1779,25.45712,4.820605042,55.93261719,64.89501953,9.302402344
Wed Nov 16 2022,1572148,34998.58,1.415587,1.415656,0.987382,1.004783,1.014103,0.4762,28.2,20,9.621398,800,103.1779,25.2972,4.777512605,57.76367188,66.98242188,9.55875
Wed Nov 16 2022,1578277,34998.33,1.412205,1.412035,0.9858228,1.007059,1.012973,0.4919,28.2,20,9.621398,800,103.1779,25.73774,4.698467742,60.69335938,69.99755859,9.644199219
Wed Nov 16 2022,1584412,34996.93,1.414935,1.41532,0.9868593,1.005142,1.015885,0.4875,28.2,20,9.621398,800,103.1779,26.0602,4.639571429,61.18164063,72.31689453,11.47525391
Wed Nov 16 2022,1590540,34994.79,1.414387,1.414249,0.9817579,1.002934,1.009775,0.5057,28.3,20,9.621398,800,103.1779,26.51448,4.526031746,64.11132813,77.1875,13.41617188
Wed Nov 16 2022,1596675,34998.34,1.409535,1.410241,0.9904453,1.009729,1.016748,0.5112,28.3,20,9.621398,800,103.1779,25.64988,4.450849206,65.57617188,80.8984375,15.66226563
Wed Nov 16 2022,1602809,35002.56,1.412391,1.412203,0.9919283,1.006137,1.014811,0.4946,28.3,20,9.621398,800,103.1779,25.60779,4.389642857,67.40722656,83.91357422,16.84634766
Wed Nov 16 2022,1608946,34998.33,1.409794,1.410187,0.9887922,1.01072,1.008029,0.4795,28.3,20,9.621398,800,103.1779,26.07023,4.283792,68.99414063,87.39257813,18.7384375
Wed Nov 16 2022,1615083,35002.12,1.416041,1.416117,0.9828917,1.004976,1.013286,0.5086,28.3,20,9.621398,800,103.1779,25.18997,4.185737288,71.55761719,92.49511719,21.2775
Wed Nov 16 2022,1621218,35002.32,1.411693,1.410596,0.989063,1.009794,1.013238,0.5113,28.4,20,9.621398,800,103.1779,25.557,4.072309524,73.75488281,98.29345703,24.87857422
Wed Nov 16 2022,1627357,34997.95,1.412624,1.413821,0.988853,1.014457,1.017487,0.4859,28.4,20,9.621398,800,103.1779,25.52281,3.899779528,77.78320313,103.8598633,26.41666016
Wed Nov 16 2022,1633494,35001.41,1.410962,1.411406,0.9809122,1.005197,1.010871,0.4932,28.4,20,9.621398,800,103.1779,25.48917,3.766352459,80.83496094,110.3540039,29.85904297
Wed Nov 16 2022,1639629,34996.61,1.409321,1.410545,0.9827167,1.004413,1.010657,0.4816,28.4,20,9.621398,800,103.1779,25.96209,3.638103175,83.3984375,114.7607422,31.70230469
Wed Nov 16 2022,1645763,34999.46,1.411029,1.410424,0.9736992,0.9991329,1.002238,0.4983,28.4,20,9.621398,800,103.1779,26.01457,3.417806723,88.15917969,122.878418,35.05923828
Wed Nov 16 2022,1651893,34998.91,1.406941,1.406218,0.9805526,1.00456,1.006913,0.5044,28.4,20,9.621398,800,103.1779,25.75949,3.314220472,91.2109375,127.5170898,36.64615234
Wed Nov 16 2022,1658027,35002.25,1.39949,1.399294,0.9804065,0.9988455,1.004285,0.5382,28.5,20,9.621398,800,103.1779,25.76186,3.077504132,94.75097656,136.5625,42.15152344
Wed Nov 16 2022,1664162,35001.7,1.397011,1.397302,0.9682883,0.9948826,1.00014,0.5104,28.5,20,9.621398,800,103.1779,25.23608,2.904103175,99.0234375,142.824707,44.14126953
Wed Nov 16 2022,1670304,35002.3,1.394887,1.395218,0.9703094,0.9937128,0.998372,0.5322,28.5,20,9.621398,800,103.1779,25.211,2.64672,99.14550781,152.1020508,53.29654297
Wed Nov 16 2022,1676415,34992.01,1.398101,1.399734,0.9673561,0.9913796,0.9954714,0.5658,28.5,20,9.621398,800,103.1779,25.34611,2.368063492,99.14550781,161.3793945,62.57388672
Wed Nov 16 2022,1682541,34997.25,1.39607,1.396756,0.9726593,0.9970731,0.9967608,0.5831,28.5,20,9.621398,800,103.1779,25.8833,2.075113821,99.14550781,168.3374023,69.53189453
Wed Nov 16 2022,1688676,34998.38,1.387028,1.386727,0.9656565,0.993344,0.9996745,0.6022,28.5,20,9.621398,800,103.1779,25.14368,1.824712,99.14550781,178.0786133,79.27310547
Wed Nov 16 2022,1694809,34998.33,1.392573,1.392675,0.9687053,0.9942526,0.9958525,0.5814,28.5,20,9.621398,800,103.1779,25.15777,1.645452381,99.14550781,182.9492188,84.14371094
Wed Nov 16 2022,1700944,35001.85,1.387833,1.386608,0.9600537,0.9859974,0.9894243,0.6073,28.5,20,9.621398,800,103.1779,25.13503,1.385373016,99.14550781,190.3710938,91.56558594
Wed Nov 16 2022,1707082,34998.34,1.381107,1.381537,0.9644814,0.9853676,0.9860425,0.6197,28.6,20,9.621398,800,103.1779,24.95687,1.145591667,99.14550781,196.6333008,97.82779297
Wed Nov 16 2022,1713213,35001.23,1.383224,1.381442,0.9568508,0.9826296,0.9903149,0.6365,28.6,20,9.621398,800,103.1779,24.9665,0.929087302,99.14550781,200.8081055,102.0025977
Wed Nov 16 2022,1719353,34999.76,1.378515,1.378739,0.9689166,0.9848043,0.9917668,0.6497,28.6,20,9.621398,800,103.1779,24.9747,0.648144,99.14550781,206.3745117,107.5690039
Wed Nov 16 2022,1725478,34993.32,1.382381,1.383526,0.953806,0.9829634,0.9869734,0.6247,28.6,20,9.621398,800,103.1779,24.72598,0.463626984,99.14550781,210.5493164,111.7438086
Wed Nov 16 2022,1731612,35002.17,1.384615,1.384896,0.9657935,0.9891021,0.9918916,0.6143,28.6,20,9.621398,800,103.1779,25.07746,0.276880952,99.14550781,214.2602539,115.4547461
Wed Nov 16 2022,1737748,34998.33,1.386886,1.38695,0.9645151,0.9885445,0.998607,0.6309,28.6,20,9.621398,800,103.1779,25.15122,0.124039683,99.14550781,217.5073242,118.7018164
Wed Nov 16 2022,1743886,34998.33,1.39016,1.390524,0.9632854,0.99683,0.9941679,0.6459,28.6,20,9.621398,800,103.1779,24.35505,0.025229508,99.14550781,218.4350586,119.6295508
Wed Nov 16 2022,1750015,34994.66,1.389232,1.390023,0.9734332,0.9927659,0.9928532,0.6792,28.6,20,9.621398,800,103.1779,24.8788,0.012248,99.14550781,218.8989258,120.093418
Wed Nov 16 2022,1756153,34997.57,1.389377,1.389736,0.9672952,0.9868831,0.9995383,0.6353,28.6,20,9.621398,800,103.1779,25.12856,0.014067227,99.14550781,217.9711914,119.1656836
Wed Nov 16 2022,1762294,34998.34,1.389054,1.389116,0.9678087,0.993089,0.9897549,0.6958,28.7,20,9.621398,800,103.1779,25.17473,0.02052381,99.14550781,218.4350586,119.6295508
