Time,Time_ms,Motor_speed_rpm,BLDC_Q_curent_for_monitoring,Filtered_Q_current_A,BLDC_Ph_A_amps_abs_A,BLDC_Ph_B_amps_abs_A,BLDC_Ph_C_amps_abs_A,Purge_pressure_mHg,ivp_purge_temperature_C,Purge_add_flow_rate_mlph,Purge_add_speed_rpm,Purge_circulate_flow_rate_mlph,Purge_circulate_speed_rpm,BLDC_watts_W,Flow_Original_lpm,Input_pressure_mmHg,Output_pressure_mmHg,Net_pressure_mmHg,Flow_lpm,Flow_from_M01_lpm,aortic_Pressure_mmHg,DC_Valve,Input_pressure_from_M04_mmHg,Output_pressure_from_M04_mmHg,Net_pressure_from_M04_mmHg,Bldc_Kp,Bldc_Ki
Fri_Mar_17_2023,165365.0,0.0,0.0,-1.8324e-05,0.01520297,0.01518857,0.01538156,98.70000000000002,23.1,20.0,9.621398,800.0,103.1779,0.5715585,0.0,-1.7776422000000003,-1.0500840000000002,54.957558199999994,0.0,0.02246086440071699,-2.6000000000000005,0.0,8.8,6.9,-3.0000000000000004,0.0012,0.024
Fri_Mar_17_2023,172588.0,0.0,0.0,7.513851e-06,0.01522402,0.01536991,0.01532379,362.70000000000005,23.1,20.0,9.621398,800.0,103.1779,0.665263,1.59129150390625,-6.975558,-17.176374000000003,44.029183999999994,1.6217540739716487,1.5860825783996915,-2.5,0.1,3.0,-11.4,-15.5,0.0012,0.024
Fri_Mar_17_2023,179814.0,0.0,0.0,-4.773504e-06,0.01523158,0.01540115,0.01508042,424.4,23.1,20.0,9.621398,800.0,103.1779,0.7498218,3.20461279296875,-24.6844746,-67.280382,11.634092599999995,3.384368833135311,3.163526362800407,-2.5,0.2,-12.100000000000001,-59.400000000000006,-48.400000000000006,0.0012,0.024
Fri_Mar_17_2023,187039.0,0.0,0.0,-2.748536e-05,0.01530199,0.01496029,0.01501068,412.2,23.1,20.0,9.621398,800.0,103.1779,0.8342393,3.711935302734375,-33.0926472,-91.73233800000001,-4.409690800000014,3.9386379359055774,3.6818540027988704,-2.5,0.30000000000000004,-24.0,-83.5,-60.6,0.0012,0.024
Fri_Mar_17_2023,194270.0,0.0,0.0,-5.801575e-05,0.01511227,0.01538904,0.01493387,534.3,23.1,20.0,9.621398,800.0,103.1779,0.8913628,3.952487548828125,-38.500579800000004,-105.53344200000001,-12.802862200000014,4.201450397496039,4.027405762799382,-2.6000000000000005,0.4,-29.500000000000004,-97.7,-69.3,0.0012,0.024
Fri_Mar_17_2023,201517.0,0.0,0.0,8.223821e-06,0.01508093,0.01531232,0.01513592,302.4,23.1,20.0,9.621398,800.0,103.1779,0.6222063,4.09945556640625,-40.3382268,-112.509,-17.940773200000002,4.362018536442969,4.208820436799382,-2.6000000000000005,0.5,-33.300000000000004,-103.9,-74.4,0.0012,0.024
Fri_Mar_17_2023,208816.0,0.0,0.0,-4.065117e-07,0.01520259,0.01530033,0.01516809,101.9,23.1,20.0,9.621398,800.0,103.1779,0.6735622,4.1772802734375,-41.4483156,-115.50924,-19.830924400000008,4.447044983543647,4.155259914000509,-2.5,0.6,-28.900000000000002,-106.4,-78.6,0.0012,0.024
Fri_Mar_17_2023,216044.0,0.0,0.0,-3.736607e-05,0.01508461,0.01475178,0.01503228,335.30000000000007,23.1,20.0,9.621398,800.0,103.1779,0.7039573,4.22564013671875,-41.74083900000001,-116.034282,-20.0484418,4.4998799701942,4.186359572400201,-2.6000000000000005,0.7,-30.700000000000006,-104.2,-74.6,0.0012,0.024
Fri_Mar_17_2023,242581.0,0.0,0.6,0.5999354,0.4260282,0.4199787,0.4214323,142.1,23.1,20.0,9.621398,800.0,103.1779,1.330401,0.0,-1.9276542,-2.25018,53.907474199999996,0.0,0.0708381107998975,-2.6000000000000005,0.0,8.700000000000001,6.9,-2.900000000000001,0.0012,0.024
Fri_Mar_17_2023,283892.0,0.0,0.6,0.6000068,0.4208089,0.4382043,0.4244973,183.2,23.1,20.0,9.621398,800.0,103.1779,0.9001545,0.0,-1.837647,-2.325186,53.742461,0.0,0.017277588001024285,-2.5,0.000840762,8.6,7.1000000000000005,-2.599999999999999,0.0012,0.024
